Dahej,Guangdong Dapeng,Isle of Grain,Cape Town,Altamira,Dubai,Gwangyang,Aliaga,Melkoya Is,Shimizu,Chita,Karachi,Nagasaki,Ras Laffan,Marsa el Brega,Haikou,Yanai,Fukuoko,Map Ta Phut,Taichung,Canaport,Skikda,Sabine Pass,Mizushima,Futtsu,Shtokman,Yung An,Jiangsu,Quintero,Gladstone,Senboku,South Hook,Quebec,Bontang,Kitimat,Kochi,Barcelona,Darwin,Pyeongtaek,Himeji,Mejillones,Mina Al-Ahmadi,Costa Azul,Qalhat,Bahia Blanca,El Ferrol,Port Moresby,Golden Pass,Lake Charles,Manzanillo,Andres,Osaka,Guanabara Bay,Gate,Krk Island,Sendai,Bahia,Elba Is,Panuelas,Rovigo,Dabhol,Kagoshima,Swinoujscie,Cove Point,Panigaglia,Freeport,Sines,Cartagena,Tongyeong,Tenerife,Kenai,Teeside,Iran,Oita,Tobata,Bioko Is,Blang Lacang,Fujian,Balhaf,Livorno,Higashi-Ogishima,Pecem,Port Dolphin,Everett,Damietta,Wilhelmshaven,Neptune,Port Arthur,Tangguh,Pascagoula,Escobar,Shanghai,Heibei,Montoir,North East Gateway,Pampa Melchorita,Dalian,Idku,Sakhalin II,Dampier,Negishi,Soyo,Bilbao,Shin-minato,Bonny Is,Hatsukaichi,Huelva,from,Lumut,Yokkaichi,Zeebrugge,Sakai,Bintulu,Niigata,Gibraltar,Incheon,Sagunto,Arzew,Hazira,Cameron,Fos Sur Mer,Marmara Ereglisi,Point Fortin,Revithoussa,Singapore,Das Is,Kawagoe,Pluto,Yokohama,Sodegaura,Dragon LNG
3995,1582,10168,6152,13668,4820,2323,7463,11402,2522,2498,4235,2258,4974,7639,1668,2366,2361,1865,1829,11731,8182,13540,2456,2572,11467,1512,2506,9665,3383,2444,9903,11833,,6440,3211,8437,1475,2446,2467,10045,5198,7213,4459,9852,9442,2340,13543,13561,8126,12029,2447,9361,10186,8112,2774,9427,12464,11869,8140,3700,2213,10914,12204,8328,13579,9045,8541,2368,9487,5806,10392,5104,2343,2381,8500,1914,1889,5243,8295,2578,9783,13214,11805,6891,10419,11792,13550,1340,13330,9840,2116,2686,9766,11791,9979,2526,6999,3306,1326,2571,7910,9680,2806,8527,2408,8888,Bontang,984,2498,10122,2443,1131,2848,8764,2449,8510,8534,3914,13531,8433,7617,11481,7449,1426,4948,2499,1323,2573,2581,9906
4782,8582,1927,5631,5427,4583,9607,1326,3161,9957,9915,4512,9541,4737,1080,8486,9718,9645,7883,9104,3490,352,5299,9809,10030,3226,8750,9781,8522,10931,9832,1662,3592,8447,13982,5268,,8874,9722,9855,9113,4962,12805,4200,6121,1201,9887,5302,5319,11840,4099,9834,4732,1945,1361,10238,4046,4223,3946,1388,4833,9533,2673,3963,388,5337,804,285,9652,1245,13347,2151,4867,9695,9665,3977,6645,9164,3282,391,10036,3554,4973,3564,1574,2178,3551,5309,9109,5089,5852,9391,9962,1525,3550,9730,9801,1500,10589,8305,10029,4332,1439,10090,3907,9761,647,Barcelona,7860,9916,1881,9831,7756,10132,523,9724,156,352,4817,5290,194,1460,3973,1192,7126,4712,9916,8302,10031,10039,1665
812,3346,6989,4590,10489,1641,4371,4284,8223,4721,4679,1053,4305,1795,4460,3250,4482,4409,2647,3868,8552,5003,10361,4573,4794,8288,3514,4545,9494,5694,4596,6724,8654,3211,8746,,5258,3638,4486,4619,10085,2019,9689,1280,8290,6263,4651,10364,10382,10689,9161,4598,7798,7007,4933,5001,7865,9285,9008,4961,516,4297,7735,9025,5149,10399,5866,5362,4416,6308,8111,7213,1925,4459,4429,6938,1409,3928,2064,5116,4800,8221,10035,8626,3712,7240,8613,10371,3873,10151,8277,4155,4726,6587,8612,10702,4565,3820,5353,3069,4793,6348,6501,4854,6965,4524,5709,Kochi,2624,4680,6943,4595,2520,4896,5585,4488,5331,5355,731,10352,5254,4438,9035,4270,1890,1769,4680,3066,4795,4803,6727
4422,2578,10595,6191,13721,5247,3057,7890,11829,3156,3135,4662,2941,5400,8066,2664,3017,3076,2608,2661,12158,8609,13625,3107,3202,11894,2439,3310,8651,2293,3088,10330,12260,1475,6990,3638,8864,,3224,3111,9088,5625,7457,4886,9140,9869,1249,13628,13645,7997,12067,3090,9399,10613,8539,3402,9466,12891,11908,8566,4127,2867,11341,12630,8755,13659,9472,8967,3086,9913,6385,10819,5531,2994,3055,8539,2480,2721,5670,8721,3208,9822,13416,12232,7318,10846,12219,13634,1171,13503,9599,2929,3491,10193,12218,9115,3330,7426,4020,1043,3201,7949,10107,3521,8566,3059,9315,Darwin,2112,3136,10549,3087,2258,3562,9191,3226,8937,8961,4341,13616,8860,8044,11519,7876,1992,5375,3137,1040,3202,3211,10333
9521,5641,14839,11059,15030,10346,4472,12988,15985,4088,4171,9761,4491,10499,13165,5889,4454,4402,6986,5162,14363,13708,14934,4390,4038,16138,5378,4912,6189,6417,4323,14585,14830,6440,,8737,13963,6990,4788,4346,5802,10724,1576,9984,8503,14125,6037,14937,14954,2612,13376,4325,9668,14857,13638,3820,10348,14314,13217,13665,9226,4562,15585,14380,13853,14968,13771,14026,4423,13113,1156,15064,10630,4455,4375,12532,7347,5209,10768,13820,4043,11131,14728,14342,12416,15090,14329,14943,6308,14812,8962,4854,5093,14449,14328,5053,4932,12524,3506,7523,4036,12153,14363,4034,12496,4481,13784,Kitimat,6350,4172,14793,4322,6497,3934,13786,4791,14036,14040,9440,14925,13958,13143,12828,12975,6859,10474,4172,7520,4038,4047,14588
5262,1376,11435,8274,14935,6086,391,8729,12669,972,926,5502,488,6240,8906,1623,570,470,2721,863,12997,9449,14807,666,1042,12734,1113,286,10218,4284,742,11170,13099,2447,4795,4478,9704,3225,,718,10000,6465,5802,5725,10989,10709,3745,14810,14827,6825,13606,743,11483,11453,9379,1261,11549,13730,13453,9406,4966,584,12180,13470,9594,14845,10311,9807,447,10753,4161,11659,6370,570,490,10622,3088,899,6509,9561,1047,11905,14480,13071,8157,11685,13058,14816,2740,14596,11449,506,462,11033,13058,9266,293,8265,1386,3653,1040,10032,10947,910,10649,614,10154,Pyeongtaek,2124,927,11388,742,2271,947,10031,54,9777,9801,5181,14798,9699,8884,13481,8716,2600,6215,927,3650,1042,1051,11173
5393,1511,11566,8405,15066,6217,410,8860,12800,319,274,5633,390,6371,9037,1759,162,291,2857,1053,13128,9580,14938,66,389,12865,1248,833,9578,3926,50,11301,13230,2466,4353,4609,9835,3110,709,,9444,6596,5302,5856,10630,10840,3386,14941,14958,6312,13737,50,11614,11584,9510,609,11680,13861,13584,9537,5097,404,12311,13601,9725,14976,10442,9938,376,10884,3718,11790,6501,193,228,10753,3219,1103,6640,9692,395,12036,14611,13202,8288,11816,13189,14947,2563,14727,11090,765,1013,11164,13189,8754,853,8396,1208,3643,388,10163,11078,699,10780,156,10285,Himeji,2222,274,11519,49,2369,741,10162,712,9908,9932,5312,14929,9830,9015,13612,8847,2731,6346,275,3640,390,398,11304
10825,10568,9654,5874,9845,11636,9677,10239,10800,9192,9275,11053,9745,11789,9990,10785,9570,9607,11224,10275,9178,9201,9749,9482,9145,10953,10304,10117,626,7177,9415,9400,9645,10045,5802,10085,9116,9088,9994,9438,,12014,4296,11275,3318,8940,7904,9752,9769,3222,8191,9418,4484,9673,10273,9001,5163,9129,8032,10301,10530,9643,10400,9195,9475,9783,8586,8842,9629,7929,6542,9879,11920,9547,9580,7347,10618,10335,12059,9470,9151,5946,9543,9157,10487,9905,9144,9759,9515,9627,3778,10059,10298,9264,9143,785,10137,10412,8765,9220,9144,6968,9178,9239,7311,9573,8599,Mejillones,10343,9276,9608,9414,10490,9139,8601,9996,9003,8855,10745,9740,9294,10373,7643,10105,10747,11764,9277,9217,9146,9155,9404
1517,5337,6678,6525,10178,457,6362,3972,7912,6713,6670,1117,6296,355,4149,5241,6474,6400,4638,5859,8240,4692,10050,6564,6785,7977,5505,6536,11427,7686,6587,6412,8342,5203,10737,2024,4947,5629,6477,6610,12018,,11680,796,10226,5952,6642,10053,10070,12680,8849,6590,9482,6696,4622,6993,8796,8973,8696,4649,1588,6289,7423,8713,4837,10088,5554,5050,6407,5996,10102,6902,194,6450,6420,8727,3400,5919,1752,4804,6791,8304,9723,8314,3400,6928,8301,10059,5864,9839,10213,6146,6717,6276,8301,12635,6556,3508,7345,5060,6784,8283,6190,6845,8658,6516,5397,Mina Al-Ahmadi,4615,6671,6631,6587,4512,6887,5274,6480,5020,5043,1553,10041,4942,4127,8724,3959,3881,433,6672,5057,6786,6794,6416
10464,6603,13346,9566,13537,11289,5479,13930,14492,5039,5122,10704,5498,11443,13681,6851,5430,5408,7930,6162,12870,12892,13441,5342,4989,14645,6340,5919,4682,6329,5275,13092,13337,7213,1576,9680,12807,7457,5795,5298,4296,11667,,10928,7010,12631,6233,13444,13461,1105,11883,5277,8175,13364,13965,4793,8855,12821,11723,13992,10169,5513,14092,12887,13166,13475,12278,12533,5430,11620,2316,13570,11573,5407,5382,11039,8290,6212,11712,13162,4995,9637,13234,12849,13360,13597,12836,13450,6940,13319,7469,5861,6099,12955,12835,3546,5939,13468,4547,8154,4988,10660,12869,5041,11002,5433,12291,Costa Azul,7294,5123,13300,5274,7441,4940,12293,5798,12695,12546,10384,13432,12985,14064,11335,13797,7802,11417,5124,8151,4990,4998,13095
788,4594,5910,5779,9410,415,5618,3205,7144,5969,5927,441,5553,569,3381,4498,5730,5657,3894,5116,7473,3924,9282,5820,6041,7209,4761,5793,10684,6942,5843,5645,7575,4459,9993,1280,4179,4886,5733,5867,11275,794,10936,,9479,5184,5898,9285,9303,11937,8082,5846,8715,5928,3854,6249,8029,8206,7929,3882,845,5545,6656,7946,4070,9321,4787,4283,5663,5229,9359,6134,699,5707,5677,7960,2656,5176,985,4037,6047,7537,8956,7547,2633,6161,7534,9292,5120,9072,9467,5402,5973,5508,7533,11891,5812,2741,6601,4317,6040,7537,5422,6102,7891,5772,4630,Qalhat,3871,5927,5864,5843,3768,6143,4506,5736,4252,4276,824,9273,4175,3359,7956,3191,3138,543,5928,4313,6042,6051,5648
9031,10758,6648,3812,6836,9842,10757,7247,7786,10420,10425,9260,10603,9996,6998,10744,10558,10659,10141,10692,6170,6209,6740,10673,10350,7947,10527,11100,2727,7148,10606,6373,6636,9852,8503,8291,6124,9140,10987,10629,3318,10220,7010,9481,,5929,7950,6744,6761,6046,5183,10608,1460,6666,7282,10446,2160,6120,5023,7309,8736,10506,7394,6187,6483,6775,5588,5850,10744,4934,9239,6873,10126,10534,10595,4719,8902,10752,9202,6478,10356,2937,6534,6148,7495,6899,6135,6750,9639,6619,702,10809,11281,6253,6135,3935,11120,7420,10728,8860,10349,4496,6167,10927,4668,10600,5606,Bahia Blanca,10099,10425,6602,10605,9996,10826,5609,10990,6011,5863,8951,6732,6302,7381,4635,7113,9384,9970,10426,8857,10351,10360,6376
5817,9617,789,5480,4694,5619,10642,2361,2051,10993,10950,5548,10576,5772,2112,9521,10754,10680,8918,10140,2640,1323,4565,10844,11065,2088,9785,10816,8361,11966,10867,532,2738,9483,14136,6304,1238,9910,10757,10890,8952,5997,12643,5236,5939,,10922,4569,4586,11679,3476,10870,4552,807,2396,11273,3861,3433,3343,2423,5869,10569,1534,3164,1597,4604,458,964,10687,1056,14382,1013,5903,10730,10700,3826,7680,10200,4317,1593,11071,3308,4239,2716,2610,1039,2703,4575,10144,4355,5673,10426,10997,368,2702,9568,10836,2535,11625,9340,11064,4181,277,11125,3757,10796,654,El Ferrol,8895,10951,742,10867,8792,11167,724,10760,1126,977,5853,4557,1416,2495,3451,2228,8161,5747,10952,9337,11066,11074,535
9885,13686,5044,7503,516,9687,14710,6430,5445,15061,15018,9616,14644,9840,6180,13589,14822,14748,12986,14208,2319,5391,4,14912,15133,6047,13853,14884,9161,13582,14935,4647,3168,13551,14937,10372,5306,13628,14825,14958,9752,10065,13444,9304,6744,4569,14384,,78,12480,1635,14938,5357,5062,6464,15341,4664,1350,1803,6491,9937,14637,5494,1797,5665,120,4593,5032,14755,4397,15673,5074,9971,14799,14768,6290,11748,14268,8385,5661,15139,3841,694,2168,6678,5280,2155,6,14172,475,6478,14494,15065,4791,2154,10369,14904,6603,15693,12667,15132,6645,4798,15193,6220,14864,4723,Golden Pass,12963,15019,4998,14935,12860,15235,4792,14828,5194,5045,9921,49,5484,6563,2241,6296,12229,9815,15020,12664,15134,15142,4650
5434,3345,11608,7230,14477,6259,3523,8902,12842,3325,3351,5675,3381,6413,9079,3431,3376,3477,3524,3369,13170,9622,14381,3430,3322,12907,3202,3855,7464,1109,3362,11343,13272,2340,6037,4651,9877,1249,3742,3386,7904,6638,6233,5898,7950,10882,,14384,14401,6773,12824,3365,9116,11626,9552,3444,9796,13761,12664,9579,5139,3284,12353,13643,9767,14415,10484,9980,3549,10926,5569,11832,6543,3353,3414,9578,3396,3429,6682,9734,3327,10578,14175,13244,8330,11858,13231,14391,1938,14259,8410,3530,4036,11206,13231,7933,3875,8438,3979,2083,3321,8988,11120,3885,9605,3418,10327,Port Moresby,2881,3351,11561,3362,3027,3898,10204,3745,9950,9974,5354,14372,9872,9057,12275,8889,2909,6388,3352,2079,3322,3331,11346
9902,13703,5061,7520,559,9704,14727,6447,5462,15078,15036,9633,14662,9857,6197,13607,14839,14766,13003,14225,2336,5409,75,14929,15150,6064,13870,14901,9178,13599,14952,4664,3185,13568,14954,10389,5324,13645,14842,14976,9769,10082,13461,9321,6761,4586,14401,78,,12497,1652,14955,5374,5079,6481,15358,4682,1367,1820,6508,9954,14654,5511,1815,5682,163,4610,5049,14772,4414,15690,5091,9988,14816,14786,6307,11765,14285,8402,5678,15156,3858,711,2185,6695,5297,2172,85,14189,493,6495,14511,15082,4808,2172,10386,14921,6620,15710,12684,15149,6662,4816,15211,6238,14881,4740,Lake Charles,12980,15036,5015,14952,12877,15252,4809,14845,5211,5063,9938,29,5502,6580,2258,6313,12246,9832,15037,12681,15151,15160,4667
11465,7610,12382,8602,12572,12289,6502,12966,13528,6048,6131,11705,6521,12443,12717,7858,6439,6432,8930,7170,11906,11928,12477,6350,6001,13681,7347,6942,3638,6740,6283,12128,12373,8126,2612,10681,11843,7997,6818,6306,3223,12668,1105,11928,6046,11667,6773,12480,12497,,10919,6285,7211,12400,13001,5811,7891,11857,10759,13028,11169,6521,13128,11923,12202,12511,11314,11569,6453,10656,3352,12606,12573,6415,6405,10075,9291,7221,12712,12197,6006,8673,12270,11885,13215,12633,11872,12486,7776,12355,6505,6884,7122,11991,11871,2471,6962,13140,5575,8831,6000,9696,11905,6064,10038,6441,11327,Manzanillo,8242,6131,12336,6282,8388,5963,11329,6821,11731,11582,11384,12468,12021,13100,10371,12832,8803,12418,6132,8827,6001,6010,12131
8681,12481,4048,5942,1727,8482,13506,5225,4614,13857,13814,8412,13440,8636,4976,12385,13618,13544,11782,13003,1770,4187,1632,13708,13929,5128,12649,13680,7600,12021,13731,3673,2490,12029,13376,9168,4102,12067,13621,13754,8191,8861,11883,8100,5183,3476,12824,1635,1652,10919,,13734,3796,4066,5260,14137,3104,1215,202,5287,8732,13433,4575,1416,4461,1666,3413,3828,13551,3091,14112,4156,8766,13594,13564,4753,10544,13063,7181,4456,13935,2281,1435,1619,5474,4299,1606,1641,12611,1510,4917,13290,13861,3756,1605,8808,13700,5399,14489,11106,13928,5097,3711,13989,4683,13660,3522,Andres,11759,13815,4002,13731,11655,14031,3588,13624,3989,3841,8716,1623,4280,5359,707,5091,11025,8611,13816,11103,13930,13938,3676
5373,1495,11546,8385,15046,6198,437,8840,12780,299,254,5613,490,6351,9017,1743,189,318,2838,1037,13108,9560,14918,93,369,12845,1232,860,9558,3906,15,11281,13210,2447,4333,4589,9815,3090,736,48,9424,6576,5283,5837,10611,10820,3367,14921,14938,6293,13718,,11594,11564,9490,589,11660,13842,13565,9517,5078,388,12292,13581,9706,14956,10423,9918,403,10864,3699,11770,6482,220,254,10733,3199,1087,6621,9672,375,12016,14591,13183,8268,11797,13170,14927,2543,14707,11070,792,1040,11144,13169,8734,880,8376,1235,3623,368,10143,11058,726,10760,183,10266,Osaka,2202,255,11499,14,2349,768,10142,739,9888,9912,5292,14909,9811,8995,13592,8827,2711,6326,255,3620,370,379,11284
8540,10348,5262,3291,5449,9115,11373,5858,6399,11585,11590,8768,11307,9268,5609,10252,11485,11411,9649,10871,4783,4820,5353,11575,11516,6561,10516,11547,3893,8314,11598,4986,5250,9361,9668,7800,4735,9399,11488,11621,4484,9493,8175,8732,1460,4542,9116,5357,5374,7211,3796,11601,,5280,5892,11611,774,4734,3636,5920,8245,11300,6007,4800,5093,5388,4201,4461,11418,3547,10404,5486,9399,11461,11431,3482,8411,10930,7813,5089,11521,1550,5147,4762,6106,5512,4748,5363,9943,5232,1193,11157,11728,4866,4748,5100,11567,6031,11893,8439,11515,3391,4780,11856,3424,11527,4218,Guanabara Bay,9608,11590,5215,11598,9504,11898,4220,11491,4622,4474,8459,5345,4913,5992,3248,5724,8892,9243,11591,8435,11516,11525,4989
6553,10354,157,6217,5181,6355,11379,3098,1404,11729,11687,6284,11313,6509,2849,10258,11490,11417,9655,10876,3066,2060,5052,11581,11802,1367,10522,11553,9084,12702,11604,556,3023,10219,14860,7040,1975,10646,11494,11627,9675,6734,13367,5972,6669,812,11659,5056,5073,12403,4061,11606,5282,,3133,12009,4591,3889,3943,3160,6605,11305,813,3594,2334,5091,1195,1701,11424,1792,15119,304,6639,11467,11437,4563,8417,10936,5054,2329,11807,4033,4726,3142,3346,318,3129,5062,10881,4842,6403,11163,11733,679,3128,10292,11573,3271,12361,10077,11801,4917,817,11862,4493,11532,1391,Gate,9632,11688,164,11603,9528,11904,1461,11496,1862,1714,6589,5044,2153,3232,4102,2964,8898,6483,11688,10074,11802,11811,560
4458,8259,3093,6797,6593,4260,9283,977,4327,9634,9592,4189,9218,4414,980,8163,9395,9322,7560,8781,4656,1107,6465,9485,9707,4392,8426,9458,9688,10607,9509,2828,4758,8124,13658,4945,1362,8551,9398,9532,10279,4638,13971,3877,7287,2367,9564,6468,6486,13006,5265,9511,5898,3111,,9914,5212,5389,5112,132,4510,9210,3839,5129,1253,6503,1970,1466,9328,2411,13024,3317,4544,9372,9342,5143,6321,8841,2958,1220,9712,4720,6139,4730,1254,3344,4717,6475,8785,6255,7018,9068,9638,2691,4716,10896,9478,1185,10266,7982,9705,5498,2605,9767,5074,9437,1813,Krk Island,7536,9592,3047,9508,7433,9809,1689,9401,1435,1459,4494,6456,1358,1110,5139,843,6803,4388,9593,7979,9707,9716,2831
5777,1910,11950,8789,15450,6601,955,9244,13184,344,427,6017,920,6755,9421,2158,735,836,3242,1466,13512,9964,15322,646,294,13249,1647,1378,9231,3959,579,11685,13614,2774,3820,4993,10219,3402,1254,602,9001,6980,4802,6240,10446,11224,3444,15325,15342,5810,14121,581,11611,11968,9894,,12064,14245,13968,9921,5481,818,12695,13985,10109,15360,10826,10322,921,11268,3185,12174,6885,712,772,11137,3603,1517,7024,10076,299,12420,14995,13586,8672,12200,13573,15331,2813,15111,10905,1258,1558,11548,13573,8252,1398,8780,710,3935,292,10547,11462,616,11164,737,10669,Sendai,2606,428,11903,578,2753,516,10546,1257,10292,10316,5696,15313,10214,9399,13996,9231,3115,6730,428,3932,294,303,11688
8606,10415,4570,3346,4757,8429,11439,5171,5707,11790,11748,8358,11374,8582,4922,10319,11551,11478,9715,10937,4091,4133,4661,11641,11862,5869,10582,11613,4572,8993,11664,4294,4557,9427,10348,7866,4048,9466,11554,11688,5163,8807,8855,8046,2160,3851,9795,4664,4681,7891,3104,11667,774,4588,5206,12070,,4041,2944,5233,8311,11366,5316,4107,4407,4695,3514,3774,11484,2855,11084,4794,8713,11528,11498,3019,8477,10997,7127,4403,11868,858,4455,4069,5420,4821,4056,4671,10010,4539,1894,11223,11794,4175,4055,5780,11633,5345,12422,8505,11861,3061,4089,11923,2954,11593,3532,Bahia,9674,11748,4523,11664,9571,11964,3534,11557,3936,3787,8526,4652,4226,5305,2555,5038,8958,8557,11749,8502,11863,11871,4297
8799,12599,3877,6880,1475,8600,13624,5343,4271,13975,13932,8530,13558,8754,5094,12503,13736,13662,11900,13121,1122,4305,1347,13826,14047,4794,12767,13798,8538,12959,13849,3466,1977,12465,14314,9286,4220,12891,13739,13872,9129,8979,12821,8218,6120,3433,13761,1350,1367,11856,1215,13852,4734,3895,5378,14255,4041,,1190,5405,8850,13551,4241,596,4579,1385,3495,3946,13669,3386,15049,3821,8884,13712,13682,5439,10662,13181,7299,4574,14053,3229,1020,971,5592,4027,958,1356,13126,1136,5854,13408,13979,3641,958,9746,13818,5517,14607,12035,14046,5794,3659,14107,5369,13778,3636,Elba Is,11877,13933,3830,13849,11773,14149,3706,13742,4107,3959,8834,1338,4398,5477,1720,5209,11143,8729,13934,12032,14048,14056,3469
8528,12328,3930,5782,1895,8329,13353,5072,4529,13704,13661,8258,13287,8483,4823,12232,13464,13391,11629,12850,1738,4034,1800,13555,13776,5034,12496,13527,7441,11862,13578,3560,2451,11869,13217,9014,3949,11908,13468,13601,8032,8708,11723,7946,5023,3343,12664,1803,1820,10759,202,13580,3636,3948,5107,13984,2944,1190,,5134,8579,13279,4480,1390,4308,1834,3265,3675,13398,2925,13952,4061,8613,13441,13411,4568,10391,12910,7028,4303,13782,2121,1571,1587,5320,4181,1574,1809,12452,1678,4757,13137,13708,3631,1574,8648,13547,5246,14335,10947,13775,4914,3579,13836,4499,13507,3370,Panuelas,11606,13662,3883,13577,11502,13878,3435,13470,3836,3688,8563,1791,4127,5206,566,4938,10872,8458,13662,10944,13777,13785,3563
4482,8283,3117,6821,6617,4284,9307,1001,4351,9658,9616,4213,9242,4438,1004,8187,9419,9346,7584,8805,4680,1131,6489,9509,9731,4416,8450,9482,9712,10631,9533,2852,4782,8148,13682,4969,1386,8575,9422,9556,10303,4662,13995,3901,7311,2391,9587,6492,6510,13030,5289,9535,5922,3135,128,9938,5236,5413,5136,,4534,9234,3863,5153,1277,6527,1994,1490,9352,2435,13048,3341,4568,9396,9366,5167,6345,8865,2982,1244,9736,4744,6163,4754,1278,3368,4741,6499,8809,6279,7042,9092,9662,2715,4740,10920,9502,1209,10290,8006,9729,5522,2629,9791,5097,9461,1837,Rovigo,7560,9616,3071,9532,7457,9833,1713,9425,1459,1483,4518,6480,1382,1134,5163,867,6827,4412,9617,8002,9731,9740,2855
330,3835,6554,5034,10054,1205,4859,3849,7788,5210,5168,597,4794,1359,4025,3739,4971,4898,3136,4357,8117,4568,9926,5061,5282,7853,4002,5034,9939,6183,5085,6289,8219,3700,9234,516,4823,4127,4974,5108,10530,1584,10177,845,8735,5828,5139,9929,9946,11178,8726,5087,8243,6572,4498,5490,8309,8850,8573,4525,,4786,7300,8590,4714,9964,5431,4927,4904,5872,8600,6778,1489,4948,4918,7383,1897,4417,1629,4680,5288,8181,9600,8191,3277,6805,8178,9936,4361,9716,8722,4644,5214,6152,8177,11147,5053,3385,5842,3558,5281,6792,6066,5343,7410,5013,5274,Dabhol,3112,5168,6508,5084,3009,5384,5150,4977,4896,4920,249,9917,4819,4003,8600,3835,2379,1333,5169,3554,5283,5292,6292
5073,1187,11246,8085,14746,5897,332,8540,12480,528,483,5313,177,6051,8717,1434,265,347,2532,734,12808,9260,14618,355,598,12545,923,695,9729,3823,387,10981,12910,2213,4562,4289,9515,2867,582,407,9643,6276,5512,5536,10506,10520,3284,14621,14638,6521,13417,389,11294,11264,9190,818,11360,13541,13264,9217,4777,,11991,13281,9405,14656,10122,9618,358,10564,3927,11470,6181,242,303,10433,2899,785,6320,9372,604,11716,14291,12882,7968,11496,12869,14627,2346,14407,10965,521,875,10844,12869,8959,715,8076,1283,3400,597,9843,10758,774,10460,307,9965,Kagoshima,1918,483,11199,386,2065,816,9842,585,9588,9612,4992,14609,9510,8695,13292,8527,2411,6026,484,3397,599,607,10984
7274,11075,848,6938,5616,7076,12100,3819,1456,12450,12408,7005,12034,7230,3570,10979,12211,12138,10376,11597,3415,2781,5488,12302,12523,674,11243,12274,9805,13423,12325,1277,3262,10940,15581,7761,2696,11367,12215,12348,10396,7455,14088,6693,7390,1533,12380,5491,5508,13124,4572,12327,6003,819,3854,12730,5312,4239,4477,3881,7326,12026,,3944,3055,5526,1916,2422,12145,2513,15840,735,7360,12188,12158,5284,9138,11657,5775,3050,12528,4754,5161,3492,4067,688,3479,5497,11602,5277,7124,11884,12454,1400,3478,11013,12294,3993,13082,10798,12522,5638,1538,12583,5214,12253,2112,Swinoujscie,10353,12409,879,12324,10249,12625,2182,12217,2583,2435,7310,5479,2874,3953,4706,3685,9619,7204,12409,10795,12523,12532,1281
4671,8472,2287,5991,5788,4473,9496,1216,3521,9847,9804,4402,9430,4626,983,8375,9608,9534,7772,8994,3850,461,5659,9698,9919,3586,8639,9670,8882,10820,9721,2022,3952,8337,13871,5158,388,8764,9611,9744,9473,4851,13165,4090,6481,1562,9776,5663,5680,12201,4459,9724,5092,2305,1250,10127,4406,4583,4306,1277,4723,9423,3033,4323,,5698,1164,646,9541,1606,13236,2512,4757,9585,9554,4337,6534,9054,3171,46,9925,3914,5333,3924,1464,2538,3911,5669,8998,5449,6212,9280,9851,1886,3911,10090,9690,1389,10479,8194,9918,4692,1800,9980,4268,9650,1007,Panigaglia,7749,9805,2241,9721,7646,10021,883,9614,531,684,4707,5651,253,1349,4334,1082,7015,4601,9806,8191,9920,9928,2025
8543,12344,3583,6932,1923,8345,13369,5088,3977,13719,13677,8274,13303,8499,4839,12248,13480,13407,11645,12866,822,4050,1794,13571,13792,4500,12512,13543,8604,13025,13594,3172,1679,12209,14380,9030,3965,12636,13484,13617,9195,8724,12887,7962,6187,3164,13649,1798,1815,11923,1416,13596,4800,3601,5123,13999,4108,596,1391,5150,8595,13295,3947,,4324,1833,3235,3691,13414,3173,15116,3528,8629,13457,13427,5325,10407,12926,7044,4319,13798,3304,1468,671,5336,3733,658,1804,12871,1584,5921,13153,13724,3347,658,9812,13563,5262,14351,12044,13791,5680,3382,13852,5256,13522,3381,Cove Point,11622,13678,3536,13593,11518,13894,3451,13486,3852,3704,8579,1785,4143,5222,1900,4954,10888,8474,13678,12041,13793,13801,3175
9920,13721,5079,7534,449,9722,14745,6465,5480,15096,15053,9651,14680,9875,6215,13625,14857,14784,13021,14243,2354,5426,117,14947,15168,6082,13888,14919,9192,13613,14970,4682,3203,13586,14968,10407,5341,13659,14860,14993,9783,10100,13475,9339,6775,4604,14415,120,163,12511,1666,14973,5388,5097,6499,15376,4695,1385,1834,6526,9972,14672,5529,1833,5700,,4628,5067,14790,4432,15703,5109,10006,14834,14804,6325,11783,14303,8420,5696,15174,3872,729,2203,6713,5315,2190,126,14203,511,6508,14529,15100,4826,2189,10400,14939,6638,15728,12698,15167,6680,4833,15229,6256,14899,4758,Freeport,12998,15054,5033,14970,12895,15270,4827,14863,5229,5080,9956,134,5519,6598,2272,6331,12264,9850,15055,12695,15169,15177,4685
5407,9208,1156,5106,4718,5209,10233,1952,2390,10583,10541,5138,10167,5363,1703,9112,10344,10271,8509,9730,2753,914,4590,10435,10656,2455,9376,10407,7995,11557,10458,891,2851,9073,13771,5894,829,9500,10348,10481,8586,5588,12278,4826,5588,430,10513,4593,4610,11313,3413,10460,4201,1174,1987,10863,3514,3495,3265,2014,5459,10159,1902,3236,1188,4628,,555,10278,692,13973,1380,5493,10321,10291,3452,7271,9790,3908,1183,10662,3009,4263,2829,2200,1407,2816,4599,9735,4379,5322,10017,10588,754,2815,9203,10427,2126,11215,8931,10655,3807,668,10716,3383,10386,245,Sines,8486,10542,1110,10457,8382,10758,315,10350,716,568,5443,4581,1007,2086,3315,1818,7752,5338,10542,8928,10657,10665,894
