Dahej,Guangdong Dapeng,Isle of Grain,Cape Town,Altamira,Dubai,Gwangyang,Aliaga,Melkoya Is,Shimizu,Chita,Karachi,Nagasaki,Ras Laffan,Marsa el Brega,Haikou,Yanai,Fukuoko,Map Ta Phut,Taichung,Canaport,Skikda,Sabine Pass,Mizushima,Futtsu,Shtokman,Yung An,Jiangsu,Quintero,Gladstone,Senboku,South Hook,Quebec,Bontang,Kitimat,Kochi,Barcelona,Darwin,Pyeongtaek,Himeji,Mejillones,Mina Al-Ahmadi,Costa Azul,Qalhat,Bahia Blanca,El Ferrol,Port Moresby,Golden Pass,Lake Charles,Manzanillo,Andres,Osaka,Guanabara Bay,Gate,Krk Island,Sendai,Bahia,Elba Is,Panuelas,Rovigo,Dabhol,Kagoshima,Swinoujscie,Cove Point,Panigaglia,Freeport,Sines,Cartagena,Tongyeong,Tenerife,Kenai,Teeside,Iran,Oita,Tobata,Bioko Is,Blang Lacang,Fujian,Balhaf,Livorno,Higashi-Ogishima,Pecem,Port Dolphin,Everett,Damietta,Wilhelmshaven,Neptune,Port Arthur,Tangguh,Pascagoula,Escobar,Shanghai,Heibei,Montoir,North East Gateway,Pampa Melchorita,Dalian,Idku,Sakhalin II,Dampier,Negishi,Soyo,Bilbao,Shin-minato,Bonny Is,Hatsukaichi,Huelva,from,Lumut,Yokkaichi,Zeebrugge,Sakai,Bintulu,Niigata,Gibraltar,Incheon,Sagunto,Arzew,Hazira,Cameron,Fos Sur Mer,Marmara Ereglisi,Point Fortin,Revithoussa,Singapore,Das Is,Kawagoe,Pluto,Yokohama,Sodegaura,Dragon LNG
10651,12459,1654,5358,5154,11461,13483,1428,2888,13834,13792,10879,13418,11615,1178,12363,13595,13522,11760,12981,3216,393,5026,13686,13907,2953,12627,13658,8249,12600,13709,1389,3318,11472,14025,9910,288,11510,13598,13732,8840,11840,12531,11100,5848,928,12549,5029,5046,11567,3825,13711,4459,1672,1462,14114,3772,3950,3672,1489,10355,13410,2399,3689,647,5064,530,,13529,972,14760,1878,11745,13572,13542,3704,10521,13041,11884,642,13912,3281,4699,3290,1676,1904,3277,5035,12054,4815,5579,13268,13838,1252,3277,9456,13678,1601,14466,10549,13906,4058,1166,13967,3634,13637,373,Cartagena,11718,13793,1607,13708,11615,14009,250,13601,175,114,10570,5017,466,1561,3700,1294,11003,11589,13793,10546,13907,13916,1392
5191,1305,14358,8203,15733,6015,123,14921,15560,631,586,5431,179,6169,14672,1552,230,149,2650,818,14849,13883,15637,326,701,15657,1041,563,9878,4088,402,14093,15150,2368,4423,4407,13798,3086,440,378,9628,6394,5430,5654,10743,13632,3549,15640,15657,6452,14079,403,11412,14376,14956,921,11478,15008,13920,14983,4895,357,15104,15017,14157,15671,13271,13524,,12622,3788,14582,6299,230,150,10551,3017,862,6438,14152,707,11834,15428,14887,15170,14609,14874,15647,2580,15515,11203,505,744,13956,14874,8894,583,15095,1014,3574,700,9961,13870,540,10578,274,13282,Tongyeong,2045,587,14312,402,2192,577,13284,442,13685,13537,5110,15628,13976,15055,13531,14787,2529,6144,587,3571,702,711,14096
9748,11557,1776,4456,4532,10559,12581,2376,2976,12932,12890,9977,12516,10713,2126,11461,12693,12620,10858,12079,2767,1337,4404,12783,13005,3075,11724,12756,7334,11698,12807,1511,2935,10569,13110,9008,1252,10608,12696,12830,7925,10937,11617,10198,4931,1050,11647,4407,4424,10652,3101,12809,3544,1794,2410,13212,2851,3396,2935,2437,9453,12508,2521,3183,1611,4442,698,978,12626,,13845,2000,10843,12670,12640,2802,9619,12139,10982,1607,13010,2496,4077,2832,2624,2026,2819,4413,11152,4193,4664,12366,12936,1374,2819,8542,12776,2549,13564,9647,13003,3156,1288,13065,2732,12735,724,Tenerife,10816,12890,1729,12806,10713,13107,738,12699,1140,991,9668,4395,1430,2509,2849,2242,10101,10687,12891,9644,13005,13014,1514
8886,5007,15575,11794,15765,9711,3838,16159,16721,3453,3537,9127,3857,9865,15910,5254,3820,3767,6352,4527,15099,15121,15669,3756,3403,16874,4743,4278,6929,5998,3689,15321,15565,5806,1156,8103,15036,6385,4154,3712,6542,10090,2316,9350,9239,14860,5569,15673,15690,3352,14112,3691,10404,15593,16194,3185,11084,15049,13952,16221,8591,3927,16320,15116,15395,15703,14507,14762,3789,13849,,15799,9995,3820,3740,13268,6712,4574,10134,15390,3409,11866,15463,15077,16407,15825,15064,15679,5703,15548,9698,4220,4458,15184,15064,5793,4297,16333,2871,6918,3402,12889,15098,3400,13231,3847,14520,Kenai,5716,3537,15528,3688,5863,3299,14522,4157,14923,14775,8806,15660,15214,16293,13564,16025,6225,9839,3538,6915,3404,3412,15324
11703,13511,326,6410,5199,12513,14536,3291,1224,14886,14844,11931,14470,12667,3042,13415,14647,14574,12812,14033,2999,2253,5071,14738,14959,1289,13679,14710,9277,13652,14761,749,2840,12524,15053,10963,2168,12562,14651,14784,9868,12892,13560,12152,6862,1005,13601,5074,5091,12596,4156,14763,5475,303,3326,15166,4784,3823,4060,3353,11407,14462,736,3527,2527,5109,1388,1894,14581,1985,15789,,12797,14624,14594,4756,11574,14093,12936,2522,14964,4226,4745,3075,3539,365,3062,5081,13106,4860,6596,14320,14890,872,3061,10485,14730,3464,15518,11601,14958,5110,1010,15019,4686,14689,1584,Teeside,12770,14845,357,14760,12667,15061,1653,14653,2055,1907,11622,5062,2346,3425,4289,3157,12055,12641,14845,11598,14959,14968,753
1422,5242,12586,6430,13960,362,6267,13149,13787,6618,6575,1022,6201,260,12900,5146,6378,6305,4543,5764,13077,12111,13865,6469,6690,13885,5410,6441,11332,7591,6492,12321,13378,5108,10642,1929,12026,5534,6382,6515,11923,194,11585,701,10131,11860,6547,13868,13885,12585,12307,6495,9639,12604,13184,6898,9705,13236,12147,13211,1493,6193,13332,13244,12385,13899,11498,11752,6312,10850,10007,12810,,6355,6325,8779,3305,5824,1657,12380,6696,10061,13656,13115,13397,12837,13102,13874,5769,13743,10118,6051,6622,12184,13102,12540,6461,13322,7250,4965,6689,8188,12098,6750,8806,6421,11509,Iran,4520,6576,12539,6491,4416,6792,11511,6385,11913,11765,1458,13856,12204,13283,11759,13015,3786,338,6577,4962,6691,6699,12324
5234,1348,14401,8246,15776,6058,265,14965,15603,422,376,5474,245,6212,14715,1595,54,146,2693,889,14892,13926,15680,144,492,15700,1085,688,9668,3891,220,14136,15194,2342,4455,4450,13841,2993,565,196,9546,6437,5405,5697,10534,13675,3352,15683,15701,6415,14123,220,11455,14419,14999,711,11521,15051,13963,15026,4938,241,15147,15060,14200,15714,13314,13567,232,12666,3821,14626,6342,,83,10594,3060,940,6481,14196,497,11877,15471,14931,15213,14652,14918,15690,2463,15559,10993,620,869,13999,14917,8856,708,15138,1063,3526,491,10004,13914,554,10621,96,13325,Oita,2071,377,14355,219,2218,596,13327,567,13729,13580,5153,15671,14019,15098,13574,14831,2572,6187,377,3523,492,501,14139
7679,9488,4540,2377,6415,8490,10512,5103,5741,10863,10821,7907,10447,8643,4854,9392,10624,10551,8789,10010,5058,4065,6287,10714,10936,5839,9655,10687,6756,9629,10738,4275,5332,8500,12532,6939,3980,8539,10627,10761,7347,8868,11039,8129,4719,3814,9578,6290,6307,10075,4753,10740,3482,4558,5137,11143,3019,5439,4568,5165,7384,10439,5285,5325,4339,6325,3452,3706,10557,2804,13268,4764,8774,10601,10571,,7550,10070,8913,4334,10941,2900,5960,5121,5351,4790,5108,6296,9083,6076,4492,10297,10867,4138,5107,7964,10706,5276,11495,7578,10934,712,4052,10996,138,10666,3463,Bioko Is,8747,10821,4493,10737,8644,11037,3465,10630,3867,3719,7599,6278,4158,5237,4301,4969,8032,8618,10822,7575,10936,10945,4278
5205,1318,14372,8217,15747,6029,184,14935,15574,483,438,5445,164,6183,14686,1566,81,65,2664,839,14863,13897,15651,178,553,15671,1055,607,9729,3953,254,14107,15164,2381,4375,4421,13812,3054,484,230,9580,6408,5382,5668,10595,13646,3414,15654,15671,6404,14093,254,11425,14390,14970,773,11492,15022,13934,14997,4909,302,15118,15031,14171,15685,13285,13538,151,12636,3740,14596,6313,82,,10565,3031,890,6452,14166,559,11848,15442,14901,15183,14623,14888,15660,2525,15529,11054,540,788,13970,14888,8846,627,15109,982,3588,552,9975,13884,473,10592,126,13296,Tobata,2058,438,14326,253,2205,515,13298,486,13699,13551,5124,15642,13990,15069,13545,14801,2543,6157,439,3584,554,562,14110
2191,1955,11359,5203,12733,3016,2979,11922,12560,3330,3288,2431,2914,3169,11673,1859,3091,3018,1255,2477,11850,10884,12637,3181,3402,12658,2122,3153,10027,4447,3204,11094,12151,1921,7354,1407,10799,2487,3094,3228,10618,3394,8297,2655,8903,10633,3403,12641,12658,9297,11080,3207,8412,11377,11956,3610,8478,12009,10920,11984,1896,2906,12104,12017,11158,12672,10271,10525,3024,9623,6719,11583,3300,3068,3038,7551,,2537,3439,11153,3408,8834,12429,11888,12170,11609,11875,12647,2582,12516,8891,2763,3334,10957,11874,11220,3173,12095,3962,2245,3401,6961,10871,3463,7578,3133,10282,Blang Lacang,1232,3288,11312,3204,1129,3504,10284,3097,10686,10538,2110,12629,10977,12056,10532,11788,498,3144,3289,2242,3403,3411,11097
4704,818,13871,7716,15246,5528,809,14434,15073,1227,1182,4944,779,5682,14185,1065,964,870,2163,147,14362,13396,15150,1054,1297,15170,554,953,10200,3968,1086,13606,14663,1889,5209,3920,13311,2721,898,1106,10335,5907,6211,5167,10752,13145,3429,15153,15170,7220,13592,1088,10925,13889,14469,1517,10991,14521,13433,14496,4408,785,14617,14530,13670,15184,12784,13037,862,12135,4574,14095,5812,941,890,10064,2530,,5951,13665,1303,11347,14941,14400,14683,14122,14387,15160,2266,15028,11211,563,1134,13469,14387,9658,973,14608,1800,3095,1296,9474,13383,1315,10091,1006,12795,Fujian,1565,1182,13825,1085,1712,1357,12797,901,13198,13050,4623,15141,13489,14568,13044,14300,2042,5657,1183,3092,1298,1306,13609
1587,5387,12728,6573,14103,1388,6412,13291,13930,6762,6720,1317,6346,1542,13042,5291,6523,6450,4688,5909,13219,12253,14007,6614,6835,14027,5555,6586,11477,7735,6637,12463,13520,5252,10787,2073,12168,5679,6527,6660,12068,1767,11730,1005,10273,12002,6692,14010,14027,12730,12449,6639,9782,12746,13326,7042,9848,13378,12290,13353,1638,6338,13474,13387,12527,14041,11641,11894,6457,10992,10152,12952,1672,6500,6470,8921,3450,5969,,12522,6841,10204,13798,13257,13539,12979,13244,14016,5914,13885,10261,6196,6767,12326,13244,12685,6606,13465,7394,5110,6834,8331,12240,6895,8948,6566,11652,Balhaf,4665,6721,12682,6636,4561,6937,11654,6529,12055,11907,1622,13998,12346,13425,11901,13157,3931,1517,6721,5107,6836,6844,12466
11280,13088,2283,5987,5783,12090,14113,1183,3517,14463,14421,11508,14047,12244,950,12992,14224,14151,12389,13610,3845,450,5655,14315,14536,3582,13256,14287,8878,13230,14338,2018,3947,12101,14654,10540,391,12139,14228,14361,9469,12469,13161,11729,6477,1557,13179,5658,5675,12196,4455,14340,5088,2301,1218,14743,4402,4579,4302,1245,10985,14039,3029,4318,47,5693,1160,641,14158,1601,15389,2507,12374,14201,14171,4333,11151,13670,12513,,14542,3910,5329,3920,1432,2534,3907,5665,12683,5444,6208,13897,14468,1881,3906,10086,14307,1357,15095,11178,14535,4688,1795,14596,4263,14266,1003,Livorno,12348,14422,2236,14337,12244,14638,879,14230,533,676,11199,5646,256,1317,4329,1049,11632,12219,14422,11175,14537,14545,2021
5576,1710,14744,8588,16118,6401,741,15307,15945,129,213,5816,705,6554,15058,1957,521,622,3042,1252,15235,14269,16022,432,15,16043,1446,1164,9302,3845,365,14479,15536,2579,4050,4792,14184,3209,1040,388,9201,6779,5000,6040,10359,14018,3330,16026,16043,6010,14465,367,11524,14762,15342,306,11863,15394,14305,15369,5281,603,15489,15402,14543,16057,13656,13910,707,13008,3416,14968,6685,497,558,10936,3402,1302,6824,14538,,12219,15814,15273,15555,14994,15260,16032,2627,15901,10818,1044,1344,14342,15259,8451,1183,15480,966,3742,15,10346,14256,881,10963,523,13667,Higashi-Ogishima,2406,214,14697,364,2553,780,13669,1043,14071,13923,5495,16014,14362,15441,13917,15173,2914,6529,214,3739,12,13,14482
8962,10771,4013,3696,3933,9773,11795,4675,5115,12146,12103,9190,11729,9926,4425,10674,11907,11834,10071,11293,3322,3637,3838,11997,12218,5312,10938,11969,5355,9776,12020,3730,3823,9783,11131,8222,3552,9822,11910,12043,5946,10151,9637,9412,2937,3298,10578,3841,3858,8673,2281,12023,1550,4031,4709,12426,858,3229,2121,4736,8667,11722,4758,3304,3910,3872,3010,3277,11840,2493,11866,4237,10057,11884,11853,2900,8833,11353,10196,3906,12224,,3639,3291,4923,4263,3278,3847,10366,3716,2671,11579,12150,3622,3277,6562,11989,4848,12778,8861,12217,3075,3536,12279,2831,11949,3028,Pecem,10030,12104,3966,12020,9927,12320,3037,11913,3439,3291,8882,3829,3730,4808,1732,4541,9314,9901,12105,8858,12219,12227,3733
12557,14365,4715,7288,915,13367,15390,6100,5115,15740,15698,12785,15324,13521,5851,14269,15501,15428,13666,14887,1989,5062,690,15592,15813,5717,14533,15564,8952,13373,15615,4317,2838,13378,14728,11817,4977,13416,15505,15638,9543,13746,13234,13006,6534,4239,14175,694,711,12270,1435,15617,5147,4733,6134,16020,4455,1020,1571,6162,12261,15316,5164,1468,5336,729,4263,4703,15435,4067,15463,4745,13651,15478,15448,5960,12428,14947,13790,5331,15818,3639,,1838,6348,4950,1825,700,13960,407,6268,15174,15744,4461,1825,10159,15584,6273,16372,12455,15812,6315,4469,15873,5891,15543,4393,Port Dolphin,13625,15699,4668,15614,13521,15915,4462,15507,4864,4716,12476,682,5155,6234,2041,5966,12909,13495,15699,12452,15813,15822,4320
12016,13824,3128,6733,2291,12826,14848,4688,3522,15199,15157,12244,14783,12980,4439,13728,14960,14887,13125,14346,299,3650,2162,15051,15272,4046,13992,15023,8565,12986,15074,2718,1213,12836,14341,11275,3565,12875,14963,15097,9156,13204,12848,12465,6147,2714,13788,2166,2183,11883,1616,15076,4761,3146,4722,15479,4068,969,1585,4750,11720,14775,3493,669,3923,2201,2826,3290,14893,2823,15076,3073,13110,14937,14907,5120,11886,14406,13249,3919,15277,3289,1836,,4936,3279,25,2172,13419,1952,5881,14633,15203,2893,24,9773,15043,4861,15831,11914,15271,5475,2928,15332,5051,15002,2980,Everett,13083,15158,3082,15073,12980,15374,3050,14966,3452,3304,11935,2154,3743,4821,2043,4554,12368,12954,15158,11911,15272,15281,2721
12302,14111,3305,7009,6806,13113,15135,604,4539,15486,15444,12530,15070,13266,775,14015,15247,15174,13411,14633,4868,1319,6677,15337,15558,4604,14278,15309,9900,14252,15360,3040,4970,13123,15676,11562,1574,13162,15250,15384,10491,13491,14183,12752,7499,2580,14201,6681,6698,13219,5477,15363,6110,3323,1253,15766,5424,5601,5324,1280,12007,15062,4051,5341,1465,6716,2182,1678,15180,2624,16412,3530,13397,15224,15194,5355,12173,14693,13536,1432,15564,4932,6351,4942,,3556,4929,6687,13706,6467,7230,14919,15490,2904,4929,11108,15329,135,16118,12201,15557,5710,2818,15619,5286,15289,2025,Damietta,13370,15444,3259,15360,13267,15660,1902,15253,1648,1671,12222,6669,1570,759,5352,591,12655,13241,15445,12198,15559,15568,3043
11746,13554,385,6453,5404,12557,14579,3334,1294,14930,14887,11974,14513,12710,3085,13458,14691,14617,12855,14077,3204,2296,5276,14781,15002,1241,13722,14753,9321,13696,14804,793,3045,12567,15096,11006,2211,12605,14694,14827,9912,12935,13603,12196,6906,1048,13645,5279,5297,12639,4297,14807,5519,335,3369,15210,4827,4028,4179,3396,11451,14506,688,3732,2570,5314,1431,1937,14624,2029,15832,364,12841,14667,14637,4799,11617,14136,12979,2565,15008,4269,4950,3280,3583,,3267,5286,13149,5066,6639,14363,14934,915,3267,10528,14773,3508,15562,11645,15001,5154,1053,15062,4730,14733,1627,Wilhelmshaven,12814,14888,401,14804,12710,15104,1697,14697,2098,1950,11665,5267,2389,3468,4338,3200,12098,12685,14889,11641,15003,15011,796
12006,13814,3108,6723,2281,12816,14839,4667,3502,15189,15147,12234,14773,12970,4418,13718,14950,14877,13115,14336,278,3629,2153,15041,15262,4026,13982,15013,8555,12976,15064,2698,1192,12827,14331,11266,3544,12865,14954,15087,9146,13195,12838,12455,6138,2693,13778,2156,2173,11874,1607,15066,4751,3126,4702,15469,4058,959,1575,4729,11710,14765,3472,659,3903,2191,2806,3270,14884,2802,15066,3053,13100,14927,14897,5111,11877,14396,13239,3898,15267,3280,1826,25,4915,3258,,2162,13409,1942,5871,14623,15193,2872,5,9763,15033,4841,15821,11904,15261,5465,2908,15322,5041,14992,2960,Neptune,13074,15148,3061,15063,12970,15364,3030,14956,3431,3283,11925,2144,3722,4801,2034,4533,12358,12944,15148,11901,15262,15271,2701
12775,14583,5051,7509,522,13585,15608,6436,5451,15959,15916,13003,15542,13739,6187,14487,15720,15646,13884,15105,2325,5398,10,15810,16031,6053,14751,15782,9168,13589,15833,4653,3174,13596,14943,12035,5313,13634,15723,15856,9759,13964,13450,13224,6750,4575,14391,6,85,12486,1641,15836,5363,5069,6471,16239,4671,1356,1809,6498,12480,15535,5500,1804,5672,126,4599,5039,15653,4403,15679,5081,13869,15696,15666,6296,12646,15165,14008,5667,16037,3847,700,2174,6684,5286,2161,,14178,482,6484,15392,15963,4797,2161,10375,15802,6609,16591,12674,16030,6651,4805,16091,6227,15762,4729,Port Arthur,13843,15917,5004,15833,13739,16133,4798,15726,5200,5052,12694,55,5491,6570,2248,6302,13127,13714,15918,12670,16032,16040,4656
4657,2123,12890,6735,14265,5481,2551,13453,14092,2581,2571,4897,2443,5635,13204,2209,2487,2570,2538,2206,13381,12415,14169,2578,2620,14189,1985,2834,9135,2853,2540,12625,13682,1340,6308,3873,12330,1171,2737,2563,9515,5860,6940,5120,9639,12164,1938,14172,14189,7776,12611,2543,9943,12908,13488,2813,10010,13540,12452,13515,4361,2346,13636,13549,12689,14203,11802,12056,2581,11154,5703,13114,5765,2464,2525,9083,2576,2266,5904,12684,2626,10366,13960,13419,13701,13141,13406,14178,,14047,10098,2461,3015,12488,13406,9450,2854,13627,3472,1704,2619,8493,12402,2997,9110,2529,11814,Tangguh,1657,2572,12844,2540,1804,3038,11816,2740,12217,12069,4576,14160,12508,13587,12063,13319,2088,5610,2573,1701,2621,2630,12628
12644,14452,4830,7378,744,13454,15477,6216,5231,15827,15785,12872,15411,13608,5967,14356,15588,15515,13753,14974,2105,5178,472,15679,15900,5833,14620,15651,9036,13457,15702,4433,2954,13465,14812,11904,5093,13503,15592,15725,9627,13833,13319,13093,6619,4355,14259,475,493,12355,1510,15704,5232,4849,6250,16107,4540,1136,1678,6278,12348,15403,5280,1584,5451,511,4379,4818,15522,4183,15548,4860,13738,15565,15535,6076,12515,15034,13877,5447,15906,3716,407,1954,6464,5066,1941,482,14047,,6353,15261,15832,4577,1941,10244,15671,6389,16459,12542,15899,6431,4585,15960,6007,15630,4509,Pascagoula,13712,15786,4784,15701,13608,16002,4578,15594,4980,4832,12563,463,5271,6349,2116,6082,12996,13583,15786,12539,15900,15909,4436
9019,10827,6382,3784,6570,9829,11215,6978,7520,10879,10883,9247,11062,9983,6729,10731,11016,11117,10128,11151,5904,5940,6474,11131,10809,7681,10986,11558,3186,7607,11064,6106,6370,9840,8962,8279,5855,9598,11445,11087,3777,10208,7468,9468,701,5663,8409,6477,6495,6504,4917,11067,1193,6400,7012,10904,1894,5854,4757,7040,8724,10964,7128,5921,6213,6508,5322,5580,11203,4667,9697,6606,10113,10993,11054,4492,8890,11211,10252,6209,10815,2671,6268,5882,7226,6633,5869,6484,10097,6353,,11267,11739,5987,5869,4393,11578,7151,11186,8917,10808,4306,5901,11385,4439,11058,5338,Escobar,10087,10884,6336,11063,9983,11285,5340,11448,5742,5594,8938,6465,6033,7112,4369,6844,9371,9958,10884,8914,10809,10818,6109
4928,1042,14096,7941,15471,5753,453,14659,15298,969,923,5169,460,5907,14410,1290,619,520,2388,525,14587,13621,15375,716,1039,15395,779,545,10169,4068,792,13831,14888,2114,4854,4145,13536,2927,506,767,10059,6132,5861,5392,10808,13370,3528,15378,15395,6884,13817,792,11149,14114,14694,1258,11216,14746,13657,14721,4633,519,14842,14755,13895,15409,13008,13262,506,12360,4220,14320,6037,620,540,10289,2754,561,6176,13890,1044,11572,15166,14625,14907,14347,14612,15384,2459,15253,11267,,726,13694,14612,9325,565,14833,1445,3320,1038,9698,13608,965,10316,663,13020,Shanghai,1790,924,14049,791,1937,1007,13022,509,13423,13275,4848,15366,13714,14793,13269,14525,2267,5881,924,3317,1039,1048,13834
11092,12900,647,5799,4916,11902,13925,2680,1963,14275,14233,11320,13859,12056,2431,12804,14036,13963,12201,13422,2819,1642,4788,14127,14348,1946,13068,14099,8679,13042,14150,417,2795,11913,14455,10352,1557,11951,14040,14173,9270,12281,12962,11541,6258,368,12991,4791,4808,11997,3756,14152,4871,665,2715,14555,4179,3643,3631,2742,10796,13851,1392,3347,1916,4826,777,1283,13970,1374,15190,871,12186,14013,13983,4145,10963,13482,12325,1911,14353,3626,4461,2895,2928,897,2882,4797,12495,4577,5992,13709,14280,,2882,9887,14119,2853,14907,10990,14347,4499,250,14408,4075,14078,973,Montoir,12160,14234,600,14149,12056,14450,1043,14042,1444,1296,11011,4779,1735,2814,3758,2546,11444,12030,14234,10987,14348,14357,420
5494,1608,14662,8506,16036,6319,693,15225,15863,1273,1227,5734,779,6472,14976,1856,871,772,2953,1091,15153,14187,15941,968,1343,15961,1345,212,10519,4574,1044,14397,15454,2679,5096,4710,14102,3484,461,1019,10302,6697,6103,5958,11280,13936,4035,15944,15961,7126,14383,1044,11715,14680,15260,1562,11781,15312,14223,15287,5199,875,15407,15320,14461,15975,13574,13828,748,12926,4462,14886,6603,871,792,10855,3320,1127,6742,14456,1349,12137,15732,15191,15473,14912,15178,15950,3008,15819,11739,718,,14260,15177,9567,221,15398,1687,3886,1342,10264,14174,1211,10882,915,13585,Heibei,2356,1228,14615,1043,2503,1249,13587,464,13989,13841,5414,15932,14280,15359,13835,15091,2832,6447,1229,3883,1343,1352,14400
12005,13813,3107,6722,2280,12816,14838,4666,3501,15189,15146,12233,14772,12969,4417,13717,14950,14876,13114,14336,277,3628,2152,15040,15261,4025,13981,15012,8555,12976,15063,2697,1191,12826,14330,11265,3543,12865,14953,15086,9146,13194,12837,12455,6137,2692,13778,2155,2172,11873,1606,15066,4750,3125,4701,15469,4058,959,1575,4728,11710,14765,3471,659,3902,2190,2805,3269,14883,2801,15066,3052,13100,14926,14896,5110,11876,14396,13239,3897,15267,3279,1826,24,4914,3257,5,2162,13409,1942,5871,14622,15193,2871,,9762,15032,4840,15821,11904,15260,5465,2907,15321,5040,14992,2959,North East Gateway,13073,15147,3060,15063,12969,15363,3029,14956,3430,3282,11925,2143,3721,4800,2033,4532,12357,12944,15148,11901,15262,15270,2700
11444,10015,10274,6493,10464,12255,8942,10858,11419,8484,8567,11672,8961,12408,10609,10262,8875,8872,11159,9607,9798,9820,10368,8787,8437,11573,9751,9382,1301,7272,8719,10020,10264,9980,5052,10704,9735,9116,9259,8743,788,12633,3546,11894,3937,9559,7912,10371,10388,2470,8811,8722,5103,10292,10893,8251,5782,9748,8651,10920,11149,8958,11019,9814,10094,10402,9205,9461,8894,8548,5793,10498,12539,8852,8845,7966,11221,9657,12678,10089,8443,6565,10162,9776,11106,10524,9763,10378,9450,10246,4397,9324,9563,9883,9762,,9402,11031,8015,9405,8436,7587,9797,8504,7930,8877,9218,Pampa Melchorita,10278,8568,10227,8719,10424,8404,9220,9262,9622,9474,11364,10359,9913,10992,8262,10724,10775,12383,8569,9402,8438,8446,10023
5339,1453,14506,8351,15881,6163,534,15069,15708,1114,1068,5579,620,6317,14820,1700,712,613,2798,935,14997,14031,15785,809,1184,15805,1189,93,10360,4416,885,14241,15298,2524,4938,4555,13946,3329,293,860,10143,6542,5944,5802,11121,13780,3876,15788,15805,6967,14227,885,11560,14524,15104,1404,11626,15156,14068,15131,5043,716,15252,15165,14305,15819,13419,13672,589,12770,4303,14730,6447,713,633,10699,3165,971,6586,14300,1190,11982,15576,15035,15318,14757,15022,15795,2852,15663,11581,562,218,14104,15022,9408,,15243,1529,3730,1183,10109,14018,1053,10726,756,13430,Dalian,2200,1069,14460,884,2347,1090,13432,296,13833,13685,5258,15776,14124,15203,13679,14935,2677,6292,1070,3727,1185,1193,14244
12227,14036,3230,6934,6731,13038,15060,568,4465,15411,15369,12455,14995,13191,693,13940,15172,15099,13336,14558,4793,1245,6602,15262,15483,4529,14203,15235,9825,14177,15285,2965,4895,13048,15601,11487,1499,13087,15175,15309,10416,13416,14108,12677,7424,2505,14126,6606,6623,13144,5402,15288,6035,3248,1184,15691,5349,5526,5249,1211,11932,14987,3976,5266,1390,6641,2107,1603,15105,2549,16337,3455,13322,15149,15119,5280,12098,14618,13461,1357,15489,4857,6276,4867,135,3481,4854,6612,13631,6392,7155,14844,15415,2829,4854,11033,15254,,16043,12126,15482,5635,2743,15544,5211,15214,1950,Idku,13295,15369,3184,15285,13192,15585,1827,15178,1573,1596,12147,6594,1495,723,5277,541,12580,13166,15370,12123,15484,15493,2968
3853,2788,11385,5230,12760,4678,3530,11948,12587,3687,3667,4093,3464,4831,11699,2874,3548,3568,2367,3035,11876,10910,12664,3639,3734,12684,2719,3712,8787,3124,3619,11120,12177,1326,7521,3069,10825,1041,3653,3642,9220,5056,8153,4317,8860,10659,2080,12667,12684,8828,11106,3622,8439,11403,11983,3934,8505,12035,10947,12010,3558,3398,12131,12044,11184,12698,10298,10551,3575,9649,6917,11609,4962,3525,3586,7578,2239,3095,5100,11179,3739,8861,12455,11914,12197,11636,11901,12674,1703,12542,8918,3322,3893,10983,11901,9404,3732,12122,4512,,3732,6988,10897,4013,7605,3591,10309,Dampier,2177,3668,11339,3619,2074,4055,10311,3655,10712,10564,3772,12655,11003,12082,10558,11814,1751,4806,3668,10,3734,3743,11123
6131,2245,15298,9143,16673,6955,1065,15861,16500,999,1082,6371,1097,7109,15612,2492,1064,1011,3590,1759,15789,14823,16577,1160,949,16597,1981,1505,9161,4489,1234,15033,16090,3307,3516,5347,14738,4022,1381,1212,8775,7334,4557,6594,10727,14572,3974,16580,16597,5584,15019,1237,11893,15316,15896,705,12418,15948,14860,15923,5835,1285,16044,15957,15097,16611,14211,14464,1016,13562,2882,15522,7239,1064,984,11491,3957,1801,7378,15092,954,12774,16368,15827,16110,15549,15814,16587,3468,16455,11187,1447,1685,14896,15814,8025,1525,16035,,4514,947,10901,14810,693,11518,1108,14222,Sakhalin II,2984,1083,15252,1233,3131,606,14224,1384,14625,14477,6050,16568,14916,15995,14471,15727,3469,7084,1083,4511,949,958,15036
