from,Aliaga,Altamira,Andres,Arzew,Bahia,Bahia Blanca,Balhaf,Barcelona,Bilbao,Bintulu,Bioko Is,Blang Lacang,Bonny Is,Bontang,Cameron,Canaport,Cape Town,Cartagena,Chita,Costa Azul,Cove Point,Dabhol,Dahej,Dalian,Damietta,Dampier,Darwin,Das Is,Dragon LNG,Dubai,El Ferrol,Elba Is,Escobar,Everett,Fos Sur Mer,Freeport,Fujian,Fukuoko,Futtsu,Gate,Gibraltar,Gladstone,Golden Pass,Guanabara Bay,Guangdong Dapeng,Gwangyang,Haikou,Hatsukaichi,Hazira,Heibei,Higashi-Ogishima,Himeji,Huelva,Idku,Incheon,Iran,Isle of Grain,Jiangsu,Kagoshima,Karachi,Kawagoe,Kenai,Kitimat,Kochi,Krk Island,Lake Charles,Livorno,Lumut,Manzanillo,Map Ta Phut,Marmara Ereglisi,Marsa el Brega,Mejillones,Melkoya Is,Mina Al-Ahmadi,Mizushima,Montoir,Nagasaki,Negishi,Neptune,Niigata,North East Gateway,Oita,Osaka,Pampa Melchorita,Panigaglia,Panuelas,Pascagoula,Pecem,Pluto,Point Fortin,Port Arthur,Port Dolphin,Port Moresby,Pyeongtaek,Qalhat,Quebec,Quintero,Ras Laffan,Revithoussa,Rovigo,Sabine Pass,Sagunto,Sakai,Sakhalin II,Senboku,Sendai,Shanghai,Shimizu,Shin-minato,Shtokman,Sines,Singapore,Skikda,Sodegaura,South Hook,Soyo,Swinoujscie,Taichung,Tangguh,Teeside,Tenerife,Tobata,Tongyeong,Wilhelmshaven,Yanai,Yokkaichi,Yokohama,Yung An,Zeebrugge
Montoir,2680,4916,3756,1296,4179,6258,4636,1557,250,9110,4145,7998,4075,9801,4779,2819,5799,1283,11269,12962,3347,6187,6135,11155,2928,9659,10228,6065,420,5937,368,3643,5992,2895,1735,4826,10518,10999,11384,665,1043,12284,4791,4871,9936,10960,9840,11114,6171,11315,11389,11209,973,2853,11078,6221,647,11135,10887,5866,11270,14701,14455,6622,2715,4808,1911,9214,11997,9237,2814,2431,9270,1963,6316,11163,,10895,11383,2882,11486,2882,11049,11188,9887,1916,3631,4577,3626,9656,3758,4797,4461,11241,11076,5554,2795,8679,6091,2546,2742,4788,1444,11185,11943,11186,11591,10745,11311,11444,1946,777,8480,1642,11393,417,4499,1392,10458,10463,871,1374,11019,11006,897,11072,11270,11384,10104,600
Nagasaki,8548,14754,13425,9619,11368,10603,6328,9522,10766,2082,10441,2907,10468,2258,14617,12816,8093,9626,585,5498,13289,4785,5080,619,7976,3464,2941,6033,10991,5905,10527,13549,11063,12890,9518,14664,779,144,700,11271,9849,3921,14629,11301,1194,175,1442,288,5000,779,706,392,9973,8084,488,6189,11253,599,177,5321,586,3857,4491,4297,9198,14646,9380,1935,6520,2540,8702,8724,9745,12487,6284,340,10851,,699,12877,635,12876,244,491,8962,9413,13272,14415,11724,3461,13300,14635,14299,3381,486,5544,12918,9831,6059,8535,9225,14625,9596,488,1096,489,920,460,630,593,12552,10130,2419,9267,709,10988,9851,11999,728,2443,11478,10572,164,179,11504,243,585,701,931,11207
Negishi,9035,15241,13912,10107,11855,10351,6815,10010,11253,2544,10928,3394,10955,2571,15104,13303,8580,10113,205,4992,13776,5273,5568,1175,8463,3734,3200,6521,11479,6393,11015,14037,10810,13377,10005,15151,1294,614,13,11759,10337,3837,15116,11516,1701,733,1949,515,5487,1336,16,380,10460,8571,1035,6677,11741,1155,595,5808,206,3407,4042,4784,9685,15133,9867,2397,6002,3033,9190,9212,9192,12975,6771,424,11339,697,,13364,772,13364,489,359,8443,9900,13759,14902,12211,3731,13787,15122,14786,3322,1032,6031,13405,9294,6546,9022,9712,15113,10083,356,957,357,298,1036,121,872,13040,10617,2906,9755,20,11476,10338,12486,1244,2619,11965,11059,550,699,11991,512,205,10,1438,11694
Neptune,4667,2281,1607,3283,4058,6138,6623,3544,2908,11097,5111,9986,5041,11789,2144,278,6723,3270,13256,12838,659,8174,8123,13142,4915,11646,12215,8053,2701,7924,2693,959,5871,25,3722,2191,12505,12986,13371,3126,3030,12976,2156,4751,11923,12948,11827,13102,8158,13303,13377,13196,2960,4841,13066,8208,3108,13122,12874,7854,13258,15066,14331,8609,4702,2173,3898,11201,11874,11224,4801,4418,9146,3502,8303,13150,2872,12882,13370,,13473,5,13036,13176,9763,3903,1575,1942,3280,11643,2034,2162,1826,13228,13063,7542,1192,8555,8078,4533,4729,2153,3431,13172,13931,13173,13579,12732,13299,13431,4026,2806,10467,3629,13380,2698,5465,3472,12445,12450,3053,2802,13006,12993,3258,13059,13257,13372,12091,3061
Niigata,9139,15344,14016,10210,11959,10826,6919,10113,11356,2672,11032,3497,11059,2848,15207,13407,8683,10217,901,4940,13880,5376,5671,1084,8567,4055,3562,6624,11582,6496,11118,14140,11286,13481,10109,15254,1357,542,768,11862,10440,4413,15219,11892,1785,624,2033,639,5591,1245,774,743,10564,8675,944,6780,11844,1064,816,5911,903,3299,3934,4887,9788,15237,9971,2525,5963,3130,9293,9315,9139,13078,6874,691,11442,635,767,13468,,13467,595,768,8405,10004,13863,15006,12314,4051,13890,15226,14890,3898,941,6135,13509,9426,6650,9125,9816,15216,10186,767,603,767,516,1006,818,130,13143,10721,3009,9858,777,11579,10441,12590,1306,3038,12068,11163,515,578,12095,595,902,768,1522,11798
North East Gateway,4666,2280,1606,3282,4058,6137,6622,3543,2907,11096,5110,9985,5040,11787,2143,277,6722,3269,13255,12837,659,8173,8121,13141,4914,11645,12214,8052,2700,7923,2692,959,5871,24,3721,2190,12504,12985,13370,3125,3029,12976,2155,4750,11922,12947,11826,13101,8157,13302,13376,13195,2959,4840,13064,8207,3107,13121,12873,7852,13256,15066,14330,8608,4701,2172,3897,11200,11873,11223,4800,4417,9146,3501,8302,13149,2871,12881,13369,5,13472,,13035,13174,9762,3902,1575,1942,3279,11642,2033,2162,1826,13227,13062,7540,1191,8555,8077,4532,4728,2152,3430,13171,13929,13172,13577,12731,13297,13430,4025,2805,10466,3628,13379,2697,5465,3471,12444,12449,3052,2801,13005,12992,3257,13058,13256,13371,12090,3060
Oita,8701,14907,13578,9773,11521,10534,6481,9676,10919,2218,10594,3060,10621,2342,14770,12969,8246,9779,376,5405,13442,4938,5234,708,8129,3526,2993,6187,11145,6058,10681,13702,10993,13043,9671,14817,940,146,492,11425,10003,3891,14782,11455,1348,265,1595,96,5153,869,497,196,10126,8237,567,6342,11407,688,241,5474,377,3821,4455,4450,9351,14799,9533,2071,6415,2693,8856,8878,9546,12641,6437,144,11005,245,491,13030,596,13030,,220,8856,9566,13425,14568,11877,3523,13453,14788,14452,3352,565,5697,13071,9668,6212,8688,9378,14779,9749,219,1063,220,711,620,422,554,12706,10283,2572,9421,501,11142,10004,12152,889,2463,11631,10725,83,232,11657,54,377,492,1085,11360
Osaka,8840,15046,13718,9912,11660,10611,6621,9815,11058,2349,10733,3199,10760,2447,14909,13108,8385,9918,254,5283,13581,5078,5373,880,8268,3623,3090,6326,11284,6198,10820,13842,11070,13183,9811,14956,1087,318,369,11564,10142,3906,14921,11594,1495,437,1743,183,5292,1040,375,48,10266,8376,739,6482,11546,860,388,5613,255,3699,4333,4589,9490,14938,9672,2202,6293,2838,8995,9017,9424,12780,6576,93,11144,490,368,13170,768,13169,220,,8734,9706,13565,14707,12016,3620,13592,14927,14591,3367,736,5837,13210,9558,6351,8827,9517,14918,9888,14,1235,15,589,792,299,726,12845,10423,2711,9560,379,11281,10143,12292,1037,2543,11770,10864,254,403,11797,189,255,370,1232,11499
Pampa Melchorita,10858,10464,8811,9474,5782,3937,12678,9735,9797,10424,7966,11221,7930,9980,10359,9798,6493,9461,8567,3546,9814,11149,11444,9402,11106,9405,9116,12383,10023,12255,9559,9748,4397,9776,9913,10402,9657,8872,8437,10292,9220,7272,10371,5103,10015,8942,10262,8877,11364,9563,8443,8743,9218,11031,9262,12539,10274,9382,8958,11672,8569,5793,5052,10704,10893,10388,10089,10278,2470,11159,10992,10609,788,11419,12633,8787,9883,8961,8436,9763,8404,9762,8852,8722,,10094,8651,10246,6565,9402,8262,10378,10162,7912,9259,11894,10264,1301,12408,10724,10920,10368,9622,8719,8015,8719,8251,9324,8484,8504,11573,9205,10775,9820,8446,10020,7587,11019,9607,9450,10498,8548,8845,8894,10524,8875,8568,8438,9751,10227
Panigaglia,1216,5788,4459,684,4406,6481,3171,388,1800,7646,4337,6534,4268,8337,5651,3850,5991,646,9804,13165,4323,4723,4671,9690,1464,8194,8764,4601,2025,4473,1562,4583,6212,3924,253,5698,9054,9534,9919,2305,883,10820,5663,5092,8472,9496,8375,9650,4707,9851,9925,9744,1007,1389,9614,4757,2287,9670,9423,4402,9806,13236,13871,5158,1250,5680,46,7749,12201,7772,1349,983,9473,3521,4851,9698,1886,9430,9918,3911,10021,3911,9585,9724,10090,,4306,5449,3914,8191,4334,5669,5333,9776,9611,4090,3952,8882,4626,1082,1277,5659,531,9721,10479,9721,10127,9280,9847,9980,3586,1164,7015,461,9928,2022,4692,3033,8994,8998,2512,1606,9554,9541,2538,9608,9805,9920,8639,2241
Panuelas,5072,1895,202,3688,2944,5023,7028,3949,3579,11502,4568,10391,4499,11869,1791,1738,5782,3675,13661,11723,1390,8579,8528,13547,5320,10947,11908,8458,3563,8329,3343,1190,4757,1587,4127,1834,12910,13391,13776,3948,3435,11862,1803,3636,12328,13353,12232,13507,8563,13708,13782,13601,3370,5246,13470,8613,3930,13527,13279,8258,13662,13952,13217,9014,5107,1820,4303,11606,10759,11629,5206,4823,8032,4529,8708,13555,3631,13287,13775,1574,13878,1574,13441,13580,8648,4308,,1678,2121,10944,566,1809,1571,12664,13468,7946,2451,7441,8483,4938,5134,1800,3836,13577,14335,13578,13984,13137,13704,13836,5034,3265,10872,4034,13785,3560,4914,4480,12850,12452,4061,2925,13411,13398,4181,13464,13662,13777,12496,3883
Pascagoula,6216,744,1510,4832,4540,6619,8171,5093,4585,12646,6076,11534,6007,13337,463,2105,7378,4818,14805,13319,1584,9723,9671,14690,6464,12542,13503,9601,4436,9473,4355,1136,6353,1954,5271,511,14054,14535,14919,4849,4578,13457,475,5232,13472,14496,13376,14650,9707,14851,14925,14745,4509,6389,14614,9757,4830,14671,14423,9402,14806,15548,14812,10158,6250,493,5447,12749,12355,12772,6349,5967,9627,5231,9851,14698,4577,14431,14918,1941,15021,1941,14585,14724,10244,5451,1678,,3716,12539,2116,482,407,14259,14611,9090,2954,9036,9626,6082,6278,472,4980,14721,15479,14721,15127,14280,14847,14980,5833,4379,12016,5178,14929,4433,6431,5280,13994,13998,4860,4183,14555,14541,5066,14608,14805,14920,13639,4784
Pecem,4675,3933,2281,3291,858,2937,6630,3552,3536,9927,2900,8833,2831,9783,3829,3322,3696,3277,12103,9637,3304,8182,8130,11989,4923,8861,9822,8060,3733,7932,3298,3229,2671,3291,3730,3872,11353,11834,12218,4031,3037,9776,3841,1550,10771,11795,10674,11949,8166,12150,12224,12043,3028,4848,11913,8216,4013,11969,11722,7861,12105,11866,11131,8222,4709,3858,3906,10030,8673,10071,4808,4425,5946,5115,8310,11997,3622,11729,12217,3278,12320,3277,11884,12023,6562,3910,2121,3716,,8858,1732,3847,3639,10578,11910,7549,3823,5355,8085,4541,4736,3838,3439,12020,12778,12020,12426,11579,12146,12279,5312,3010,9314,3637,12227,3730,3075,4758,11293,10366,4237,2493,11853,11840,4263,11907,12104,12219,10938,3966
Pluto,7317,12757,11103,8389,8502,8857,5097,8292,9535,2071,7575,2236,7602,1323,12652,11585,5227,8395,3664,8150,12041,3554,3850,3729,6745,10,1038,4803,9761,4674,9297,12032,8914,11659,8287,12695,3092,3565,3731,10041,8619,3121,12664,8435,2785,3527,2871,3587,3769,3890,3736,3639,8742,6853,3652,4958,10023,3709,3395,4090,3665,6913,7518,3066,7967,12681,8149,2174,8825,2363,7472,7494,9217,11257,5053,3636,9621,3461,3729,11646,4051,11646,3522,3619,9401,8182,10944,12539,8858,,10555,12670,12452,2077,3650,4313,11687,8784,4828,7304,7994,12661,8365,3616,4509,3616,3930,3319,3684,4010,11322,8899,1748,8037,3740,9758,6985,10768,3032,1699,10247,9341,3583,3572,10273,3545,3665,3731,2716,9976
Point Fortin,5099,2334,707,3715,2555,4635,7055,3976,3687,11530,4301,10418,4231,11481,2229,2148,5394,3702,13688,11335,1900,8607,8555,13574,5348,10558,11519,8485,3736,8357,3451,1720,4369,2046,4154,2272,12937,13418,13803,4110,3462,11473,2241,3248,12355,13380,12259,13534,8590,13735,13809,13628,3406,5273,13498,8641,4092,13554,13307,8286,13690,13564,12828,9042,5134,2258,4330,11633,10371,11656,5233,4850,7643,4795,8735,13582,3758,13314,13802,2033,13905,2032,13468,13608,8260,4335,566,2116,1732,10555,,2248,2041,12275,13495,7974,2818,7052,8510,4965,5161,2238,3864,13605,14363,13605,14011,13164,13731,13863,5263,3315,10899,4061,13812,3733,4619,4709,12878,12063,4290,2855,13438,13425,4343,13492,13689,13804,12523,4046
Port Arthur,6436,522,1641,5052,4671,6750,8391,5313,4805,12866,6296,11754,6227,13557,55,2325,7509,5039,15025,13450,1804,9943,9891,14911,6684,12674,13634,9821,4656,9693,4575,1356,6484,2174,5491,126,14274,14755,15140,5069,4798,13589,6,5363,13692,14716,13596,14870,9927,15071,15145,14965,4729,6609,14834,9977,5051,14891,14643,9622,15026,15679,14943,10378,6471,85,5667,12969,12486,12993,6570,6187,9759,5451,10071,14918,4797,14651,15138,2161,15242,2161,14805,14944,10375,5672,1809,482,3847,12670,2248,,700,14391,14831,9310,3174,9168,9847,6302,6498,10,5200,14941,15699,14942,15347,14501,15067,15200,6053,4599,12236,5398,15149,4653,6651,5500,14214,14178,5081,4403,14775,14761,5286,14828,15025,15140,13860,5004
Port Dolphin,6100,915,1435,4716,4455,6534,8055,4977,4469,12530,5960,11418,5891,13221,682,1989,7288,4703,14689,13234,1468,9607,9555,14575,6348,12455,13416,9485,4320,9357,4239,1020,6268,1838,5155,729,13938,14419,14804,4733,4462,13373,694,5147,13356,14380,13260,14534,9591,14735,14809,14629,4393,6273,14498,9641,4715,14555,14307,9286,14690,15463,14728,10042,6134,711,5331,12633,12270,12657,6234,5851,9543,5115,9735,14582,4461,14315,14802,1825,14906,1825,14469,14608,10159,5336,1571,407,3639,12452,2041,700,,14175,14495,8974,2838,8952,9511,5966,6162,690,4864,14605,15363,14606,15011,14165,14731,14864,5717,4263,11900,5062,14813,4317,6315,5164,13878,13882,4745,4067,14439,14425,4950,14492,14689,14804,13523,4668
Port Moresby,8902,14477,12824,9974,9796,7950,6682,9877,11120,3027,9578,3396,9605,2340,14372,13170,7230,9980,3351,6233,13643,5139,5434,3875,8330,2083,1249,6388,11346,6259,10882,13761,8410,13244,9872,14415,3429,3477,3322,11626,10204,1109,14384,9116,3345,3523,3431,3418,5354,4036,3327,3386,10327,8438,3745,6543,11608,3855,3284,5675,3352,5569,6037,4651,9552,14401,9734,2881,6773,3524,9057,9079,7904,12842,6638,3430,11206,3381,3321,13231,3898,13231,3353,3365,7933,9767,12664,14259,10578,2079,12275,14391,14175,,3742,5898,13272,7464,6413,8889,9579,14381,9950,3362,3979,3362,3444,3530,3325,3885,12907,10484,2909,9622,3331,11343,8988,12353,3369,1938,11832,10926,3414,3549,11858,3376,3351,3322,3202,11561
Pyeongtaek,8729,14935,13606,9801,11549,10989,6509,9704,10947,2271,10622,3088,10649,2447,14798,12997,8274,9807,926,5802,13470,4966,5262,293,8157,3653,3225,6215,11173,6086,10709,13730,11449,13071,9699,14845,899,470,1042,11453,10031,4284,14810,11483,1376,391,1623,614,5181,462,1047,718,10154,8265,54,6370,11435,286,584,5502,927,4161,4795,4478,9379,14827,9561,2124,6825,2721,8884,8906,10000,12669,6465,666,11033,488,1040,13058,947,13058,570,743,9266,9594,13453,14596,11905,3650,13481,14816,14480,3745,,5725,13099,10218,6240,8716,9406,14807,9777,742,1386,742,1261,506,972,910,12734,10311,2600,9449,1051,11170,10032,12180,863,2740,11659,10753,490,447,11685,570,927,1042,1113,11388
Qalhat,3205,9410,8082,4276,8029,9479,985,4179,5422,3768,7960,2656,7891,4459,9273,7473,5779,4283,5927,10936,7946,845,788,5812,2633,4317,4886,543,5648,415,5184,8206,9467,7547,4175,9321,5176,5657,6041,5928,4506,6942,9285,8715,4594,5618,4498,5772,824,5973,6047,5867,4630,2741,5736,699,5910,5793,5545,441,5928,9359,9993,1280,3854,9303,4037,3871,11937,3894,3359,3381,11275,7144,794,5820,5508,5553,6040,7534,6143,7533,5707,5846,11891,4070,7929,9072,7537,4313,7956,9292,8956,5898,5733,,7575,10684,569,3191,3882,9282,4252,5843,6601,5843,6249,5402,5969,6102,7209,4787,3138,3924,6051,5645,7537,6656,5116,5120,6134,5229,5677,5663,6161,5730,5927,6042,4761,5864
Quebec,4719,3281,2478,3335,4549,6629,6675,3596,2948,11149,5326,10038,5256,11840,3144,1127,6980,3322,13308,13329,1667,8226,8174,13194,4967,11698,12267,8105,2597,7976,2733,1965,6363,1204,3774,3191,12557,13038,13423,3034,3082,13467,3156,5242,11975,13000,11879,13154,8210,13355,13429,13248,3012,4893,13117,8260,3016,13174,12926,7905,13309,15558,14822,8661,4754,3173,3950,11253,12365,11276,4853,4470,9637,3254,8355,13202,2799,12934,13422,1191,13525,1190,13088,13227,10254,3955,2440,2942,3818,11695,2807,3163,2827,13280,13115,7593,,9046,8130,4585,4781,3153,3483,13224,13982,13225,13630,12784,13350,13483,3819,2846,10519,3681,13432,2594,5680,3266,12497,12502,2847,2921,13058,13045,3052,13111,13309,13424,12143,2970
Quintero,9651,9257,7603,8267,4575,2730,11470,8528,8590,10112,6759,10030,6723,9667,9152,8590,5286,8253,9420,4680,8607,9942,10237,10355,9899,8789,8653,11176,8815,11048,8352,8541,3189,8569,8706,9195,10215,9793,9292,9084,8013,6725,9164,3895,10257,9912,10474,9712,10156,10516,9297,9577,8011,9824,10214,11332,9066,10335,9729,10465,9421,6927,6187,9497,9685,9181,8882,9966,3638,10847,9785,9402,624,10212,11426,9621,8676,9831,9291,8556,9425,8555,9669,9556,1296,8886,7444,9039,5358,8786,7055,9170,8955,7466,10212,10687,9057,,11201,9517,9713,9161,8415,9553,9150,9554,9231,10170,9337,9525,10365,7998,10312,8613,9301,8812,6380,9812,10155,9137,9291,7340,9730,9879,9317,9692,9421,9292,10026,9020
Ras Laffan,3743,9949,8620,4814,8567,9997,1523,4717,5961,4282,8498,3171,8429,4973,9812,8011,6296,4821,6441,11451,8484,1359,1288,6327,3171,4831,5400,183,6186,217,5722,8744,9984,8085,4713,9859,5690,6171,6556,6466,5044,7457,9824,9253,5108,6133,5012,6286,1324,6488,6562,6381,5168,3279,6250,260,6448,6307,6059,888,6442,9873,10507,1794,4393,9841,4575,4386,12451,4409,3897,3919,11789,7682,354,6335,6046,6067,6555,8072,6658,8071,6221,6360,12406,4608,8467,9610,8075,4828,8495,9830,9494,6413,6248,567,8113,11198,,3730,4420,9820,4791,6357,7115,6358,6763,5917,6483,6616,7747,5325,3652,4462,6565,6183,8054,7194,5630,5635,6673,5767,6191,6178,6699,6244,6442,6556,5276,6402
Revithoussa,214,6420,5091,1285,5038,7113,2293,1188,2432,6768,4969,5656,4900,7459,6283,4482,6623,1292,8927,13797,4955,3845,3793,8812,588,7317,7886,3723,2657,3595,2194,5215,6844,4556,1184,6330,8176,8657,9041,2937,1515,9942,6295,5724,7594,8618,7498,8772,3829,8973,9047,8867,1639,539,8736,3879,2919,8793,8545,3524,8928,12359,12993,4280,838,6312,1046,6871,12833,6895,347,539,10105,4153,3973,8820,2518,8553,9040,4543,9143,4543,8707,8846,10722,1079,4938,6081,4546,7313,4966,6301,5965,8898,8733,3212,4584,9514,3748,,865,6291,1262,8843,9601,8844,9249,8403,8969,9102,4218,1796,6138,933,9051,2654,5324,3665,8116,8120,3144,2238,8677,8663,3170,8730,8927,9042,7761,2873
Rovigo,1001,6617,5289,1483,5236,7311,2982,1386,2629,7457,5167,6345,5097,8148,6480,4680,6821,1490,9616,13995,5153,4534,4482,9502,1278,8006,8575,4412,2855,4284,2391,5413,7042,4754,1382,6527,8865,9346,9731,3135,1713,10631,6492,5922,8283,9307,8187,9461,4518,9662,9736,9556,1837,1209,9425,4568,3117,9482,9234,4213,9617,13048,13682,4969,128,6510,1244,7560,13030,7584,1134,1004,10303,4351,4662,9509,2715,9242,9729,4741,9833,4740,9396,9535,10920,1277,5136,6279,4744,8002,5163,6499,6163,9587,9422,3901,4782,9712,4438,867,,6489,1459,9532,10290,9533,9938,9092,9658,9791,4416,1994,6827,1131,9740,2852,5522,3863,8805,8809,3341,2435,9366,9352,3368,9419,9616,9731,8450,3071
Sabine Pass,6426,513,1632,5042,4661,6740,8382,5303,4795,12856,6287,11745,6217,13547,46,2316,7499,5029,15015,13441,1794,9933,9881,14901,6674,12664,13625,9812,4647,9683,4565,1347,6474,2165,5481,117,14264,14745,15130,5059,4789,13579,4,5353,13682,14707,13586,14861,9917,15062,15136,14955,4719,6600,14824,9967,5041,14881,14633,9612,15016,15669,14934,10368,6461,75,5657,12960,12476,12983,6560,6177,9749,5441,10062,14909,4788,14641,15129,2152,15232,2151,14795,14934,10366,5662,1800,472,3838,12661,2238,10,690,14381,14822,9300,3165,9158,9837,6292,6488,,5190,14931,15689,14932,15337,14491,15057,15190,6044,4590,12226,5388,15139,4643,6641,5491,14204,14169,5071,4394,14765,14752,5276,14818,15016,15131,13850,4995
Sagunto,1397,5312,3984,242,3931,6006,3353,156,1324,7828,3862,6716,3792,8519,5175,3375,5516,170,9986,12690,3847,4905,4853,9872,1646,8376,8945,4783,1550,4655,1086,4108,5737,3449,339,5222,9235,9716,10101,1830,408,11002,5187,4617,8653,9678,8557,9832,4888,10033,10107,9926,532,1571,9796,4939,1812,9852,9605,4584,9988,13418,14053,5340,1432,5204,533,7931,11725,7954,1530,1148,8998,3046,5033,9880,1410,9612,10100,3436,10203,3435,9766,9906,9615,533,3831,4973,3439,8373,3858,5194,4858,9958,9793,4272,3477,8407,4808,1263,1459,5184,,9903,10661,9903,10309,9462,10029,10161,3111,689,7197,382,10110,1547,4217,2558,9176,9180,2036,1130,9736,9723,2063,9790,9987,10102,8821,1766
Sakai,8838,15043,13715,9909,11657,10608,6618,9812,11055,2347,10730,3196,10757,2444,14906,13106,8382,9915,251,5280,13578,5075,5370,879,8266,3621,3087,6323,11281,6195,10817,13839,11067,13180,9808,14953,1085,317,367,11561,10139,3903,14918,11591,1492,436,1740,182,5289,1039,372,47,10263,8374,738,6479,11543,859,386,5610,252,3696,4330,4586,9487,14935,9669,2200,6290,2836,8992,9014,9421,12777,6573,92,11141,488,365,13167,767,13166,219,14,8731,9703,13562,14704,12013,3617,13589,14925,14589,3364,735,5834,13208,9555,6348,8824,9514,14915,9885,,1234,12,586,791,296,725,12842,10420,2708,9557,376,11278,10140,12289,1034,2540,11767,10861,254,402,11794,188,252,367,1229,11497
Sakhalin II,9598,15804,14475,10669,12418,10727,7378,10573,11816,3131,11491,3957,11518,3307,15667,13866,9143,10676,1082,4557,14339,5835,6131,1525,9026,4514,4022,7084,12042,6955,11578,14599,11187,13940,10568,15714,1801,1011,949,12322,10900,4489,15679,11893,2245,1065,2492,1108,6050,1685,954,1212,11023,9134,1384,7239,12303,1505,1285,6371,1083,2882,3516,5347,10248,15696,10430,2984,5584,3590,9753,9775,8775,13538,7334,1160,11902,1097,947,13927,606,13927,1064,1237,8025,10463,14322,15465,12774,4511,14350,15685,15349,3974,1381,6594,13968,9161,7109,9585,10275,15675,10646,1233,,1234,705,1447,999,693,13602,11180,3469,10318,958,12038,10901,13049,1759,3468,12528,11622,984,1016,12554,1064,1083,949,1981,12257
Senboku,8838,15044,13715,9910,11658,10608,6618,9813,11056,2347,10731,3197,10758,2444,14907,13106,8383,9916,252,5281,13579,5075,5371,879,8266,3621,3088,6324,11282,6195,10818,13839,11068,13180,9808,14954,1085,318,367,11562,10140,3904,14919,11592,1493,437,1741,183,5290,1040,373,48,10263,8374,739,6479,11544,859,386,5611,253,3696,4331,4587,9488,14936,9670,2200,6290,2836,8993,9015,9422,12778,6574,92,11142,488,366,13167,767,13167,220,15,8732,9703,13562,14705,12014,3618,13590,14925,14589,3364,736,5834,13208,9556,6349,8825,9515,14916,9886,2,1235,,587,792,297,726,12843,10420,2709,9558,376,11279,10141,12289,1035,2541,11768,10862,254,403,11794,188,252,368,1230,11497
Sendai,9244,15450,14121,10316,12064,10446,7024,10219,11462,2753,11137,3603,11164,2774,15313,13512,8789,10322,427,4802,13985,5481,5777,1398,8672,3935,3402,6730,11688,6601,11224,14245,10905,13586,10214,15360,1517,836,294,11968,10546,3959,15325,11611,1910,955,2158,737,5696,1558,299,602,10669,8780,1257,6885,11950,1378,818,6017,428,3185,3820,4993,9894,15342,10076,2606,5810,3242,9399,9421,9001,13184,6980,646,11548,920,292,13573,516,13573,712,581,8252,10109,13968,15111,12420,3932,13996,15331,14995,3444,1254,6240,13614,9231,6755,9231,9921,15322,10292,578,710,579,,1258,344,616,13249,10826,3115,9964,303,11685,10547,12695,1466,2813,12174,11268,772,921,12200,735,428,294,1647,11903
Shanghai,8396,14601,13273,9467,11216,10808,6176,9370,10614,1937,10289,2754,10316,2114,14464,12664,7941,9474,923,5861,13137,4633,4928,565,7824,3320,2927,5881,10839,5753,10375,13397,11267,12738,9366,14512,561,520,1039,11119,9697,4068,14477,11149,1042,453,1290,663,4848,726,1044,767,9821,7932,509,6037,11101,545,519,5169,924,4220,4854,4145,9046,14494,9228,1790,6884,2388,8550,8572,10059,12335,6132,716,10699,460,1038,12725,1007,12724,620,792,9325,9261,13120,14263,11572,3317,13148,14483,14147,3528,506,5392,12766,10169,5907,8382,9073,14473,9444,791,1445,792,1258,,969,965,12400,9978,2267,9115,1048,10836,9698,11847,525,2459,11326,10420,540,506,11352,619,924,1039,779,11055
Shimizu,8964,15170,13841,10036,11784,10420,6744,9939,11182,2473,10857,3323,10884,2522,15033,13232,8509,10042,134,5042,13705,5201,5497,1108,8392,3689,3156,6450,11408,6322,10944,13965,10879,13306,9934,15080,1228,546,128,11688,10266,3841,15045,11585,1630,665,1877,447,5416,1269,134,312,10389,8500,967,6606,11670,1088,529,5737,135,3458,4092,4713,9614,15062,9796,2326,6052,2962,9119,9141,9242,12904,6700,357,11268,631,127,13293,822,13293,422,292,8493,9829,13688,14831,12140,3686,13716,15051,14715,3325,964,5960,13334,9341,6475,8951,9641,15042,10012,289,1008,289,348,969,,923,12969,10546,2835,9684,138,11405,10267,12415,1177,2581,11894,10988,483,631,11920,445,135,129,1366,11623
Shin-minato,9097,15303,13974,10168,11917,10927,6877,10071,11315,2630,10990,3456,11017,2806,15166,13365,8642,10175,909,5041,13838,5334,5630,1046,8525,4013,3521,6582,11540,6454,11077,14098,11386,13439,10067,15213,1315,500,868,11820,10399,4424,15178,11851,1743,586,1991,597,5549,1206,874,701,10522,8633,905,6738,11802,1026,774,5870,910,3400,4034,4846,9747,15195,9929,2483,6063,3089,9252,9273,9239,13036,6833,650,11401,593,867,13426,130,13426,553,726,8505,9962,13821,14964,12273,4010,13849,15184,14848,3885,902,6093,13467,9526,6608,9084,9774,15174,10145,725,691,725,616,965,918,,13101,10679,2968,9816,877,11537,10400,12548,1264,2996,12027,11121,473,540,12053,553,910,869,1480,11756
