from,Aliaga,Altamira,Andres,Arzew,Bahia,Bahia Blanca,Balhaf,Barcelona,Bilbao,Bintulu,Bioko Is,Blang Lacang,Bonny Is,Bontang,Cameron,Canaport,Cape Town,Cartagena,Chita,Costa Azul,Cove Point,Dabhol,Dahej,Dalian,Damietta,Dampier,Darwin,Das Is,Dragon LNG,Dubai,El Ferrol,Elba Is,Escobar,Everett,Fos Sur Mer,Freeport,Fujian,Fukuoko,Futtsu,Gate,Gibraltar,Gladstone,Golden Pass,Guanabara Bay,Guangdong Dapeng,Gwangyang,Haikou,Hatsukaichi,Hazira,Heibei,Higashi-Ogishima,Himeji,Huelva,Idku,Incheon,Iran,Isle of Grain,Jiangsu,Kagoshima,Karachi,Kawagoe,Kenai,Kitimat,Kochi,Krk Island,Lake Charles,Livorno,Lumut,Manzanillo,Map Ta Phut,Marmara Ereglisi,Marsa el Brega,Mejillones,Melkoya Is,Mina Al-Ahmadi,Mizushima,Montoir,Nagasaki,Negishi,Neptune,Niigata,North East Gateway,Oita,Osaka,Pampa Melchorita,Panigaglia,Panuelas,Pascagoula,Pecem,Pluto,Point Fortin,Port Arthur,Port Dolphin,Port Moresby,Pyeongtaek,Qalhat,Quebec,Quintero,Ras Laffan,Revithoussa,Rovigo,Sabine Pass,Sagunto,Sakai,Sakhalin II,Senboku,Sendai,Shanghai,Shimizu,Shin-minato,Shtokman,Sines,Singapore,Skikda,Sodegaura,South Hook,Soyo,Swinoujscie,Taichung,Tangguh,Teeside,Tenerife,Tobata,Tongyeong,Wilhelmshaven,Yanai,Yokkaichi,Yokohama,Yung An,Zeebrugge
Aliaga,,6557,5229,1423,5176,7251,13287,1326,2569,13018,5107,11925,5037,12875,6420,4619,6761,1429,15195,13935,5092,11759,12054,15081,604,11952,12913,12993,2795,12864,2331,5353,6982,4694,1322,6467,14444,14925,15310,3075,1653,14004,6432,5862,13862,14887,13766,15040,11973,15242,15316,15135,1777,568,15004,13148,3057,15061,14813,12282,15196,16163,15428,11314,975,6449,1183,13122,12970,13163,247,676,10243,4291,13243,15089,2655,14821,15309,4681,15412,4680,14975,15114,10860,1217,5076,6218,4684,11949,5103,6439,6103,13953,15002,12503,4721,9652,13018,214,1002,6429,1399,15111,15869,15112,15517,14671,15237,15370,4356,1934,12406,1071,15319,2792,5462,3803,14384,13457,3281,2375,14945,14932,3308,14998,15196,15311,14030,3010
Altamira,6554,,1727,5170,4757,6836,14095,5431,4923,13826,6415,12732,6345,13682,528,2444,7595,5157,16003,13537,1922,12566,12861,15888,6803,12760,13721,13800,4775,13672,4694,1475,6570,2293,5609,449,15252,15733,16117,5187,4917,13675,515,5449,14670,15694,14574,15848,12781,16049,16123,15943,4847,6728,15812,13956,5169,15868,15621,13089,16004,15765,15030,12121,6589,558,5786,13929,12572,13970,6688,6305,9845,5569,14050,15896,4916,15629,16116,2280,16219,2279,15783,15922,10462,5790,1895,744,3933,12757,2334,521,915,14477,15809,13311,3293,9254,13825,6420,6616,512,5319,15919,16677,15919,16325,15478,16045,16178,6172,4718,13213,5516,16127,4772,6770,5619,15192,14265,5199,4522,15753,15739,5404,15806,16003,16118,14837,5123
Andres,5225,1727,,3841,3104,5183,12441,4102,3711,12172,4753,11079,4683,12029,1623,1770,5942,3828,14349,11883,1416,10913,11208,14235,5474,11106,12067,12147,3676,12018,3476,1215,4917,1619,4280,1666,13598,14079,14464,4066,3588,12021,1635,3796,13016,14041,12920,14195,11127,14396,14470,14289,3522,5399,14158,12302,4048,14215,13967,11436,14350,14112,13376,10468,5260,1652,4456,12276,10919,12317,5359,4976,8191,4614,12397,14243,3756,13975,14463,1606,14566,1605,14129,14268,8808,4461,202,1510,2281,11103,707,1641,1435,12824,14156,11657,2490,7600,12172,5091,5287,1632,3989,14265,15023,14266,14671,13825,14391,14524,5128,3413,11560,4187,14473,3673,5097,4575,13538,12611,4156,3091,14099,14086,4299,14152,14350,14465,13184,4002
Arzew,1419,5170,3841,,3788,5863,11900,352,1182,11631,3719,10537,3650,11487,5033,3232,5374,114,13808,12547,3705,10371,10666,13693,1667,10565,11526,11605,1407,11477,944,3965,5594,3306,525,5080,13057,13538,13922,1688,266,12616,5045,4474,12475,13499,12379,13653,10586,13854,13928,13748,389,1593,13617,11761,1669,13674,13426,10894,13809,14776,14040,9926,1454,5062,676,11734,11583,11775,1552,1170,8855,2904,11855,13701,1268,13434,13921,3293,14024,3293,13588,13727,9472,685,3688,4831,3296,10562,3716,5051,4715,12565,13614,11116,3334,8264,11630,1285,1481,5041,243,13724,14482,13724,14130,13283,13850,13983,2968,546,11019,381,13932,1404,4074,2415,12997,12070,1894,988,13558,13544,1920,13611,13808,13923,12642,1623
Bahia,5171,4757,3104,3787,,2160,9840,4048,4089,9571,3019,8477,2954,9427,4652,4091,3346,3774,11748,8855,4107,8311,8606,11633,5420,8505,9466,9545,4297,9417,3851,4041,1894,4069,4226,4695,10997,11478,11862,4588,3534,8993,4664,774,10415,11439,10319,11593,8526,11794,11868,11688,3532,5345,11557,9701,4570,11613,11366,8834,11749,11084,10348,7866,5206,4681,4403,9674,7891,9715,5305,4922,5163,5707,9795,11641,4175,11374,11861,4056,11964,4055,11528,11667,5780,4407,2944,4539,858,8502,2555,4671,4455,9795,11554,9056,4557,4572,9570,5038,5233,4661,3936,11664,12422,11664,12070,11223,11790,11923,5869,3514,8958,4133,11871,4294,3061,5316,10937,10010,4794,2855,11498,11484,4821,11551,11748,11863,10582,4523
Bahia Blanca,7247,6836,5183,5863,2160,,10265,6124,6167,9996,4719,8902,4668,9852,6732,6170,3812,5850,10425,7010,6187,8736,9031,11120,7495,8860,9140,9970,6376,9842,5929,6120,702,6148,6302,6775,10752,10659,10350,6666,5609,7148,6744,1460,10758,10757,10744,10600,8951,11281,10356,10629,5606,7420,10990,10126,6648,11100,10506,9260,10426,9239,8503,8291,7282,6761,6478,10099,6046,10141,7381,6998,3318,7786,10220,10673,6253,10603,10349,6135,10826,6135,10534,10608,3935,6483,5023,6619,2937,8857,4635,6750,6534,7950,10987,9481,6636,2727,9996,7113,7309,6740,6011,10605,10728,10606,10446,10809,10420,10927,7947,5588,9384,6209,10360,6373,4496,7394,10692,9639,6873,4934,10595,10744,6899,10558,10425,10351,10527,6602
Balhaf,13291,14103,12449,11907,9848,10273,,12168,12240,4561,8921,3450,8948,5252,13998,13219,6573,11894,6720,11730,13387,1638,1587,6606,13539,5110,5679,1517,12466,1388,12002,13378,10261,13257,12346,14041,5969,6450,6835,12746,11654,7735,14010,9782,5387,6412,5291,6566,1622,6767,6841,6660,11652,13465,6529,1672,12728,6586,6338,1317,6721,10152,10787,2073,13326,14027,12522,4665,12730,4688,13425,13042,12068,13930,1767,6614,12326,6346,6834,13244,6937,13244,6500,6639,12685,12527,12290,13885,10204,5107,11901,14016,13798,6692,6527,1005,13520,11477,1542,13157,13353,14007,12055,6636,7394,6637,7042,6196,6762,6895,14027,11641,3931,12253,6844,12463,8331,13474,5909,5914,12952,10992,6470,6457,12979,6523,6721,6836,5555,12682
Barcelona,1326,5427,4099,352,4046,6121,12157,,1439,11888,3977,10795,3907,11745,5290,3490,5631,285,14065,12805,3963,10629,10924,13951,1574,10822,11783,11863,1665,11734,1201,4223,5852,3564,194,5337,13314,13795,14180,1945,523,12874,5302,4732,12732,13757,12636,13911,10843,14112,14186,14005,647,1500,13875,12018,1927,13931,13683,11152,14067,15033,14298,10184,1361,5319,391,11992,11840,12033,1460,1080,9113,3161,12113,13959,1525,13691,14179,3551,14282,3550,13845,13985,9730,388,3946,5089,3554,10819,3973,5309,4973,12823,13872,11373,3592,8522,11888,1192,1388,5299,156,13981,14740,13982,14388,13541,14108,14240,3226,804,11276,352,14189,1662,4332,2673,13254,12327,2151,1245,13815,13802,2178,13868,14066,14181,12900,1881
Bilbao,2597,4923,3711,1213,4097,6175,12242,1474,,11973,4062,10880,3992,11830,4786,2854,5716,1200,14150,12879,3383,10714,11009,14036,2845,10908,11868,11948,555,11819,277,3659,5909,2931,1652,4833,13399,13880,14265,804,960,12959,4798,4788,12817,13842,12721,13996,10928,14197,14271,14090,890,2771,13960,12103,786,14016,13769,11237,14152,15108,14372,10269,2632,4815,1828,12077,11915,12118,2731,2348,9187,2098,12198,14044,250,13776,14264,2918,14367,2917,13930,14070,9804,1833,3579,4585,3544,10904,3687,4805,4469,12908,13957,11458,2953,8596,11973,2463,2659,4795,1361,14067,14825,14067,14473,13626,14193,14325,2085,694,11361,1559,14274,552,4417,1532,13339,12412,1010,1292,13900,13887,1037,13954,14151,14266,12985,740
Bintulu,13019,13830,12177,11635,9575,10000,4544,11896,11968,,8648,1122,8675,1130,13726,12947,6300,11621,2431,7441,13114,3001,3296,2349,13267,2074,2258,4249,12194,4121,11730,13105,9988,12985,12074,13768,1712,2185,2546,12474,11381,3828,13738,9509,1228,2147,1152,2284,3215,2510,2551,2371,11379,13192,2273,4405,12456,2329,2065,3536,2432,5863,6497,2512,13053,13755,12250,218,8388,978,13153,12770,10490,13657,4499,2332,12054,2082,2545,12972,2672,12971,2219,2350,10424,12254,12017,13613,9931,2071,11629,13744,13526,3027,2270,3760,13248,10110,4274,12885,13081,13734,11783,2347,3130,2348,2753,1939,2473,2630,13755,11368,634,11981,2555,12190,8058,13201,1652,1804,12680,10720,2205,2192,12706,2242,2432,2546,1333,12409
Bioko Is,5103,6415,4753,3719,3019,4719,8913,3980,4052,8644,,7550,138,8500,6278,5058,2377,3706,10821,11039,5325,7384,7679,10706,5351,7578,8539,8618,4278,8490,3814,5439,4492,5121,4158,6325,10070,10551,10936,4558,3465,9629,6290,3482,9488,10512,9392,10666,7599,10867,10941,10761,3463,5276,10630,8774,4540,10687,10439,7907,10822,13268,12532,6939,5137,6307,4334,8747,10075,8789,5237,4854,7347,5741,8868,10714,4138,10447,10934,5108,11037,5107,10601,10740,7964,4339,4568,6076,2900,7575,4301,6296,5960,9578,10627,8129,5332,6756,8643,4969,5165,6287,3867,10737,11495,10738,11143,10297,10863,10996,5839,3452,8032,4065,10945,4275,712,5285,10010,9083,4764,2804,10571,10557,4790,10624,10821,10936,9655,4493
Blang Lacang,11922,12733,11080,10538,8478,8903,3439,10799,10871,1129,7551,,7578,1921,12629,11850,5203,10525,3288,8297,12017,1896,2191,3173,12170,2245,2487,3144,11097,3016,10633,12009,8891,11888,10977,12672,2537,3018,3402,11377,10284,4447,12641,8412,1955,2979,1859,3133,2110,3334,3408,3228,10282,12095,3097,3300,11359,3153,2906,2431,3289,6719,7354,1407,11956,12658,11153,1232,9297,1255,12056,11673,10618,12560,3394,3181,10957,2914,3401,11875,3504,11874,3068,3207,11220,11158,10920,12516,8834,2242,10532,12647,12429,3403,3094,2655,12151,10027,3169,11788,11984,12637,10686,3204,3962,3204,3610,2763,3330,3463,12658,10271,498,10884,3411,11094,6961,12104,2477,2582,11583,9623,3038,3024,11609,3091,3288,3403,2122,11312
Bonny Is,5033,6345,4683,3649,2955,4668,8940,3910,3982,8671,138,7577,,8527,6208,4988,2404,3636,10848,11002,5256,7411,7706,10733,5281,7605,8566,8645,4208,8517,3744,5369,4439,5051,4088,6256,10097,10578,10962,4488,3396,9656,6220,3424,9515,10539,9419,10693,7626,10894,10968,10788,3394,5207,10657,8801,4470,10714,10466,7934,10849,13231,12496,6966,5068,6238,4264,8774,10038,8816,5167,4784,7311,5672,8895,10741,4068,10474,10961,5038,11064,5038,10628,10767,7927,4269,4499,6007,2831,7602,4231,6227,5891,9605,10654,8156,5262,6720,8670,4899,5095,6217,3797,10764,11522,10765,11170,10324,10890,11023,5769,3383,8059,3995,10972,4205,739,5216,10037,9110,4694,2734,10598,10584,4721,10651,10848,10963,9682,4424
Bontang,12871,13682,12029,11487,9427,9852,5243,11748,11820,1131,8500,1914,8527,,13578,12799,6152,11473,2498,7213,12966,3700,3995,2526,13119,1326,1475,4948,12046,4820,11582,12957,9840,12837,11926,13620,1889,2361,2572,12326,11233,3383,13590,9361,1582,2323,1668,2408,3914,2686,2578,2467,11231,13044,2449,5104,12308,2506,2213,4235,2499,5806,6440,3211,12905,13607,12102,984,8126,1865,13005,12622,10045,13509,5198,2456,11906,2258,2571,12824,2848,12823,2343,2447,9979,12106,11869,13465,9783,1323,11481,13596,13378,2340,2446,4459,13100,9665,4974,12737,12933,13586,11635,2443,3306,2444,2774,2116,2522,2806,13607,11220,1426,11833,2581,12042,7910,13053,1829,1340,12532,10572,2381,2368,12558,2366,2498,2573,1512,12261
Cameron,6417,529,1623,5033,4652,6732,13990,5294,4786,13721,6278,12627,6208,13578,,2307,7491,5020,15898,13432,1785,12461,12757,15784,6666,12655,13616,13695,4638,13567,4557,1338,6465,2156,5472,134,15147,15628,16013,5050,4780,13570,49,5345,14565,15589,14469,15743,12676,15944,16018,15838,4710,6591,15707,13851,5032,15764,15516,12985,15899,15660,14925,12016,6452,29,5648,13824,12468,13866,6551,6168,9740,5432,13946,15792,4779,15524,16012,2143,16115,2142,15678,15817,10357,5653,1791,463,3829,12652,2229,55,682,14372,15704,13206,3156,9149,13721,6283,6479,46,5182,15814,16572,15815,16220,15374,15940,16073,6035,4581,13109,5379,16022,4635,6633,5482,15087,14160,5062,4385,15648,15634,5267,15701,15899,16013,14733,4986
Canaport,4618,2444,1770,3234,4093,6173,13214,3495,2857,12945,5060,11851,4991,12801,2307,,6714,3221,15122,12873,823,11685,11980,15008,4866,11879,12840,12919,2650,12791,2643,1123,5906,295,3673,2354,14371,14852,15237,3075,2980,13011,2319,4786,13789,14813,13693,14967,11900,15168,15242,15062,2910,4791,14931,13075,3057,14988,14740,12209,15123,15101,14366,11240,4652,2336,3849,13048,11909,13090,4752,4369,9181,3451,13169,15015,2822,14748,15235,275,15339,274,14902,15041,9798,3854,1739,2105,3324,11876,2150,2326,1990,13813,14928,12430,1142,8590,12945,4484,4680,2316,3382,15038,15796,15039,15444,14598,15164,15297,3975,2755,12333,3580,15246,2647,5415,3422,14311,13384,3002,2758,14872,14858,3207,14925,15122,15237,13956,3011
Cape Town,6757,7595,5942,5373,3346,3805,6568,5634,5706,6299,2377,5205,2404,6155,7491,6712,,5360,8475,9569,6935,5039,5334,8361,7005,5233,6194,6273,5932,6145,5468,6879,3784,6731,5812,7534,7725,8206,8590,6212,5119,7284,7503,3292,7143,8167,7047,8321,5254,8522,8596,8415,5117,6930,8285,6429,6194,8341,8094,5562,8477,11797,11062,4594,6791,7520,5988,6402,8604,6443,6891,6508,5877,7395,6523,8369,5792,8101,8589,6718,8692,6717,8256,8395,6494,5993,5782,7378,3696,5230,5394,7509,7288,7233,8282,5784,6986,5286,6298,6623,6819,7499,5521,8392,9150,8392,8798,7951,8518,8651,7493,5106,5686,5719,8599,5929,1787,6939,7665,6738,6418,4458,8226,8212,6444,8279,8476,8591,7310,6147
Cartagena,1428,5154,3825,114,3772,5848,11884,288,1166,11615,3704,10521,3634,11472,5017,3216,5358,,13792,12531,3689,10355,10651,13678,1676,10549,11510,11589,1392,11461,928,3950,5579,3290,466,5064,13041,13522,13907,1672,250,12600,5029,4459,12459,13483,12363,13637,10570,13838,13912,13732,373,1601,13601,11745,1654,13658,13410,10879,13793,14760,14025,9910,1462,5046,642,11718,11567,11760,1561,1178,8840,2888,11840,13686,1252,13418,13906,3277,14009,3277,13572,13711,9456,647,3672,4815,3281,10546,3700,5035,4699,12549,13598,11100,3318,8249,11615,1294,1489,5026,175,13708,14466,13709,14114,13268,13834,13967,2953,530,11003,393,13916,1389,4058,2399,12981,12054,1878,972,13542,13529,1904,13595,13793,13907,12627,1607
Chita,15184,15995,14342,13800,11740,10425,6700,14060,14133,2429,10813,3279,10840,2498,15890,15112,8465,13786,,5123,15279,5158,5453,1060,15432,3670,3136,6406,14358,6278,13895,15270,10884,15150,14239,15933,1180,498,210,14638,13546,3876,15902,11590,1586,618,1833,399,5372,1221,216,265,13544,15357,919,6562,14620,1040,481,5693,7,3539,4174,4669,15218,15920,14415,2282,6133,2918,15317,14934,9324,15822,6656,309,14219,583,209,15137,904,15136,374,244,8574,14419,14182,15778,12096,3666,13794,15909,15691,3351,917,5916,15413,9423,6431,15050,15245,15899,13948,241,1089,241,429,922,135,906,15919,13533,2791,14145,219,14355,10223,15366,1129,2572,14845,12885,435,584,14871,397,9,210,1322,14574
Costa Azul,13930,13537,11883,12546,8855,7010,11712,12807,12869,7441,11039,8290,11002,7213,13432,12870,9566,12533,5122,,12887,10169,10464,5939,14179,8154,7457,11417,13095,11289,12631,12821,7469,12849,12985,13475,6212,5408,4989,13364,12293,6329,13444,8175,6603,5479,6851,5433,10384,6099,4995,5298,12291,14104,5798,11573,13346,5919,5513,10704,5124,2316,1576,9680,13965,13461,13162,7294,1105,7930,14064,13681,4296,14492,11667,5342,12955,5498,4988,12836,4940,12835,5407,5277,3546,13166,11723,13319,9637,8151,11335,13450,13234,6233,5795,10928,13337,4682,11443,13797,13992,13441,12695,5274,4547,5275,4793,5861,5039,5041,14645,12278,7802,12892,4998,13092,10660,14092,6162,6940,13570,11620,5382,5430,13597,5430,5123,4990,6340,13300
Cove Point,5088,1923,1416,3704,4108,6187,13379,3965,3382,13110,5325,12016,5256,12966,1785,822,6932,3691,15287,12887,,11850,12145,15172,5336,12044,13005,13084,3175,12956,3164,596,5921,671,4143,1833,14536,15017,15401,3601,3451,13025,1798,4800,13954,14978,13858,15132,12065,15333,15407,15227,3381,5262,15096,13240,3583,15152,14905,12373,15288,15116,14380,11405,5123,1815,4319,13213,11923,13254,5222,4839,9195,3977,13334,15180,3347,14913,15400,658,15503,658,15067,15206,9812,4324,1391,1584,3304,12041,1900,1804,1468,13828,15093,12595,1679,8604,13109,4954,5150,1794,3852,15203,15961,15203,15609,14762,15329,15462,4500,3235,12497,4050,15411,3172,5680,3947,14476,13549,3528,3173,15037,15023,3733,15090,15287,15402,14121,3536
Dabhol,11753,12564,10911,10369,8309,8735,1629,10630,10702,3009,7383,1897,7410,3700,12460,11681,5034,10356,5168,10177,11848,,330,5053,12001,3558,4127,1333,10928,1205,10464,11840,8722,11719,10808,12503,4417,4898,5282,11208,10115,6183,12472,8243,3835,4859,3739,5013,249,5214,5288,5108,10113,11926,4977,1489,11190,5034,4786,597,5169,8600,9234,516,11788,12489,10984,3112,11178,3136,11887,11504,10530,12391,1584,5061,10788,4794,5281,11706,5384,11706,4948,5087,11147,10989,10751,12347,8665,3554,10363,12478,12260,5139,4974,845,11982,9939,1359,11619,11815,12469,10517,5084,5842,5085,5490,4644,5210,5343,12489,10102,2379,10715,5292,10925,6792,11936,4357,4361,11414,9454,4918,4904,11441,4971,5168,5283,4002,11143
Dahej,12051,12863,11209,10667,8608,9033,1575,10928,11000,3307,7681,2196,7708,3998,12758,11979,5333,10654,5466,10476,12147,333,,5352,12300,3856,4425,1260,11226,1131,10762,12138,9021,12017,11106,12801,4715,5196,5581,11506,10414,6481,12770,8542,4133,5158,4037,5311,234,5513,5586,5406,10412,12225,5275,1415,11488,5332,5084,495,5467,8898,9532,815,12086,12787,11282,3411,11476,3434,12185,11802,10828,12690,1510,5360,11086,5092,5580,12004,5683,12004,5246,5385,11445,11287,11050,12645,8964,3853,10661,12777,12558,5437,5273,786,12280,10237,1285,11917,12113,12767,10815,5382,6140,5383,5788,4942,5508,5641,12787,10401,2677,11013,5590,11223,7091,12234,4655,4660,11712,9752,5216,5203,11739,5269,5467,5581,4301,11442
Dalian,15069,15881,14227,13685,11626,11121,6586,13946,14018,2347,10699,3165,10726,2524,15776,14997,8351,13672,1068,5944,15165,5043,5339,,15318,3730,3329,6292,14244,6163,13780,15156,11581,15035,14124,15819,971,613,1184,14524,13432,4416,15788,11560,1453,534,1700,756,5258,218,1190,860,13430,15243,296,6447,14506,93,716,5579,1070,4303,4938,4555,15104,15805,14300,2200,6967,2798,15203,14820,10143,15708,6542,809,14104,620,1183,15022,1090,15022,713,885,9408,14305,14068,15663,11982,3727,13679,15795,15576,3876,293,5802,15298,10360,6317,14935,15131,15785,13833,884,1529,885,1404,562,1114,1053,15805,13419,2677,14031,1193,14241,10109,15252,935,2852,14730,12770,633,589,14757,712,1069,1185,1189,14460
Damietta,604,6806,5477,1671,5424,7499,13536,1574,2818,13267,5355,12173,5286,13123,6669,4868,7009,1678,15444,14183,5341,12007,12302,15329,,12201,13162,13241,3043,13113,2580,5601,7230,4942,1570,6716,14693,15174,15558,3323,1902,14252,6681,6110,14111,15135,14015,15289,12222,15490,15564,15384,2025,135,15253,13397,3305,15309,15062,12530,15445,16412,15676,11562,1253,6698,1432,13370,13219,13411,759,775,10491,4539,13491,15337,2904,15070,15557,4929,15660,4929,15224,15363,11108,1465,5324,6467,4932,12198,5352,6687,6351,14201,15250,12752,4970,9900,13266,591,1280,6677,1648,15360,16118,15360,15766,14919,15486,15619,4604,2182,12655,1319,15568,3040,5710,4051,14633,13706,3530,2624,15194,15180,3556,15247,15444,15559,14278,3259
Dampier,11948,12760,11106,10564,8505,8860,5100,10825,10897,2074,7578,2239,7605,1326,12655,11876,5230,10551,3667,8153,12044,3558,3853,3732,12197,,1041,4806,11123,4678,10659,12035,8918,11914,11003,12698,3095,3568,3734,11403,10311,3124,12667,8439,2788,3530,2874,3591,3772,3893,3739,3642,10309,12122,3655,4962,11385,3712,3398,4093,3668,6917,7521,3069,11983,12684,11179,2177,8828,2367,12082,11699,9220,12587,5056,3639,10983,3464,3732,11901,4055,11901,3525,3622,9404,11184,10947,12542,8861,10,10558,12674,12455,2080,3653,4317,12177,8787,4831,11814,12010,12664,10712,3619,4512,3619,3934,3322,3687,4013,12684,10298,1751,10910,3743,11120,6988,12131,3035,1703,11609,9649,3586,3575,11636,3548,3668,3734,2719,11339
Darwin,12909,13721,12067,11525,9466,9140,5670,11786,11858,2258,8539,2480,8566,1475,13616,12837,6191,11512,3135,7457,13005,4127,4422,3330,13157,1043,,5375,12084,5247,11620,12996,9599,12875,11964,13659,2721,3076,3202,12364,11272,2293,13628,9399,2578,3057,2664,3059,4341,3491,3208,3111,11270,13083,3226,5531,12346,3310,2867,4662,3137,6385,6990,3638,12944,13645,12140,2112,7997,2608,13043,12660,9088,13548,5625,3107,11944,2941,3201,12862,3562,12862,2994,3090,9115,12145,11908,13503,9822,1040,11519,13634,13416,1249,3224,4886,13138,8651,5400,12775,12971,13625,11673,3087,4020,3088,3402,2929,3156,3521,13645,11258,1992,11871,3211,12081,7949,13092,2661,1171,12570,10610,3055,3086,12597,3017,3136,3202,2439,12300
Das Is,12960,13772,12118,11576,9517,9942,1468,11837,11909,4228,8590,3116,8617,4919,13667,12888,6242,11563,6386,11396,13056,1304,1233,6272,13208,4776,5346,,12135,169,11671,13047,9929,12926,12015,13710,5636,6116,6501,12415,11323,7402,13679,9450,5053,6078,4957,6232,1269,6433,6507,6326,11321,13134,6196,296,12397,6252,6005,834,6388,9818,10453,1740,12995,13696,12191,4331,12396,4354,13094,12711,11734,13599,390,6280,11995,6012,6500,12913,6603,12913,6166,6306,12351,12196,11959,13554,9873,4773,11570,13685,13467,6358,6193,512,13189,11143,141,12826,13022,13676,11724,6303,7061,6303,6709,5862,6429,6561,13696,11309,3597,11922,6510,12132,8000,13143,5576,5580,12621,10661,6136,6123,12648,6190,6387,6502,5221,12351
Dragon LNG,2813,4774,3676,1429,4297,6375,12458,1690,560,12189,4278,11096,4208,12046,4637,2646,5932,1416,14366,13095,3174,10929,11225,14252,3061,11123,12084,12163,,12035,537,3470,6109,2722,1868,4684,13615,14096,14481,570,1176,13175,4649,4988,13033,14058,12937,14211,11144,14413,14486,14306,1106,2986,14175,12319,552,14232,13984,11453,14367,15323,14588,10485,2848,4666,2044,12293,12130,12334,2947,2564,9403,1595,12414,14260,408,13992,14480,2709,14583,2709,14146,14285,10020,2049,3563,4435,3732,11120,3736,4655,4319,13124,14173,11674,2591,8812,12189,2679,2875,4646,1577,14282,15040,14283,14688,13842,14408,14541,1851,910,11577,1775,14490,3,4632,1298,13555,12628,776,1507,14116,14103,803,14169,14367,14481,13201,505
Dubai,12856,13668,12014,11472,9413,9838,1364,11733,11805,4123,8486,3012,8513,4815,13563,12784,6137,11459,6282,11292,12951,1200,1129,6168,13104,4672,5241,162,12031,,11567,12943,9825,12822,11911,13606,5531,6012,6397,12311,11219,7298,13575,9346,4949,5974,4853,6128,1165,6329,6403,6222,11217,13029,6092,362,12293,6148,5901,729,6284,9714,10349,1636,12891,13592,12087,4227,12292,4250,12990,12607,11630,13494,457,6176,11891,5908,6396,12809,6499,12809,6062,6202,12247,12092,11854,13450,9768,4669,11466,13581,13363,6254,6089,408,13085,11039,217,12722,12918,13572,11620,6199,6957,6199,6605,5758,6325,6457,13592,11205,3493,11818,6406,12028,7895,13039,5471,5476,12517,10557,6032,6019,12544,6086,6283,6398,5117,12246
El Ferrol,2361,4694,3476,977,3861,5939,12007,1238,277,11738,3826,10644,3757,11594,4557,2640,5480,964,13914,12643,3164,10478,10773,13800,2610,10672,11633,11712,535,11584,,3433,5673,2716,1416,4604,13164,13645,14029,807,724,12723,4569,4552,12582,13606,12486,13760,10693,13961,14035,13854,654,2535,13724,11868,789,13780,13533,11001,13916,14872,14136,10033,2396,4586,1593,11841,11679,11882,2495,2112,8952,2051,11962,13808,368,13541,14028,2703,14131,2702,13695,13834,9568,1597,3343,4355,3308,10669,3451,4575,4239,12672,13721,11223,2738,8361,11737,2228,2423,4565,1126,13831,14589,13831,14237,13390,13957,14090,2088,458,11125,1323,14038,532,4181,1534,13104,12177,1013,1056,13665,13651,1039,13718,13915,14030,12749,742
Elba Is,5343,1475,1215,3959,4041,6120,13370,4220,3659,13101,5439,12007,5369,12957,1338,1122,6880,3946,15278,12821,596,11841,12137,15164,5592,12035,12996,13075,3469,12947,3433,,5854,971,4398,1385,14527,15008,15393,3895,3706,12959,1350,4734,13945,14969,13849,15123,12056,15324,15398,15218,3636,5517,15087,13231,3877,15144,14896,12365,15279,15049,14314,11396,5378,1367,4574,13204,11856,13246,5477,5094,9129,4271,13325,15171,3641,14904,15391,958,15495,958,15058,15197,9746,4579,1190,1136,3229,12032,1720,1356,1020,13761,15084,12586,1977,8538,13101,5209,5405,1347,4107,15194,15952,15195,15600,14754,15320,15453,4794,3495,12489,4305,15402,3466,5794,4241,14467,13540,3821,3386,15028,15014,4027,15081,15279,15393,14113,3830
Escobar,6978,6570,4917,5594,1894,701,10252,5855,5901,9983,4492,8890,4439,9840,6465,5904,3784,5580,10883,7468,5921,8724,9019,11578,7226,8917,9598,9958,6109,9829,5663,5854,,5882,6033,6508,11211,11117,10809,6400,5340,7607,6477,1193,10827,11215,10731,11058,8938,11739,10815,11087,5338,7151,11448,10113,6382,11558,10964,9247,10884,9697,8962,8279,7012,6495,6209,10087,6504,10128,7112,6729,3777,7520,10208,11131,5987,11062,10808,5869,11285,5869,10993,11067,4393,6213,4757,6353,2671,8914,4369,6484,6268,8409,11445,9468,6370,3186,9983,6844,7040,6474,5742,11063,11186,11064,10904,11267,10879,11385,7681,5322,9371,5940,10818,6106,4306,7128,11151,10097,6606,4667,11054,11203,6633,11016,10884,10809,10986,6336
