from,Bintulu,Limassol,Mizushima,Tombak LNG Terminal,Fos - Cavaou LNG Terminal,Kitakyushu,Barcelona,Tangguh,Chiwan,Halifax,Malacca,Point Fortin,Otaru,Kushiro,Le Havre,Koper,Kagoshima,Quintero,Osaka,Kochi,Qalhat,Incheon,Quebec,Rotterdam,Khor al Zubair,Isle of Grain,Okinawa,Falconara,Ohgishima,Semarang,Hadera,Mossel Bay,Donghae,Bahrain,Cameron,Arzew,Shenzhen,Dalian,Zhangjiagang,Aliaga,Punta Europa,Guayama,Tobata,Wakayama,Nanao,Suez Canal,Seria,Lahad Datu,Zhuhai,Pointe-a-Pitre,Soyo,Pluto,Gioia Tauro,Luwuk,Shanghai,Rostock,Qinzhou,Vyborg,Port Qasim,Pecem,Guayanilla,Swinoujscie,Karwar - South Port,Lumut,Sabine Pass,Negishi,Cartagena,Joetsu,Kwangyang,Panigaglia,Qingdao,Rosignano LNG,Dragon,Hakodate,Shinminato,Lake Charles,Port Esquivel,New Plymouth,Yokohama,Coega,Niigata-Nishi,Kakinada,Escobar,Qinhuangdao,Pampa Melchorita,Balboa,Livorno,Sodegaura,Port Moresby,Costa Azul,Huelva,Rio Grande,Zeebrugge,Revithoussa,Kenai,Tianjin,Fujairah,Corpus Christi,Tripoli,Senboku,El Ferrol,Kitimat,Dar-es-Salaam,Northeast Gateway Deepwater Port,Cove Point,Marsa el Brega,Rosarito,Everett,Heibei,Acajutla,Paldiski,Yangshan,Sendai,Cai Mep,Hammerfest,Higashi-Ogishima,Fos Sur Mer,Lianyungang,Sakhalin,Salvador,Bonny,Karratha Gas Plant,Ortona,Mombasa,Fort de France,Map Ta Phut,Barrow Island,Soma,Mejillones,Canaport,Hatsukaichi,Pascagoula,Manzanillo,Mozambique Port,Niigata Higashi,Yuzhny,Jiangsu,AES Andres,Golden Pass,Brownsville,Dahej,Hainan,Gwangyang,Colon,Ningbo,Ashdod,Skikda,Cape Town,Bethioua,Yokkaichi,Sungai Udang,Sagunto,Dunkirk,Guanabara,Jorf Lasfar,Arun,Batangas,Dangjin,Pipavav,Boryeong,Drovyanoy,Bal Haf LNG,Hitachi,Trieste,Puerto Bahia,Gulf Gateway Deepwater Port,Tenerife,Haikou,Bilbao,Jebel Ali,Panama Canal,Krk Island,Tokyo Bay,Yangpu,Chittagong,Neptune,Yung An,Montevideo,Freeport,Taranto,Chita,Coos Bay,Marmara Ereglisi,Porto Empedocle,Taichung,Johore,Ennore,Fukuoko,Panjang,Guangdong,Nagasaki,Gibraltar,Himeji,Jakarta,Sao Francisco do Sul,Darwin,South Hook LNG,Futtsu,Talcahuano,Hachinohe,Dampier,Port Dolphin,Tabangao,Ras Laffan,Hazira,Ho Chi Min City,Altamira,Shimizu,Gladstone,Sakai,Klaipeda,Gangavaram,Jurong Marine Base - Singapore,Vladivostok,Malta,Karachi,Ambon,Kawagoe,Sakaide,Haldia,Teeside,Yanai,Pars LNG Terminal,Mundra,Holyhead,Brass,Port Said,Shtokman,Plaquemines,Abu Dhabi,Limerick,Sines,Ain Sokhna,Dabhol,Idku,Bahia Blanca,Oita,Aqaba,Dili,Tong Yong,Montoir,Kribi,Damietta,Port Arthur,Wilhelmshaven,Elba,Fujian,Samcheog,Prince Rupert,Suez,Mina Al Ahmadi,Bontang,Rovigo,Pyeongtaek
Mejillones,10489,10506,9482,11792,9293,9582,9115,9514,10598,9035,10871,7641,8987,8745,9468,10317,9638,625,9417,10082,11274,9995,9645,9672,12069,9654,9820,10212,9146,10177,10600,6108,9494,11866,9756,8854,10597,10130,10126,10241,7345,7999,9580,9385,9228,,10338,9939,10608,7728,6968,9216,9621,9551,10059,10369,10988,10955,11060,5945,8027,10399,10356,10343,9748,9144,8841,9195,9677,9477,10079,9471,9403,8913,9239,9761,8557,,9145,6237,9141,10653,3777,10248,700,2115,9461,9154,7904,4295,8600,3799,9609,10109,6557,10298,11479,9841,10629,9415,8939,5802,8093,9143,9195,9989,4319,9156,10270,2483,10793,10053,9000,10763,10799,9151,9296,10097,8765,5163,7311,9215,10142,8243,7664,11224,9186,9009,0,9176,9573,9622,3222,7534,9138,10768,10016,8175,9752,9813,10824,10784,9677,8703,10095,10609,9200,5874,8854,9276,10874,9002,9561,4483,8355,10620,10194,9955,10761,9928,11933,12058,9065,10319,8473,9644,7931,10785,9173,11663,,10275,9158,10857,11117,9143,10302,3635,9783,9877,9275,5158,10376,9517,10260,10748,10431,9756,10024,10567,9744,8601,9438,10143,4217,9101,9400,9145,856,8913,9219,9543,10194,11789,10744,10790,9844,9192,7170,9414,10594,10683,10761,9284,9586,11053,9156,9276,9474,11016,9875,9570,11781,10934,9504,7264,10511,11097,9606,11736,9392,8588,10638,10529,10412,3319,9546,10919,9198,9628,9265,7324,10488,9758,9905,9129,10320,9494,5838,10614,12015,10029,10302,9992
Canaport,11050,4884,13101,8032,3671,12960,3494,12400,11861,317,10296,2147,13684,13788,2870,4695,12821,8589,13126,8558,7492,13017,1141,3074,8308,3056,12500,4590,13323,10962,4979,7001,13104,8105,2323,3233,11860,13092,12750,4619,5058,1716,12958,13094,13372,,11147,11716,11852,,5413,11594,4000,12033,12683,3393,11796,3978,7820,3323,1732,3422,8268,11152,2315,13320,3219,13376,12899,3855,12976,3850,2649,13593,13383,2328,1844,11574,13322,7130,13415,9677,5905,13211,9721,11073,3839,13331,13179,12872,2910,5488,3011,4488,15116,13261,7703,2425,5008,13123,2642,14365,9097,273,822,4367,12895,294,13233,11388,3816,12609,13529,11043,3450,13327,3674,12988,13882,4092,4990,11593,4520,9247,,11176,11565,13512,9180,0,13053,2100,11907,8538,13424,5146,12753,1753,2318,2406,8072,11777,12899,2320,12582,4987,3579,6710,3232,13209,10298,3380,2963,4785,2890,9937,11767,12977,8000,12953,4580,6573,13419,4697,2203,2210,2755,11779,2854,7903,,4653,13334,11707,10141,274,12042,5764,2357,4255,13208,13722,4754,3896,12388,10465,9455,12862,10620,11874,12833,2979,13146,10754,5115,12169,2646,13322,8361,13682,11597,1988,11767,8029,8109,11070,2443,13250,13004,13123,3617,9707,10416,13446,3965,7804,12071,13209,13094,10040,3001,13011,8020,7901,2708,4924,4890,3744,2130,7976,2503,2757,5016,8125,4791,6172,12988,5297,11863,12944,2823,5125,4866,2325,3206,1122,12448,13104,14402,4992,8254,11739,4680,13014
Hatsukaichi,2290,8349,107,6281,9742,128,9746,2529,1449,12762,2762,13518,908,1006,11288,9459,302,9711,183,4514,5764,609,13139,11492,6558,11474,589,9354,523,3125,8298,8048,365,6355,14855,9840,1447,744,730,8765,10665,13459,126,195,587,,2138,2127,1459,13294,10069,3589,9444,2331,663,12189,1864,12775,5547,11944,13497,12219,4819,2143,14847,521,9847,591,308,9638,693,9603,11212,811,597,14860,14008,5020,522,7870,630,4228,11058,862,8968,8196,9618,531,3416,5435,10194,11081,11429,8754,3857,913,5968,14957,8408,182,10748,4476,8055,13097,13510,8944,5423,13111,884,7357,12613,657,741,2199,12707,527,9745,711,1106,11588,10689,3588,9285,8206,13349,2759,3627,724,9577,13035,0,14632,6445,7503,639,9314,621,13630,14851,14939,5299,1660,308,14403,705,8282,9488,8313,9839,407,2764,9816,11381,11522,10316,3126,1569,569,5236,543,13841,6548,631,9461,14184,14743,10791,1661,10982,6152,,9417,534,1733,4163,13098,1150,10917,14890,9089,406,4749,8922,9165,955,2638,4224,340,3243,1412,288,10070,158,3159,11498,3058,11209,522,9663,894,3592,14521,1569,6278,5219,2226,14975,452,3956,182,12414,4205,2651,690,9081,5540,2567,407,99,4224,11695,59,6270,5420,11308,10674,8144,13005,14663,6225,11295,10353,8040,5005,8303,10600,95,7987,2685,274,11074,10607,8195,14857,11725,13770,1005,365,4291,8041,6504,2408,9445,606
Pascagoula,12645,6479,14696,9627,5266,14554,5088,13995,13456,2134,11890,2109,15279,15383,4639,6290,14416,9031,14720,10152,9087,14612,2949,4843,9903,4825,14095,6185,14918,12557,6574,7660,14699,9700,475,4827,13455,14687,14345,6214,6070,1702,14552,14689,14967,,12742,13311,13447,1976,6426,12534,5594,13628,14277,5247,13391,5832,9414,3711,1668,5276,9863,12747,467,14915,4814,14971,14494,5450,14571,5444,4431,15188,14977,480,1121,12016,14917,7789,15010,11272,6347,14805,10163,11515,5434,14926,14254,13314,4505,5930,4780,6082,15558,14856,9298,593,6603,14718,4350,14807,9756,1935,1578,5962,13338,1949,14827,11830,5670,14203,15124,12638,5225,14922,5269,14583,15477,4534,6003,12533,6115,9907,2014,12771,12504,15106,9622,2098,14648,0,12350,9198,15019,6741,14348,1514,470,613,9667,13372,14494,1422,14177,6582,5173,7373,4827,14804,11893,4975,4732,5227,4440,11532,13362,14571,9595,14547,6355,8168,15014,6292,1444,363,4177,13374,4575,9497,,6248,14929,13301,11736,1936,13637,6206,515,5850,14803,14164,6349,5491,13983,12060,11050,14457,12215,13469,14428,4574,14741,12349,5557,13501,4428,14916,8803,15277,12537,402,13362,9623,9704,12665,739,14845,13446,14717,5472,11302,12011,15041,5559,9399,13662,14804,14688,11635,4855,14605,9615,9496,4490,5937,6485,5520,199,9570,4278,4377,6611,9720,6385,6614,14582,6892,13351,14539,4574,6138,6461,477,5061,1131,14043,14699,14844,6587,9849,13334,6275,14609
Manzanillo,8384,13233,6350,12452,12020,6406,11843,7776,7647,11762,8933,10368,5797,5555,12195,13044,6517,3638,6285,10685,11934,6819,12372,12400,12729,12382,6762,12939,6002,8804,13328,8836,6319,12526,12484,11582,7646,6955,6950,12968,10073,10726,6404,6253,6053,,8232,,7657,10456,9695,8827,12349,7915,6883,13097,8061,13683,11718,8673,10754,13126,10990,8237,12476,5999,11569,6020,6501,12205,6903,12199,12131,5737,6063,12489,11284,,6001,8964,5966,10399,6505,7073,2557,1767,12188,6009,6772,1105,11328,6527,12336,12837,3367,7123,12139,12569,13357,6282,11667,2611,10820,11870,11922,12717,1128,11884,7095,932,13520,6878,5810,8374,13527,6006,12024,6922,5575,7891,10038,8826,12870,10971,10392,8935,8870,5819,3222,11904,6440,12350,0,10262,5963,13495,6840,10903,12479,12540,11470,7856,6501,11430,6930,13337,11928,8601,11581,6132,8935,11730,12288,7211,11082,9296,7726,6779,11407,6753,14660,12718,5875,13046,11201,12371,10659,7858,11901,12323,,13002,6013,7930,10334,11871,7349,6363,12510,12604,6130,1968,13104,12245,7170,8809,10395,6635,9109,7612,6520,11328,6305,9002,6944,8010,12128,6000,3789,5722,8830,12271,7726,12449,11390,8402,12572,6047,6664,6282,13322,10376,8822,6094,12314,11711,7966,6132,6342,10395,12603,6438,12441,11591,12232,9992,13239,13824,12334,12396,12119,11316,13365,11175,13140,6047,6415,13647,8084,6453,11993,10051,13215,12486,12632,11856,7220,6319,2648,13342,12675,8126,13030,6817
Mozambique Port,5508,7556,7558,5489,7659,7417,7482,6073,6318,8331,4753,7213,8141,8245,7855,8667,7279,6943,7583,,4971,7474,8834,8059,5766,8042,6957,8562,7780,4764,7506,1623,7561,5563,9328,7221,6317,7550,7207,7973,4237,7570,7415,7551,7829,,5604,5795,6309,7300,3642,,7988,5706,7140,8757,6253,9342,4757,5517,7598,8786,,5610,9320,7778,7207,7833,7356,7843,7434,7838,7780,8050,7840,9333,8128,7138,7780,1445,7872,4351,5527,7668,8075,9427,7827,7788,6678,11226,6966,5287,7996,7962,11102,7718,5176,9413,7616,7581,7316,11721,,8557,8700,8152,11249,8571,7690,9742,9180,7066,7986,5500,9242,7785,7662,7445,8339,5161,4262,,8492,715,7236,5633,4669,7969,7534,8531,7510,9194,10261,0,7882,8521,7210,7747,9323,9385,4521,6235,7356,8274,7040,7489,7567,1886,7220,7666,4756,7368,7948,5095,6721,4395,6225,7434,4458,7410,10376,5755,7876,8669,8045,9215,6309,6236,7549,5360,,8625,7792,6164,4815,8558,6500,5385,9354,8243,7665,11994,8130,7884,6846,4923,4129,7319,4437,6331,7291,6967,7604,4556,5270,5648,7776,7779,6715,8139,,9113,6225,5486,4441,5527,9416,7708,7018,7580,8982,4381,4873,7903,7952,4750,5733,7667,7551,4714,8263,7468,5478,4631,7876,4247,7351,9540,9178,5433,7831,6956,7247,4226,7511,5537,7445,7195,5422,7401,7642,4180,7403,9330,8292,8691,6905,7561,11536,7249,5712,5491,8652,7471
Niigata Higashi,2671,8720,691,6653,10113,517,10118,3038,1820,13133,3133,13890,384,441,11659,9831,811,9425,768,4885,6135,942,13510,11864,6930,11846,1055,9726,769,3492,8669,8419,,6727,15226,10212,1819,1077,1073,9137,11036,13830,515,779,125,,2520,2522,1830,13665,10441,4051,9815,2835,1006,12561,2235,13147,5919,12316,13868,12590,5191,2525,15219,766,10218,75,624,10010,1026,9974,11584,246,130,15232,14379,5461,768,8241,14,4599,11285,1195,8491,7717,9990,777,3896,4940,10565,11307,11800,9126,3317,1245,6339,15329,8780,767,11120,3936,8427,13469,13881,9315,4928,13482,1217,6875,12984,999,516,2570,13079,773,10116,1044,603,11960,11060,4050,9656,8577,13720,3130,4067,525,9138,13406,639,15003,5963,7875,0,9685,963,14001,15222,15310,5670,2031,624,14774,1047,8653,9860,8685,10211,902,3136,10187,11752,11894,10688,3497,1951,902,5608,876,14212,6919,603,9833,14555,15114,11163,2033,11354,6524,,9789,780,2105,4535,13469,1522,11144,15261,9460,901,4229,9294,9536,1305,3010,4595,687,3615,1784,634,10442,743,3525,11725,3561,11581,767,9465,338,4054,14892,1951,6650,5591,2597,15347,818,4412,766,12786,4577,3023,474,9452,5912,3071,902,684,4596,12067,594,6641,5792,11680,11046,8515,13377,15034,6597,11667,10725,8411,5376,8675,10827,595,8359,3189,577,11446,10979,8567,15229,12096,14141,1349,,3751,8413,6875,2848,9816,939
Yuzhny,7330,1109,9381,4311,1853,9239,1858,8680,8140,4874,6575,5630,9963,10067,3400,1541,9101,10181,9405,4837,3771,9296,5251,3604,4588,3586,8779,1436,9603,7241,1224,7605,9383,4385,6967,1952,8139,9372,9029,635,5634,5571,9237,9374,9652,,7426,7996,8132,5405,5990,7873,1556,8312,8962,4301,8075,4887,4099,5209,5609,4331,4548,7432,6959,9600,1958,9656,9178,1750,9256,1715,3324,9872,9662,6972,6119,11140,9602,7733,9694,5956,7511,9490,11313,12665,1730,9610,9458,14464,2306,7094,3541,738,12924,9540,3983,7069,1233,9403,2860,13543,9084,5209,5621,1200,14487,5223,9512,12980,4725,8888,9809,7322,4819,9607,1856,9268,10161,5705,5567,7872,1366,9234,5461,7455,7844,9791,10772,5147,9332,6744,13499,8531,9704,0,9032,5742,6962,7050,4351,8057,9178,6514,8862,1240,1600,7290,1951,9489,6578,1928,3493,6391,2428,6217,8047,9256,4279,9232,5953,2853,9698,1543,6296,6855,2903,8058,3094,4182,,1499,9614,7986,6420,5210,8322,7369,7002,1171,9487,13816,416,1277,8668,6745,5735,9141,6900,8153,9113,2182,9426,7033,6721,8449,3321,9601,9953,9961,7876,6633,8047,4308,4388,7350,7087,9530,10503,9402,4526,5987,6695,9725,1198,4084,8350,9489,9373,6319,3807,9290,4300,4180,3420,5501,1169,5117,6774,4255,3407,2465,1295,4404,1113,7778,9267,1577,8143,9223,3186,5701,1149,6969,3837,5882,8727,9383,13358,1272,4534,8019,1526,9293
Jiangsu,2008,8048,673,5981,9441,499,9446,2524,1148,12462,2462,13218,1223,1318,10988,9159,538,10166,749,4214,5464,429,12839,11192,6258,11174,575,9054,1037,2820,7998,7748,622,6055,14555,9540,1147,480,287,8465,10364,13159,497,761,911,,1857,1860,1159,12993,9769,3388,9144,2264,220,11889,1564,12475,5247,11644,13197,11919,4519,1862,14547,1034,9547,915,409,9338,364,9303,10912,1123,921,14560,13708,5248,1036,7570,953,3928,11308,599,9368,8595,9318,1044,3591,5817,9894,11331,11129,8454,4195,649,5668,14657,8108,749,10448,4814,7755,12797,13210,8644,5805,12811,621,7752,12313,216,1255,1898,12407,1041,9445,376,1401,11288,10389,3387,8985,7906,13049,2459,3405,1237,10016,12735,620,14332,6840,7203,963,9014,0,13330,14550,14639,4999,1359,409,14103,317,7982,9188,8013,9539,921,2464,9516,11081,11222,10016,2826,1288,,4936,,13541,6247,1144,9161,13884,14443,10491,1361,10682,5852,,9117,1048,1433,3863,12798,850,11167,14590,8789,920,5106,8622,8865,597,2338,3924,470,2943,1112,432,9770,724,2854,11397,2991,10909,1035,10093,1215,3391,14221,1288,5978,4919,1926,14675,965,4134,748,12114,3905,2351,964,8781,5240,2500,921,665,3924,11395,576,5970,5120,11008,10374,7844,12705,14363,5925,10995,10053,7740,4705,8003,10850,577,7687,2618,462,10774,10307,7895,14557,11425,13470,633,622,4628,7741,6204,2185,9144,
AES Andres,11643,5476,13694,8624,4264,13552,4086,12595,12453,1700,10888,692,14276,14380,3846,5287,13414,7584,13718,9150,8085,13609,2473,4050,8901,4032,13093,5182,13916,11361,5571,6213,13696,8698,1648,3825,12452,13685,13342,5212,4735,214,13550,13687,13965,,11739,12309,12445,509,5078,11087,4592,12227,13275,4531,12389,5117,8412,2265,180,4560,8861,11745,1640,13913,3812,13969,13491,4448,13569,4442,3659,14185,13975,1653,467,10569,13915,6342,14007,10269,4901,13803,8716,10068,4432,13923,12807,11867,3507,4483,3987,5080,14111,13853,8296,1733,5600,13716,3460,13360,8309,1589,1400,4960,11891,1602,13825,10383,4954,13201,14122,11635,4597,13920,4267,13581,14474,3087,4668,11086,5113,8460,,11768,11057,14104,8175,1752,13645,1514,10903,7751,14017,5738,13345,0,1643,1704,8664,12370,13491,811,13175,5580,4171,5926,3825,13802,10891,3973,3939,3780,3400,10530,12360,13569,8592,13545,5727,7166,14011,5289,620,1535,3074,12371,3691,8495,,5245,13927,12299,10733,1589,12635,4759,1674,4847,13800,12717,5347,4488,12981,11058,10048,13455,11034,12466,13426,3572,13739,11153,4110,12054,3656,13914,7356,14274,11090,1443,12360,8621,8701,11663,1736,13843,11999,13715,4756,10300,11009,14038,4557,8397,12215,13802,13686,10632,4139,13603,8613,8493,3720,4602,5482,4892,1498,8568,3541,3399,5608,8717,5383,5167,13580,5890,11904,13536,3742,4802,5458,1650,4283,1199,13041,13696,13397,5585,8847,12013,5273,13606
Golden Pass,12864,6697,14915,9845,5485,14773,5307,14171,13674,2352,12109,2238,15497,15601,4858,6508,14635,9161,14939,10371,9306,14830,3167,5062,10122,5044,14314,6403,15137,12776,6792,7790,14917,9919,65,5046,13673,14906,14563,6433,6289,1831,14771,14908,15186,,12960,13530,13666,2115,6644,12663,5813,13804,14496,5465,13610,6051,9633,3840,1798,5495,10082,12966,3,15134,5033,15190,14712,5669,14790,5663,4649,15406,15196,70,1250,12146,15136,7918,15228,11490,6477,15024,10293,11644,5653,15144,14383,13443,4724,6059,4999,6301,15687,15074,9517,246,6821,14937,4569,14936,9886,2154,1797,6181,13467,2168,15046,11959,5889,14422,15343,12856,5444,15141,5488,14802,15695,4664,6222,12662,6334,10036,2143,12990,12633,15325,9752,2317,14866,470,12479,9327,15238,6959,14566,1643,0,350,9886,13591,14712,1551,14396,6801,5392,7502,5046,15023,12112,5194,4951,5356,4659,11751,13581,14790,9813,14766,6574,8387,15232,6510,1574,138,4396,13592,4794,9716,,6466,15148,13520,11954,2155,13856,6335,119,6068,15021,14293,6568,5709,14202,12279,11269,14676,12434,13688,14647,4793,14960,12567,5686,13631,4646,15135,8933,15495,12666,693,13581,9842,9922,12884,515,15064,13575,14936,5690,11521,12230,15259,5778,9618,13791,15023,14907,11853,5074,14824,9834,9715,4709,6156,6703,5738,386,9789,4497,4596,6829,9938,6604,6743,14801,7111,13480,14758,4793,6356,6680,6,5279,1350,14262,14917,14973,6806,10068,13553,6494,14828
Brownsville,12952,6785,15003,9933,5573,14861,5395,14232,13763,2440,12197,2300,15585,15689,4946,6597,14723,9222,15027,10459,9394,14918,3256,5150,10210,5132,14402,6492,15225,12864,6880,7851,15005,10007,379,5134,13761,14994,14651,6521,6377,1893,14859,14996,15274,,13049,13618,13754,2176,6732,12725,5901,13865,14584,5554,13698,6139,9721,3902,1859,5583,10170,13054,346,15222,5121,15278,14801,5757,14878,5751,4738,15494,15284,385,1311,12207,15224,7980,15317,11578,6538,15112,10354,11705,5741,15232,14445,13504,4812,6120,5087,6389,15749,15162,9605,218,6909,15025,4657,14998,9947,2242,1885,6269,13528,2256,15134,12021,5977,14510,15431,12944,5532,15229,5576,14890,15783,4725,6310,12724,6422,10097,2204,13078,12694,15413,9813,2405,14954,613,12540,9388,15326,7048,14654,1704,349,0,9974,13679,14801,1612,14484,6889,5480,7563,5134,15111,12200,5282,5039,5418,4747,11839,13669,14878,9902,14854,6662,8475,15320,6599,1635,320,4484,13681,4882,9804,,6555,15236,13608,12042,2243,13944,6396,276,6157,15109,14354,6656,5797,14290,12367,11357,14764,12522,13776,14735,4881,15048,12656,5748,13692,4734,15223,8994,15583,12728,823,13669,9930,10011,12972,291,15152,13637,15024,5778,11609,12318,15347,5866,9706,13852,15111,14995,11941,5162,14912,9922,9803,4797,6244,6791,5826,529,9877,4585,4684,6918,10027,6692,6805,14889,7199,13541,14846,4881,6444,6768,356,5367,1438,14350,15005,15034,6894,10156,13641,6582,14916
Dahej,3308,3375,5359,1287,4768,5217,4773,4658,4119,7788,2553,8545,5941,6045,6314,4485,5079,10236,5383,811,784,5274,8165,6518,1563,6501,4758,4380,5581,3219,3324,5068,5361,1360,9881,4867,4117,5350,5007,3792,7682,8485,5215,5352,5630,,3405,3974,4110,8320,7087,3851,4470,4290,4940,7216,4054,7801,501,8123,8523,7245,,3410,9874,5578,4873,5634,5157,4664,5234,4629,6239,5850,5640,9887,9034,7118,5580,4890,5673,1934,8972,5468,11368,12719,4644,5588,5436,10479,5220,8732,6455,3781,8902,5518,977,9984,3435,5381,5775,9521,5076,8124,8536,3970,10467,8137,5490,12393,7639,4866,5787,3300,7734,5585,4771,5246,6139,8606,7707,3850,4311,,8375,3434,3822,5769,10827,8061,5310,9658,11481,4524,5682,4340,5010,8656,9877,9965,0,4035,5157,9429,4840,3308,4515,5331,4865,5467,2556,4842,6407,8540,5342,2195,4025,5234,,5210,8867,1574,5676,4487,9210,9769,5817,4037,6008,1157,,4443,5592,3964,2398,8124,4300,8831,9916,4115,5465,9794,3948,4191,4646,2723,1713,5120,2878,4132,5091,5097,5404,3011,8715,4427,6235,5579,10008,5939,3854,9547,4025,1283,232,3328,10002,5508,6481,5380,7441,1965,2674,5703,4107,494,4328,5467,5351,2297,6722,5268,1275,369,6335,7692,3170,8032,9689,1230,6321,5379,3066,331,3330,8983,5245,3014,4121,5202,6101,7625,3222,9883,6751,8796,4706,5361,9336,3068,1509,3997,4471,5272
Hainan,1138,7056,1691,4989,8449,1550,8454,2190,274,11470,1470,12226,2274,2378,9996,8167,1411,10454,1725,3221,4471,1607,11846,10200,5266,10182,1109,8062,1933,1880,7006,6756,1694,5063,13563,8548,273,1682,1340,7473,9372,12166,1548,1694,1962,,1091,1323,265,12001,8777,2852,8151,1918,1273,10897,233,11483,4255,10652,12204,10927,3527,1097,13555,1931,8554,1966,1489,8346,1566,8311,9920,2183,1973,13568,12715,5319,1932,6577,2005,2936,10659,1801,10323,9587,8326,1941,3412,6831,8902,10422,10137,7462,5254,1851,4676,13665,7116,1723,9456,5873,6763,11805,12217,7652,6818,11819,1823,8751,11321,1199,2139,901,11415,1938,8452,1578,2472,10296,9397,2851,7992,6913,12057,1462,2869,2122,10767,11742,1643,13340,7839,6211,2014,8021,1343,12338,13558,13646,4007,0,1489,13110,1172,6989,8196,7021,8547,1818,1472,8524,10089,10230,9024,1833,763,1567,3944,1542,12549,5255,2029,8169,12891,13450,9499,30,9690,4860,,8125,1945,102,2871,11806,579,10518,13597,7796,1817,6147,7630,7873,978,1346,2932,1452,2002,294,1423,8778,1743,1913,10405,2644,9917,1932,10267,2275,2855,13228,763,4986,3927,929,13683,1859,4173,1722,11122,2913,1359,2036,7789,4248,2153,1818,1684,2931,10403,1601,4978,4128,10016,9382,6851,11713,13370,4933,10003,9061,6748,3712,7011,10670,1578,6695,2272,1534,9782,9315,6903,13565,10433,12478,1038,1694,5688,6749,5212,1649,8152,1604
Gwangyang,2147,8195,361,6127,9588,186,9592,2549,1295,12608,2608,13364,911,979,11134,9305,327,9912,437,4360,5610,386,12985,11338,6404,11320,549,9200,737,2966,8144,7894,283,6201,14701,9686,1293,521,519,8611,10510,13305,184,449,577,,1995,1997,1305,13140,9915,3526,9290,2329,452,12035,1710,12621,5393,11790,13343,12065,4665,2000,14693,735,9693,580,0,9484,469,9449,11058,785,587,14706,13854,5155,736,7716,615,4074,11215,639,9030,8256,9464,745,3521,5478,10040,11238,11275,8600,3856,689,5814,14803,8254,437,10594,4475,7901,12943,13356,8790,5467,12957,661,7413,12459,446,955,2045,12553,742,9591,488,1063,11434,10535,3525,9131,8052,13195,2605,3542,938,9677,12881,308,14478,6501,7349,624,9160,409,13476,14697,14785,5145,1506,0,14249,498,8128,9334,8159,9685,622,2610,9662,11227,11368,10162,2972,1426,346,5082,319,13687,6394,845,9307,14030,14589,10637,1507,10828,5998,,9263,749,1579,4009,12944,996,11074,14736,8935,620,4768,8768,9011,766,2484,4070,227,3089,1258,174,9916,412,3000,11543,3055,11055,736,9854,877,3529,14367,1426,6124,5065,2072,14821,666,4064,436,12260,4051,2497,626,8927,5386,2565,622,353,4070,11541,264,6116,5266,11154,10520,7990,12851,14509,6071,11141,10199,7886,4851,8149,10757,264,7833,2683,123,10920,10453,8041,14703,11571,13616,808,283,4290,7887,6350,2323,9291,383
Colon,12413,6247,14464,9395,5034,14323,4856,13119,13224,2323,11659,1178,15047,15151,4616,6058,14184,8108,14489,9921,8855,14380,3091,4820,9671,4803,13863,5953,14686,11885,6342,6737,14467,9468,1556,4596,13223,14455,14113,5982,5355,957,14320,14457,14735,,12510,12841,13215,1176,5674,11611,5363,12751,14046,5257,13159,5842,9183,2788,927,5286,9631,12515,1548,14683,4582,14739,14262,5218,14339,5213,4430,14956,14745,1561,544,11093,14685,6866,14778,11040,5425,14573,9240,10592,5202,14694,13331,12391,4277,5007,4757,5850,14635,14624,9066,1641,6371,14486,4230,13884,8834,2156,1869,5730,12415,2169,14595,10907,5680,13971,14892,12406,5317,14690,5037,14351,15245,3612,5288,11610,5883,8984,1159,12539,11581,14875,8699,2318,14416,1422,11427,8275,14787,6509,14116,809,1551,1612,9435,13140,14262,0,13945,6350,4941,6450,4595,14572,11661,4743,4709,4304,4166,11300,13130,14340,9363,14315,6447,7936,14782,6060,273,1443,3823,13142,4461,9265,,6016,14697,13070,11504,2156,13405,5283,1582,5618,14571,13241,6117,5259,13751,11828,10818,14225,11558,13237,14196,4342,14509,11677,4634,12579,4427,14685,7881,15045,11614,1351,13130,9391,9472,12433,1644,14613,12523,14485,5481,11070,11779,14809,5327,9167,12739,14572,14456,11403,4865,14374,9383,9264,4490,5222,6253,5612,1406,9338,4303,4169,6379,9488,6153,5691,14350,6660,12428,14307,4512,5422,6229,1558,5053,1565,13811,14467,13921,6355,9617,12537,6043,14377
