name,location.name,location.otherNames,capabilities,location.timeZone,loadDuration,dischargeDuration,cvValue,defaultStartTime,allowCooldown,defaultWindowSize,location.country,location.lat,location.lon,location.kind,kind,location.mmxId
Nagasaki,Nagasaki,,DISCHARGE,Asia/Tokyo,24,24,22.8,7,FALSE,7,Japan,0,0,Location,Port,L_JP_Nagas
Gibraltar,Gibraltar,,DISCHARGE,Europe/Gibraltar,24,24,22.8,7,FALSE,7,Gibraltar,0,0,Location,Port,L_GI_Gibra
Himeji,Himeji,,DISCHARGE,Asia/Tokyo,24,24,22.8,7,FALSE,7,Japan,0,0,Location,Port,L_JP_Himej
Jakarta,Jakarta,,DISCHARGE,Asia/Jakarta,24,24,22.8,7,FALSE,7,Indonesia,0,0,Location,Port,L_ID_Jakar
Darwin,Darwin,,LOAD,Australia/Darwin,24,24,22.8,7,FALSE,7,Australia,0,0,Location,Port,L_AU_Darwi
South Hook LNG,South Hook LNG,,DISCHARGE,Europe/London,24,24,22.8,7,FALSE,7,United Kingdom,0,0,Location,Port,L_GB_South
Krk Island,Krk Island,,DISCHARGE,Europe/Zagreb,24,24,22.8,7,FALSE,7,Croatia,0,0,Location,Port,L_HR_KrkIs
Talcahuano,Talcahuano,,DISCHARGE,America/Santiago,24,24,22.8,7,FALSE,7,Chile,0,0,Location,Port,L_CL_Talca
Hachinohe,Hachinohe,,DISCHARGE,Asia/Tokyo,24,24,22.8,7,FALSE,7,Japan,0,0,Location,Port,L_JP_Hachi
Dampier,Dampier,,DISCHARGE,Australia/Perth,24,24,22.8,7,FALSE,7,Australia,0,0,Location,Port,L_AU_Dampi
Elba,Elba,,DISCHARGE,America/New_York,24,24,22.8,7,FALSE,7,United States,0,0,Location,Port,L_US_Elba
Tabangao,Tabangao,,DISCHARGE,Asia/Manila,24,24,22.8,7,FALSE,7,Philippines,0,0,Location,Port,L_PH_Taban
Ras Laffan,Ras Laffan,,LOAD,Asia/Qatar,24,24,22.8,7,FALSE,7,Qatar,0,0,Location,Port,L_QA_RasLa
Hazira,Hazira,,DISCHARGE,Asia/Calcutta,24,24,22.8,7,FALSE,7,India,0,0,Location,Port,L_IN_Hazir
Ho Chi Min City,Ho Chi Min City,,DISCHARGE,Asia/Ho_Chi_Minh,24,24,22.8,7,FALSE,7,Vietnam,0,0,Location,Port,L_VN_HoChi
Altamira,Altamira,,DISCHARGE,America/Mexico_City,24,24,22.8,7,FALSE,7,Mexico,0,0,Location,Port,L_MX_Altam
Shimizu,Shimizu,,DISCHARGE,Asia/Tokyo,24,24,22.8,7,FALSE,7,Japan,0,0,Location,Port,L_JP_Shimi
Gladstone,Gladstone,,LOAD,Australia/Brisbane,24,24,22.8,7,FALSE,7,Australia,0,0,Location,Port,L_AU_Glads
Suez,Suez,,DISCHARGE,Africa/Cairo,24,24,22.8,7,FALSE,7,Egypt,0,0,Location,Port,L_CP_Suez
Gangavaram,Gangavaram,,DISCHARGE,Asia/Kolkata,24,24,22.8,7,FALSE,7,India,0,0,Location,Port,L_IN_Ganga
Jurong Marine Base - Singapore,Jurong Marine Base - Singapore,,DISCHARGE,Asia/Singapore,24,24,22.8,7,FALSE,7,Singapore,0,0,Location,Port,L_SG_Juron
Yung An,Yung An,,DISCHARGE,Asia/Taipei,24,24,22.8,7,FALSE,7,Taiwan,0,0,Location,Port,L_TW_YungA
Vladivostok,Vladivostok,,DISCHARGE,Asia/Vladivostok,24,24,22.8,7,FALSE,7,Russian Federation,0,0,Location,Port,L_RU_Vladi
Malta,Malta,,DISCHARGE,Europe/Malta,24,24,22.8,7,FALSE,7,Malta,0,0,Location,Port,L_MT_Malta
Osaka,Osaka,,DISCHARGE,Asia/Tokyo,24,24,22.8,7,FALSE,7,Japan,0,0,Location,Port,L_JP_Osaka
Ambon,Ambon,,DISCHARGE,Asia/Jayapura,24,24,22.8,7,FALSE,7,Indonesia,0,0,Location,Port,L_ID_Ambon
Kawagoe,Kawagoe,,DISCHARGE,Asia/Tokyo,24,24,22.8,7,FALSE,7,Japan,0,0,Location,Port,L_JP_Kawag
Sakaide,Sakaide,,DISCHARGE,Asia/Tokyo,24,24,22.8,7,FALSE,7,Japan,0,0,Location,Port,L_JP_Sakai2
Teeside,Teeside,,DISCHARGE,Europe/London,24,24,22.8,7,FALSE,7,United Kingdom,0,0,Location,Port,L_GB_Teesi
Yanai,Yanai,,DISCHARGE,Asia/Tokyo,24,24,22.8,7,FALSE,7,Japan,0,0,Location,Port,L_JP_Yanai
Ortona,Ortona,,DISCHARGE,Europe/Rome,24,24,22.8,7,FALSE,7,Italy,0,0,Location,Port,L_IT_Orton
Pars LNG Terminal,Pars LNG Terminal,,DISCHARGE,Asia/Tehran,24,24,22.8,7,FALSE,7,Iran,0,0,Location,Port,L_IR_ParsL
Mundra,Mundra,,DISCHARGE,Asia/Kolkata,24,24,22.8,7,FALSE,7,India,0,0,Location,Port,L_IN_Mundr
Holyhead,Holyhead,,DISCHARGE,Europe/London,24,24,22.8,7,FALSE,7,United Kingdom,0,0,Location,Port,L_GB_Holyh
Brass,Brass,,LOAD,Africa/Lagos,24,24,22.8,7,FALSE,7,Nigeria,0,0,Location,Port,L_NG_Brass
Port Said,Port Said,,DISCHARGE,Africa/Cairo,24,24,22.8,7,FALSE,7,Egypt,0,0,Location,Port,L_CP_PortS
Joetsu,Joetsu,,DISCHARGE,Asia/Kuching,24,24,22.8,7,FALSE,7,Japan,0,0,Location,Port,L_JP_Joets
Shtokman,Shtokman,,DISCHARGE,Europe/Moscow,24,24,22.8,7,FALSE,7,Russian Federation,0,0,Location,Port,L_RU_Shtok
Sakhalin,Sakhalin,,LOAD,Asia/Vladivostok,24,24,22.8,7,FALSE,7,Russian Federation,0,0,Location,Port,L_RU_Sakha
Abu Dhabi,Abu Dhabi,,DISCHARGE,Asia/Dubai,24,24,22.8,7,FALSE,7,United Arab Emirates,0,0,Location,Port,L_AE_AbuDh
Limerick,Limerick,,DISCHARGE,Europe/Dublin,24,24,22.8,7,FALSE,7,Ireland,0,0,Location,Port,L_IE_Limer
Sines,Sines,,DISCHARGE,Europe/Madrid,24,24,22.8,7,FALSE,7,Portugal,0,0,Location,Port,L_PT_Sines
Ain Sokhna,Ain Sokhna,,DISCHARGE,Africa/Cairo,24,24,22.8,7,FALSE,7,Egypt,0,0,Location,Port,L_EG_AinSo
Dabhol,Dabhol,,DISCHARGE,Asia/Calcutta,24,24,22.8,7,FALSE,7,India,0,0,Location,Port,L_IN_Dabho
Idku,Idku,,DISCHARGE,Asia/Kuwait,24,24,22.8,7,FALSE,7,Egypt,0,0,Location,Port,L_EG_Idku
Bahia Blanca,Bahia Blanca,,DISCHARGE,America/Buenos_Aires,24,24,22.8,7,FALSE,7,Argentina,0,0,Location,Port,L_AR_Bahia
Skikda,Skikda,,LOAD,Africa/Algiers,24,24,22.8,7,FALSE,7,Algeria,0,0,Location,Port,L_DZ_Skikd
Yokkaichi,Yokkaichi,,DISCHARGE,Asia/Tokyo,24,24,22.8,7,FALSE,7,Japan,0,0,Location,Port,L_JP_Yokka
Dili,Dili,,DISCHARGE,Asia/Dili,24,24,22.8,7,FALSE,7,East Timor,0,0,Location,Port,L_TP_Dili
Tong Yong,Tong Yong,,DISCHARGE,Asia/Seoul,24,24,22.8,7,FALSE,7,South Korea,0,0,Location,Port,L_KR_TongY
Montoir,Montoir,,DISCHARGE,Europe/Paris,24,24,22.8,7,FALSE,7,France,0,0,Location,Port,L_FR_Monto
Kribi,Kribi,,DISCHARGE,Africa/Douala,24,24,22.8,7,FALSE,7,Cameroon,0,0,Location,Port,L_CM_Kribi
Damietta,Damietta,,DISCHARGE,Africa/Cairo,24,24,22.8,7,FALSE,7,Egypt,0,0,Location,Port,L_EG_Damie
Port Arthur,Port Arthur,,DISCHARGE,America/Chicago,24,24,22.8,7,FALSE,7,United States,0,0,Location,Port,L_US_PortA
Mina Al Ahmadi,Mina Al Ahmadi,,DISCHARGE,Asia/Kuwait,24,24,22.8,7,FALSE,7,Kuwait,0,0,Location,Port,L_KW_MinaA
Wilhelmshaven,Wilhelmshaven,,DISCHARGE,Europe/Berlin,24,24,22.8,7,FALSE,7,Germany,0,0,Location,Port,L_DE_Wilhe
Port Dolphin,Port Dolphin,,DISCHARGE,America/New_York,24,24,22.8,7,FALSE,7,United States,0,0,Location,Port,L_US_PortD
Fujian,Fujian,,DISCHARGE,Asia/Shanghai,24,24,22.8,7,FALSE,7,China,0,0,Location,Port,L_CN_Fujia
Samcheog,Samcheog,,DISCHARGE,Asia/Seoul,24,24,22.8,7,FALSE,7,South Korea,0,0,Location,Port,L_KR_Samch
Pyeongtaek,Pyeongtaek,,DISCHARGE,Asia/Seoul,24,24,22.8,7,FALSE,7,South Korea,0,0,Location,Port,L_KR_Pyeon
Livorno,Livorno,,DISCHARGE,Europe/Rome,24,24,22.8,7,FALSE,7,Italy,0,0,Location,Port,L_IT_Livor
Bontang,Bontang,,LOAD,Asia/Makassar,24,24,22.8,7,FALSE,7,Indonesia,0,0,Location,Port,L_ID_Bonta
Rovigo,Rovigo,,DISCHARGE,Europe/Rome,24,24,22.8,7,FALSE,7,Italy,0,0,Location,Port,L_IT_Rovig
Prince Rupert,Prince Rupert,,DISCHARGE,America/Vancouver,24,24,22.8,7,FALSE,7,Canada,0,0,Location,Port,L_CA_Princ
