from,Bintulu,Limassol,Mizushima,Tombak LNG Terminal,Fos - Cavaou LNG Terminal,Kitakyushu,Barcelona,Tangguh,Chiwan,Halifax,Malacca,Point Fortin,Otaru,Kushiro,Le Havre,Koper,Kagoshima,Quintero,Osaka,Kochi,Qalhat,Incheon,Quebec,Rotterdam,Khor al Zubair,Isle of Grain,Okinawa,Falconara,Ohgishima,Semarang,Hadera,Mossel Bay,Donghae,Bahrain,Cameron,Arzew,Shenzhen,Dalian,Zhangjiagang,Aliaga,Punta Europa,Guayama,Tobata,Wakayama,Nanao,Suez Canal,Seria,Lahad Datu,Zhuhai,Pointe-a-Pitre,Soyo,Pluto,Gioia Tauro,Luwuk,Shanghai,Rostock,Qinzhou,Vyborg,Port Qasim,Pecem,Guayanilla,Swinoujscie,Karwar - South Port,Lumut,Sabine Pass,Negishi,Cartagena,Joetsu,Kwangyang,Panigaglia,Qingdao,Rosignano LNG,Dragon,Hakodate,Shinminato,Lake Charles,Port Esquivel,New Plymouth,Yokohama,Coega,Niigata-Nishi,Kakinada,Escobar,Qinhuangdao,Pampa Melchorita,Balboa,Livorno,Sodegaura,Port Moresby,Costa Azul,Huelva,Rio Grande,Zeebrugge,Revithoussa,Kenai,Tianjin,Fujairah,Corpus Christi,Tripoli,Senboku,El Ferrol,Kitimat,Dar-es-Salaam,Northeast Gateway Deepwater Port,Cove Point,Marsa el Brega,Rosarito,Everett,Heibei,Acajutla,Paldiski,Yangshan,Sendai,Cai Mep,Hammerfest,Higashi-Ogishima,Fos Sur Mer,Lianyungang,Sakhalin,Salvador,Bonny,Karratha Gas Plant,Ortona,Mombasa,Fort de France,Map Ta Phut,Barrow Island,Soma,Mejillones,Canaport,Hatsukaichi,Pascagoula,Manzanillo,Mozambique Port,Niigata Higashi,Yuzhny,Jiangsu,AES Andres,Golden Pass,Brownsville,Dahej,Hainan,Gwangyang,Colon,Ningbo,Ashdod,Skikda,Cape Town,Bethioua,Yokkaichi,Sungai Udang,Sagunto,Dunkirk,Guanabara,Jorf Lasfar,Arun,Batangas,Dangjin,Pipavav,Boryeong,Drovyanoy,Bal Haf LNG,Hitachi,Trieste,Puerto Bahia,Gulf Gateway Deepwater Port,Tenerife,Haikou,Bilbao,Jebel Ali,Panama Canal,Krk Island,Tokyo Bay,Yangpu,Chittagong,Neptune,Yung An,Montevideo,Freeport,Taranto,Chita,Coos Bay,Marmara Ereglisi,Porto Empedocle,Taichung,Johore,Ennore,Fukuoko,Panjang,Guangdong,Nagasaki,Gibraltar,Himeji,Jakarta,Sao Francisco do Sul,Darwin,South Hook LNG,Futtsu,Talcahuano,Hachinohe,Dampier,Port Dolphin,Tabangao,Ras Laffan,Hazira,Ho Chi Min City,Altamira,Shimizu,Gladstone,Sakai,Klaipeda,Gangavaram,Jurong Marine Base - Singapore,Vladivostok,Malta,Karachi,Ambon,Kawagoe,Sakaide,Haldia,Teeside,Yanai,Pars LNG Terminal,Mundra,Holyhead,Brass,Port Said,Shtokman,Plaquemines,Abu Dhabi,Limerick,Sines,Ain Sokhna,Dabhol,Idku,Bahia Blanca,Oita,Aqaba,Dili,Tong Yong,Montoir,Kribi,Damietta,Port Arthur,Wilhelmshaven,Elba,Fujian,Samcheog,Prince Rupert,Suez,Mina Al Ahmadi,Bontang,Rovigo,Pyeongtaek
Cai Mep,597,13289,2247,4271,12076,2105,11899,2075,1002,12485,752,11340,2830,2933,12272,13100,1967,10383,2281,2504,3754,2162,13251,12477,4548,12459,1656,12995,2481,1201,13384,6038,2250,4345,11718,11638,1001,2238,1896,13024,8654,11120,2103,2249,2518,,587,1072,993,11339,8059,2215,12405,1803,1828,13174,937,13760,3537,9934,11090,13203,2809,593,11710,2478,11625,2522,2045,12261,2122,12255,12197,2739,2528,11723,10706,5248,2480,5860,2561,2218,9942,2356,10721,10123,12244,,3299,7374,11383,9704,12413,12893,5802,2407,3958,11803,13413,2278,11733,6421,6045,12318,12032,12773,7362,12332,2378,9286,13597,1754,2687,0,13659,,12079,2134,3028,9578,8679,2214,12926,6196,11321,725,2231,,10763,12481,2199,11584,8374,5493,2570,13551,1898,10971,11714,11775,3289,918,2045,10162,1728,13393,11984,6303,11637,2365,754,11786,12365,9512,11138,1116,925,2122,3226,2098,14793,4538,2576,13102,10435,11606,10726,920,11967,4142,,13058,,847,2153,12319,1188,9800,11745,12660,2364,6694,13160,12301,1534,628,2214,2008,1323,1015,1979,11384,2298,1234,9687,2463,12194,2479,10196,2831,2218,11514,925,4268,3209,44,11806,2407,4102,2278,13399,2195,641,2592,12370,3530,2039,2365,2239,2214,12680,2156,4260,3410,12293,8664,13295,13957,11568,4215,12248,11373,6030,2995,13196,9952,2133,5977,2030,2090,12059,8597,13271,11720,12709,11728,1594,2250,6236,6031,4494,1403,13085,2160
Hammerfest,13656,4570,13444,13657,3357,13507,3179,14093,14486,3169,12921,4792,12890,12648,1580,4381,13611,7965,13379,11947,13139,13920,3245,1404,13933,1429,13855,4276,13095,12859,4665,7711,13420,13730,5448,2918,14485,14055,14051,4305,5741,4494,13505,13348,13153,,13752,13815,14477,4479,6096,12585,3685,13725,13984,1440,14421,2026,12925,5117,4532,1470,12221,13757,5441,13092,2905,13120,13602,3541,14004,3535,1602,12838,13164,5453,4841,12073,13094,7840,13066,12518,7522,14173,6798,5356,3525,13103,13559,8198,2596,7104,1461,4173,10460,14223,13343,5550,4694,13377,2053,9704,9807,3510,3975,4053,8222,3524,14195,6219,1864,13978,12903,13668,0,13099,3360,14022,12668,5708,5674,12584,4206,9958,4548,13801,12555,12912,7469,3446,13535,5225,7113,9249,13063,4832,13941,4597,5444,5532,12688,14402,13602,5317,14030,4673,3264,7397,2918,13225,12923,3066,1452,6401,2662,12563,14370,13880,12626,13853,1175,13923,12968,4383,5163,5336,2969,14404,2098,13528,,4339,13106,14332,12982,3511,14442,7380,5483,3941,13223,9061,4440,3582,14264,13090,12297,13729,12532,14499,13621,2665,13400,12651,6731,13552,1599,13093,8158,12816,12588,5114,14370,13654,12609,13695,5568,13140,13214,13376,1665,12549,13041,13187,3650,12918,13713,13225,13436,12881,1226,13532,13645,12799,1468,5608,4576,340,5256,13601,1550,2402,15415,12394,4476,7788,13509,15363,13402,13553,1967,5808,4552,5450,1301,4269,14314,13420,9741,15417,13879,13510,4366,13917
Higashi-Ogishima,2558,14044,432,6557,12831,561,12653,2626,1745,10120,3037,8974,764,606,12413,13855,599,9301,367,4789,6039,1042,10888,12617,6834,12600,859,13750,8,3314,14139,8323,798,6631,9352,12392,1744,1177,1111,13779,10940,8754,558,335,870,,2406,2319,1755,8973,10345,3738,13159,2481,1044,13053,2160,13639,5823,10585,8724,13083,5095,2411,9345,15,12379,836,741,13015,1125,13009,12227,554,880,9358,8340,4893,11,8145,783,4504,10818,1295,8538,7757,12999,13,3328,5000,12074,10840,12554,13647,3421,1345,6244,9438,14168,364,12027,4040,8331,9952,9666,13527,4988,9966,1317,6922,13477,1016,305,2486,13114,0,12834,1144,965,11408,10964,3737,13680,8481,8956,3046,3780,288,9200,10115,522,9219,6010,7779,780,14306,1040,8606,9348,9409,5575,1955,741,7796,1056,14147,12738,8589,12392,214,3040,12540,12506,11524,11963,3401,1837,1002,5512,975,14244,6823,195,13857,8070,9240,11620,1957,12258,6428,,13813,,2029,4439,9953,1447,10676,9379,13415,212,4313,13914,13056,1252,2914,4500,717,3515,,705,12139,387,3426,11257,3208,12224,,,458,3742,9148,1837,6554,5495,2513,9441,129,3844,364,13278,4481,2927,975,13124,5816,2717,214,424,4500,12662,520,6546,5696,12287,10950,14050,13408,9203,6501,12100,11966,8316,5280,13950,10359,497,8263,2835,707,12309,10883,14026,9354,12850,9362,1302,798,3855,8317,6780,2578,13840,1039
Fos Sur Mer,12070,1591,13163,12071,,13226,195,12507,12900,3395,11335,4151,12609,12367,1921,1402,13330,7684,13098,10361,11553,13639,3772,2125,12348,2107,13540,1297,12814,11273,1686,6126,13138,12145,5488,526,12899,13774,13770,1326,4155,4092,13223,13066,12872,,12166,12229,12892,3926,4511,10999,633,12140,13703,2822,12836,3408,11339,3730,4130,2852,10636,12172,5480,12811,465,12839,13321,259,13722,263,1845,12557,12883,5493,4641,11687,12813,6254,12785,10933,6032,13892,6516,5075,246,12821,13003,7917,827,5615,2062,1195,10179,13942,11758,5590,1715,13096,1381,9423,8222,3730,4142,1075,7941,3744,13914,5937,3246,13648,12622,12082,3340,12818,0,13741,12387,4226,4088,10998,1227,8372,3982,12216,10969,12631,7188,3668,13254,5265,6832,7663,12782,1856,13659,4263,5483,5572,11103,12817,13321,5035,13622,1695,409,5811,525,12944,11338,340,2014,4912,949,10977,12784,13599,11040,13572,4474,12337,12687,1404,4817,5376,1424,12818,1615,11942,,1360,12825,12746,11397,3731,13082,5890,5523,962,12942,8780,1465,594,13428,11505,10711,13448,10946,12914,13339,703,13119,11065,5242,11967,1842,12812,7877,12534,11002,5154,12784,12068,11023,12110,5608,12859,12933,13095,3047,10963,11456,12906,672,11332,12127,12944,13155,11296,2328,13251,12060,11213,1941,4022,1600,3638,5295,12015,1928,986,13830,10809,1498,6299,13228,13777,11816,13272,1707,4222,1573,5490,2358,4403,13488,13138,9460,13831,12294,11925,1387,13636
Lianyungang,2244,14965,766,6217,13752,591,13574,2758,1384,11041,2697,9895,1316,1402,13334,14776,659,10315,842,4449,5699,394,11809,13538,6493,13521,779,14671,1142,3056,15060,7983,706,6290,10273,13313,1383,371,527,14700,10600,9675,589,854,999,,2092,2095,1394,9894,10005,3624,14080,2499,460,13974,1799,14560,5483,11506,9645,14004,4754,2097,10266,1140,13300,1003,490,13936,151,13930,13148,1207,1009,10279,9261,5448,1141,7805,1037,4163,11508,,9452,8678,13920,1150,3799,5901,12995,11530,13475,14568,4278,539,5903,10359,15089,841,12948,4897,7991,10873,10587,14448,5889,10887,511,7835,14398,,1360,2134,14035,1146,13755,0,1485,11524,10624,3623,14601,8141,9877,2694,3640,1343,10099,11036,713,10140,6923,7438,1046,15227,376,9527,10269,10330,5234,1595,490,8717,552,15068,13659,8249,13313,1026,2700,13461,13427,11457,12884,3061,1523,360,5171,,15165,6483,1250,14778,8991,10161,12541,1597,13179,6087,,14734,1153,1669,4099,10874,1085,11366,10300,14336,1025,5190,14835,13977,833,2574,4159,604,3178,,567,13060,817,3089,11632,3225,13145,1141,10242,1299,3627,10069,1523,6214,5155,2161,10362,1071,4342,841,14199,4141,2586,1048,14045,5475,2735,1026,758,4159,13583,669,6205,5355,13208,10610,14971,14329,10124,6160,13021,12887,7975,4940,14871,11050,669,7923,2853,545,13230,10543,14947,10275,13771,10283,869,706,4712,7977,6439,2420,14761,392
Sakhalin,3131,13618,1160,7112,12406,986,12228,3467,2279,9694,3593,8549,283,407,11988,13429,1280,9161,1236,5344,6594,1382,10462,12192,7389,12174,1514,13324,950,3951,13713,8879,,7186,8927,11967,2278,1517,1513,13354,11495,8329,984,1204,682,,2979,2982,2290,8548,10900,4510,12734,3294,1446,12628,2695,13214,6378,10160,8299,12657,5650,2984,8919,947,11954,659,1064,12590,1466,12584,11801,467,693,8932,7915,5537,949,8700,608,5059,11186,1636,8113,7332,12574,957,3972,4557,11649,11209,12129,13222,2915,1686,6799,9012,13742,1234,11602,3534,8886,9527,9241,13102,4545,9541,1658,6496,13051,1441,705,3029,12688,954,12409,1485,0,10983,11520,4509,13255,9036,8530,3590,4527,714,8775,9690,1108,8793,5584,8334,606,13880,1403,8180,8923,8984,6130,2490,1064,7371,1493,13722,12313,9144,11967,1083,3595,12115,12081,11676,11537,3956,2410,1342,6067,1316,13819,7378,790,13431,7644,8815,11195,2492,11832,6983,,13387,961,2564,4994,9528,1981,11045,8954,12989,1081,3830,13489,12630,1759,3469,5055,1149,4074,2243,1097,11714,1212,3985,11626,4021,11798,948,9303,559,4513,8723,2410,7109,6050,3057,9015,998,4487,1233,12853,5036,3482,,12699,6371,3530,1083,1153,5055,12236,1063,7101,6251,11861,11505,13624,12983,8777,7056,11675,11541,8871,5835,13525,10728,1064,8818,3648,1015,11884,11438,13600,8929,12425,8937,1801,,3348,8872,7335,3307,13415,1380
Salvador,9572,5438,11642,9573,4226,11501,4048,10009,10402,3947,8837,2553,11188,10946,4383,5249,11363,4572,11667,7863,9055,11558,4557,4587,9850,4570,11041,5144,11393,8775,5533,3627,11645,9647,4668,3787,10401,11634,11291,5174,3017,2911,11499,11635,11452,,9668,9731,10393,2640,3060,8501,4554,9641,11224,5285,10337,5870,8841,858,2939,5314,8138,9674,4661,11390,3774,11418,11440,4410,11518,4404,4297,11136,11462,4673,3469,7557,11392,3756,11364,8435,1894,11752,5096,3654,4394,11401,9795,6496,3533,1476,4524,5042,8758,11802,9260,4754,5562,11665,3850,8003,5724,4055,4107,4922,6520,4069,11774,4517,5708,11150,11201,9584,5705,11397,4229,11529,10966,0,2954,8500,5075,5874,2576,9717,8471,11210,5163,4088,11594,4534,5411,5165,11362,5700,11294,3087,4664,4725,8605,10319,11440,3615,11124,5542,4133,3345,3787,11523,8840,3935,4476,773,3287,8479,10286,11518,8542,11494,6839,9839,11266,5251,3385,4556,2857,10320,4084,9444,,5207,11404,10248,8899,4056,10584,1752,4695,4809,11522,7359,5309,4450,10930,9007,8213,11403,8448,10415,11375,3534,11688,8567,1103,9469,4294,11392,4344,11114,8504,4455,10286,9570,8525,9611,4756,11438,8987,11664,5510,8465,8957,11485,4519,8834,9629,11523,11635,8798,4791,11552,9562,8715,4387,2892,5444,6003,4518,9517,4303,3515,11331,8310,5345,2160,11529,11279,9318,11485,4176,3058,5420,4670,4820,4041,10989,11645,8039,11333,9796,9427,5235,11555
Bonny,8672,5301,10743,8674,4088,10601,3910,9109,9503,4770,7937,4229,11326,11430,4284,5112,10463,6720,10767,6964,8156,10659,5262,4488,8950,4470,10142,5007,10965,7875,5395,2728,10746,8747,6226,3649,9502,10734,10392,5036,136,4466,10599,10736,11014,,8769,8832,9494,4188,738,7602,4416,8742,10324,5185,9438,5771,7942,2831,4502,5215,7238,8774,6219,10962,3636,11018,10541,4272,10618,4266,4208,11235,11024,6231,5103,9593,10964,2857,11057,7535,4439,10852,6772,5330,4256,10973,9605,8172,3395,4047,4425,4904,10434,10903,8360,6328,5424,10765,3744,9679,4824,5038,5255,4784,8196,5051,10874,6193,5609,10250,11171,8685,5671,10969,4091,10630,11524,2955,0,7601,4937,4974,4171,8818,7571,11153,7311,4986,10695,6003,7087,4265,11066,5563,10395,4668,6222,6310,7705,9419,10541,5291,10224,5404,3995,2404,3649,10851,7940,3797,4377,3425,3150,7579,9386,10618,7642,10594,6805,8940,11061,5114,5061,6114,2738,9421,3978,8544,,5070,10976,9348,7999,5038,9684,4298,6261,4672,10850,9035,5171,4312,10030,8107,7313,10504,7548,9516,10475,3396,10788,7667,3741,8569,4205,10963,6492,11324,7605,5892,9386,8670,7626,8712,6346,10892,9643,10764,5410,7566,8058,11088,4381,7934,8729,10851,10735,7898,4691,10652,8662,7816,4304,94,5306,5969,6034,8617,4259,3385,10432,7411,5207,4669,10629,10379,8418,10586,4071,215,5283,6228,4721,5365,10090,10746,9715,10433,8896,8527,5097,10656
Karratha Gas Plant,2071,12211,3634,4830,10998,3584,10821,1698,2805,11670,1871,10552,4310,4230,11194,12022,3390,8782,3617,3062,4312,3651,12173,11399,5106,11381,3071,11917,3731,1162,12306,4998,3730,4903,11858,10560,2804,3727,3384,11946,7576,10910,3582,3586,3998,,2167,1626,2800,10639,6981,6,11327,1428,3317,12096,2929,12682,,8856,10937,12125,,2173,11850,3728,10547,4002,3525,11182,3611,11177,11119,4178,4008,11863,10846,3889,3730,,4041,3051,8900,3845,9379,10262,11166,3738,2076,8148,10305,8626,11335,11815,6928,3895,4516,11943,12335,3615,10655,7517,5249,11896,12039,11695,8135,11910,3867,9609,12519,3243,3929,2214,12581,3735,11001,3623,4507,8500,7601,0,11848,5399,10575,2363,92,3911,9215,11870,3586,11724,8823,,4050,12473,3387,11086,11853,11914,3847,2868,3525,10302,3217,12315,10906,5225,10559,3664,1873,10708,11287,8434,10060,2234,2181,3611,,3587,13715,5096,3819,12024,10575,11745,9648,2870,10889,4701,,11980,3742,2839,3112,11897,2714,8759,11884,11582,3663,7672,12081,11223,3023,1747,,3485,1186,2786,3460,10306,3638,1305,8609,1039,11116,3729,8600,4082,10,11653,2181,4827,3768,2241,11946,3683,3120,3614,12321,3039,1760,4072,11292,4088,1246,3664,3627,3137,11602,3544,4818,3968,11215,7586,12217,12879,11708,4774,11170,10295,6588,3553,12118,8857,3521,6536,935,3570,10981,7519,12193,11860,11631,11867,3083,3730,7351,6590,5052,1322,12007,3649
Ortona,12917,1102,14010,12918,1218,14073,1223,13354,13748,4242,12182,4998,13456,13214,2768,,14177,8531,13945,11209,12401,14486,4619,2972,13195,2955,14387,111,13661,12120,1208,6973,13986,12992,6335,1320,13747,14621,14617,834,5003,4939,14071,13914,13720,,13014,13077,13739,4774,5358,11847,922,12987,14550,3670,13683,4255,12187,4577,4977,3699,11483,13019,6328,13658,1327,13686,14168,1117,14570,1081,2692,13404,13730,6340,5488,12534,13660,7102,13632,11780,6879,14739,7364,5922,1096,13669,13850,8764,1674,6462,2909,702,11026,14789,12605,6437,1226,13943,2229,10271,9069,4577,4990,840,8788,4591,14761,6785,4093,14495,13469,12929,4188,13665,1221,14588,13234,5073,4935,11846,0,9219,4829,13063,11816,13478,8035,4515,14101,6112,7679,8510,13630,1360,14507,5110,6331,6419,11950,13664,14168,5883,14469,1221,968,6658,1319,13791,12185,1296,2861,5759,1796,11824,13631,14446,11887,14420,5321,13185,13534,,5664,6223,2271,13666,2462,12789,,,13672,13593,12244,4578,13929,6738,6370,379,13790,9627,969,657,14275,12352,11558,14295,11793,13761,14187,1550,13966,11912,6089,12814,2689,13660,8724,13382,11850,6001,13631,12915,11871,12957,6455,13706,13780,13942,3894,11811,12303,13753,583,12179,12974,13791,14002,12143,3176,14098,12907,12061,2788,4869,1134,4485,6143,12862,2775,1833,14677,11656,1045,7146,14075,14624,12663,14119,2555,5070,1114,6337,3205,5250,14335,13986,10307,14678,13141,12772,,14483
Mombasa,6210,9581,8261,6192,8368,8120,8191,6776,7021,9040,5456,7922,8844,8948,8564,9392,7981,7652,8286,4482,5674,8177,9543,8768,6468,8751,7660,9287,8483,5467,9676,2332,8264,6265,10037,7930,7020,8252,7910,9316,4946,8279,8117,8254,8532,,6307,6498,7012,8009,4351,5400,8697,6408,7843,9466,6956,10051,5460,6226,8307,9495,,6312,10029,8480,7916,8536,8059,8552,8136,8547,8488,8753,8542,10042,8837,7840,8482,2154,8575,,6236,8370,8784,9023,8536,8491,7381,11865,7675,5996,8705,9184,11805,8421,5878,10122,9705,8283,8025,12424,190,9266,9409,9064,11888,9280,8393,9885,9889,7769,8689,6203,9951,8487,8371,8148,9042,5870,4971,5399,9217,0,7945,6336,5371,8672,8243,9240,8213,9903,10780,715,8584,9843,7913,8456,10032,10094,,6937,8059,8983,7742,9684,8276,2595,7929,8369,5458,8077,8657,5804,7430,5097,6927,8137,5161,8113,11085,6458,8579,9394,8754,9924,7018,6939,8258,6062,,9350,8494,6867,5517,9267,7202,6094,10063,8952,8368,12697,9451,8593,7548,5625,,8022,5140,7034,7993,7676,8306,5259,5979,6351,8485,8482,7424,8842,5403,9821,6927,6188,5144,6230,10125,8410,7721,8283,9691,5084,5576,8606,8661,5452,6436,8369,8253,5416,8972,8171,6180,5334,8585,4956,9587,10249,9887,6135,8540,7665,7950,,9488,6246,8147,7898,6125,8104,8351,4889,9563,10039,9001,9400,7608,8264,12238,7952,6414,6193,9377,8174
Fort de France,11350,5195,9289,11648,3982,9352,3804,10640,10586,1830,10912,290,8736,8493,3694,5006,9456,3810,9225,9938,11130,9765,,3898,11925,3881,9700,4901,8940,10850,5290,5702,9265,11722,2148,3543,10585,9900,9896,4930,4238,,9350,9193,8999,,11199,10915,10596,117,4572,10576,4310,10786,9829,4455,10999,5041,10916,1753,,4485,10212,11204,2140,8938,3530,8966,9447,4166,9849,4160,3526,8683,9009,2153,961,7918,8939,5831,8912,10509,4389,10019,2643,1201,4150,8948,9405,4043,3298,3972,3835,4798,6306,10069,11334,2233,5319,9222,3254,5550,7798,1782,1673,4678,4067,1796,10041,2064,4879,9824,8749,11314,4548,8945,3985,9868,8514,2576,4171,10575,4831,7949,0,11792,10546,8758,3315,,9380,2014,2958,7240,8909,5457,9786,548,2143,2204,10680,10795,9447,1162,9876,5298,3889,5415,3543,9070,10915,3691,3787,3269,,10554,10666,9725,10617,9699,5678,11914,8813,5008,932,2035,,10797,3485,11519,,4964,8952,10869,10974,1783,10288,4248,2174,4566,9069,4907,5065,4207,10109,11081,10288,9575,10523,10550,9466,3290,9245,10642,3599,10643,3523,8939,4003,8661,10579,1917,10666,11645,10600,11342,2236,8986,9059,9222,4680,10540,11032,9032,4275,10909,10698,9070,9282,10873,4063,9378,11636,10790,3586,4105,5201,4843,1998,11592,,3138,13406,10385,5101,4656,9355,13354,10740,9399,3549,4305,5177,2150,4131,1526,10160,9265,5587,13408,11870,11048,4991,9763
Map Ta Phut,980,13422,2807,4405,12210,2666,12032,2537,1562,12881,885,11763,3390,3494,12406,13233,2527,10845,2841,2637,3887,2723,13384,12610,4681,12592,2217,13128,3041,1349,13517,6171,2810,4478,12279,11771,1561,2798,2456,13158,8788,11680,2664,2810,3078,,1018,1539,1553,11851,8193,2364,12538,2265,2389,13307,1497,13893,3671,10068,11650,13337,2942,1024,12271,3038,11758,3082,2605,12394,2682,12388,12330,3299,3089,12284,11267,5710,3040,5993,3121,2351,10075,2917,11183,10683,12378,3049,3525,7935,11517,9837,12547,13026,6363,2967,4091,12364,13546,2839,11866,6982,6179,12879,12592,12906,7923,12892,2939,9847,13731,2315,3247,725,13793,3045,12213,2694,3588,9712,8812,2363,13059,6329,11786,0,2380,3230,11224,13041,2759,12145,8935,5626,3130,13684,2459,11532,12274,12335,3422,1478,2605,10723,2288,13526,12117,6436,11771,2926,888,11919,12499,9645,11271,1249,1485,2683,3359,2659,14926,4671,3137,13235,10996,12166,10859,1480,12100,4275,,13191,3052,1408,2287,12879,1748,9933,12305,12793,2925,7255,13293,12434,2094,762,2347,2568,1472,1575,2539,11518,2859,1383,9820,2612,12327,3040,10657,3391,2367,12074,1485,4402,3343,752,12367,2967,4563,2838,13532,2329,774,3152,12503,3663,2374,2926,2800,2347,12813,2717,4393,3543,12426,8797,13428,14091,12129,4348,12381,11507,6163,3128,13329,10085,2694,6111,2178,2650,12192,8731,13404,12281,12843,12288,2154,2810,6796,6165,4627,1865,13219,2720
Barrow Island,2088,12181,3675,4802,10969,3603,10791,1742,2822,11640,1888,10522,4327,4274,11165,11993,3428,8753,3661,3034,4284,3669,12143,11369,5079,11351,3103,11888,3775,1180,12276,4970,3747,4876,11828,10530,2821,3744,3402,11917,7547,10880,3601,3630,4015,,2185,1644,2817,10610,6952,93,11297,1473,3335,12066,2946,12652,4068,8827,10908,12096,3340,2190,11821,3772,10517,4019,3543,11153,3628,11147,11089,4222,4026,11833,10816,3859,3774,4808,4058,3024,8871,3862,9350,10233,11137,3782,2122,8192,10276,8596,11306,11785,6972,3913,4488,11913,12305,3659,10625,7561,5221,11867,12010,11665,8179,11880,3885,9655,12490,3260,3973,2231,12552,3779,10972,3640,4525,8471,7571,92,11818,5371,10546,2380,0,3956,9186,11840,3627,11694,8870,4669,4067,12444,3405,11057,11824,11885,3819,2885,3543,10272,3234,12285,10876,5196,10530,3708,1891,10678,11258,8405,10031,2239,2198,3629,3757,3605,13685,5068,3863,11995,10545,11716,9619,2887,10859,4673,,11951,3786,2857,3086,11867,2731,8729,11855,11553,3707,7716,12052,11193,3040,1764,2943,3503,1159,2803,3477,10277,3682,1278,8579,1086,11086,3773,8571,4126,96,11624,2198,4799,3740,2259,11916,3727,3167,3658,12291,3012,1777,4089,11262,4061,1290,3708,3668,3111,11572,3585,4790,3941,11185,7557,12187,12850,11678,4746,11140,10266,6560,3525,12088,8827,3562,6508,979,3588,10951,7490,12164,11830,11602,11838,3100,3747,7395,6562,5024,1339,11978,3666
Soma,2741,13853,628,6740,12640,757,12462,2794,1929,9929,3221,8784,509,,12222,13664,795,,563,4972,6222,1238,10697,12426,7017,12409,1042,13559,277,3492,13948,8507,881,6814,9162,12202,1928,1373,1307,13588,11123,8563,755,532,615,,2589,2502,1940,8782,10528,3914,12969,2657,1240,12863,2343,13448,6006,10394,8533,12892,5278,2595,9154,274,12188,581,937,12824,1322,12819,12036,299,625,9167,8150,4989,276,8328,527,4687,10888,1491,8347,7566,12808,285,3424,4801,11883,10910,12363,13456,3212,1542,6427,9247,13977,561,11836,3831,8514,9762,9475,13336,4788,9775,1514,6731,13286,1212,,2669,12923,281,12643,1341,719,11218,11148,3913,13489,8665,8765,3230,3956,0,9009,9924,719,9028,5819,7962,525,14115,1237,8415,9157,9218,5758,2139,937,7606,1252,13956,12547,8772,12201,410,3223,12349,12315,11594,11772,3584,2021,1198,5695,1172,14053,7006,,13666,7879,9049,11429,2140,12067,6611,,13622,288,2212,4622,9762,1632,10746,9188,13224,409,4098,13723,12865,1448,3097,4683,913,3698,,902,11948,584,3609,11327,3383,12033,275,,203,3917,8957,2021,6737,5678,2696,9250,326,3940,560,13087,4664,3110,719,12933,5999,2893,410,620,4683,12471,717,6729,5879,12096,11133,13859,13218,9012,6684,11910,11775,8499,5463,13760,10430,693,8446,3011,904,12118,11066,13835,9164,12659,9171,1499,881,3646,8500,6963,2756,13649,1236
Mejillones,10489,8401,9482,11792,7189,9582,7011,9514,10598,4477,10871,3332,8987,8745,6771,8212,9638,625,9417,10082,11274,9995,5245,6975,12069,6957,9820,8107,9146,10177,8496,6108,9494,11866,3710,6750,10597,10130,10126,8137,7345,3112,9580,9385,9228,,10338,9939,10608,3331,6968,9216,7517,9551,10059,7411,10988,7997,11060,4943,3082,7441,10356,10343,3703,9144,6737,9195,9677,7373,10079,7367,6584,8913,9239,3715,2698,,9145,6237,9141,10653,3777,10248,700,2115,7357,9154,7904,4295,6432,3799,6912,8005,6557,10298,11479,3795,8525,9415,6385,5802,8093,4310,4024,7885,4319,4324,10270,2483,7835,10053,9000,10763,7471,9151,7192,10097,8765,5163,7311,9215,8038,8243,3313,11224,9186,9009,0,4473,9573,3576,3222,7534,9138,8663,10016,2963,3706,3767,10824,10784,9677,2154,10095,8505,7096,5874,6750,9276,10874,6898,6864,4483,6320,10620,10194,9955,10761,9928,8602,12058,9065,8214,2427,3598,5978,10785,6616,11663,,8170,9158,10857,11117,4311,10302,3635,3737,7772,9275,5158,8272,7413,10260,10748,10431,9756,10024,10567,9744,6497,9438,10143,4217,9101,6581,9145,856,8913,9219,3506,10194,11789,10744,10790,3798,9192,7170,9414,7636,10683,10761,9284,7482,11053,9156,9276,9474,11016,7019,9570,11781,10934,6644,7264,8407,7766,3560,11736,6458,6324,13550,10529,8308,3319,9546,13498,9198,9628,6667,7324,8383,3712,7208,3720,10320,9494,5838,13552,12015,10029,8198,9992
